tw_id,tw_title,production_country,tw_first_release_date
22408,特『刀劍亂舞-花丸-』～華之卷～(第一周),日本,2022-09-23
22167,特『刀劍亂舞-花丸-』～月之卷～,日本,2022-08-26
18319,青春電幻物語：數位修復版,日本,2021-04-01
20744,急急復雞雞,日本,2022-04-22
20684,尋人啟弒,日本,2022-06-17
22114,劇場版 超時空要塞F~虛空歌姬~,日本,2022-09-07
20170,GIVEN~被贈與的未來 劇場版：反面的存在,日本,2021-12-09
19852,詛咒,日本,2022-02-04
20766,愛國女子─紅武士道,日本,2022-04-08
20715,接棒家族,日本,2022-03-11
20631,燃燒的劍,日本,2022-04-29
22511,信用詐欺師JP：英雄篇,日本,2022-10-10
22229,劇場版 超時空要塞F~戀離飛翼~,日本,2022-10-21
20229,電影 K-ON！輕音部,日本,2021-12-17
21058,輪到你了 劇場版 ,日本,2022-05-13
20541,那些得不到保護的人,日本,2022-04-08
22005,如月車站,日本,2022-08-19
21537,螢火蟲之墓,日本,2022-07-08
22378,電影版 後空翻少年!!,日本,2022-10-12
19264,鹿王,日本,2022-05-13
19896,超慄方殺陣,日本,2021-11-19
22174,極道主夫 電影版,日本,2022-09-16
20993,漁港的肉子,日本,2022-05-13
14034,今天也要用便當出擊,日本,2019-09-12
21441,再見了，橡果兄弟！－奇蹟的暑假－,日本,2022-07-25
22197,萌男友是柑橘色,日本,2022-09-16
20374,花與愛麗絲：數位修復版,日本,2022-01-28
20520,夏日幽靈,日本,2022-01-28
21627,xxxHOLiC 次元魔女,日本,2022-08-19
20047,青春特調蜂蜜檸檬蘇打,日本,2021-12-03
21933,末日救世主,日本,2022-09-02
22960,天才狂歡派對：首部曲,日本,2022-11-01
21710,婚顧女王,日本,2022-07-15
21929,七五計劃,日本,2022-09-08
9952,睡著也好醒來也罷,日本,2018-09-21
21589,怪獸死了怎麼辦,日本,2022-06-24
21707,太陽與波麗露,日本,2022-07-08
20301,鳩的擊退法,日本,2022-01-07
22350,Ｎ号棟鬧鬼,日本,2022-09-21
22801,大逃殺 4K數位修復版,日本,2022-11-04
22431,春心萌動的老屋緣廊,日本,2022-11-11
23040,葬禮,日本,2022-11-25
22504,麵包超人電影版：多洛林與妖怪嘉年華,日本,2022-10-07
23041,蒲公英,日本,2022-12-02
22228,河畔小日子,日本,2022-10-03
20918,決戰星期天,日本,2022-04-29
22474,流浪之月,日本,2022-10-28
18228,歡樂時光（上）,日本,2021-02-26
18705,燕尾蝶：數位經典版,日本,2021-07-14
20529,垃圾頭,日本,2022-02-18
22961,天才狂歡派對：最終章,日本,2022-11-28
20552,魔神英雄傳 七魂的龍神丸 -再會-,日本,2022-04-22
23363,劇場版 弦音 ─初始的一射─,日本,2022-12-30
23384,TANG,日本,2022-12-30
22508,救救旱鴨子,日本,2022-10-21
18231,歡樂時光（下）,日本,2021-02-26
20125,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,日本,2021-12-17
23401,邪惡的孩子,日本,2022-12-30
20101,沒說出口的殺人告白,日本,2021-11-26
23187,還有愛的日子,日本,2022-12-02
23107,性徒,日本,2022-11-18
20779,妖獸都市1987 劇場版,日本,2022-04-08
20983,鳶,日本,2022-04-29
23192,線，畫出的我,日本,2022-12-23
20919,第一人夫,日本,2022-05-20
20653,輝耀姬物語(日文版),日本,2014-06-13
21386,熊貓家族+熊貓家族 - 雨中的馬戲團,日本,2022-07-08
21354,龍馬！新生網球王子劇場版（決勝版）,日本,2022-06-24
21382,龍馬！新生網球王子劇場版（榮耀版）,日本,2022-06-24
20696,Fate/stay night - 無限劍製,日本,2022-03-11
19788,劇場版信號：長期未解決事件搜查班,日本,2021-12-30
21315,偷情連載中,日本,2022-07-22
20936,兒時的點點滴滴(日文版),日本,2022-07-08
21393,噪音,日本,2022-06-02
22503,調職令是警察樂隊！,日本,2022-10-28
21350,劇場版「黃金拼圖Thank you！！」,日本,2022-06-02
20865,海岬的迷途之家,日本,2022-04-22
21020,平成狸合戰 (日文版),日本,2022-07-08
20295,月影,日本,2022-01-21
23264,魔幻時刻,日本,2008-12-31
20193,四季拉麵物語,日本,2021-12-24
22532,魚之子,日本,2022-12-09
20951,露草,日本,2022-06-10
19061,總編的復仇,日本,2021-11-05
22882,好想傳達你的聲音,日本,2022-12-09
22244,我想被高中女生殺死,日本,2022-09-23
21624,只是現在不走運而已,日本,2022-07-22
23114,修羅天魔~骷髏城之七人．極 （新感線舞台劇）,日本,2022-11-25
18685,告白,日本,2022-04-29
20699,聖地X,日本,2022-04-15
18812,瀧澤歌舞伎 ZERO 2020 THE MOVIE,日本,2021-07-27
22421,戀之光 ,日本,2022-10-14
22902,錯位的青春,日本,2022-11-18
22802,幽靜的山荷葉,日本,2022-11-11
22533,每天上班總是累得要死,日本,2022-10-21
19954,由宇子的天秤,日本,2021-12-17
20726,如果30歲還是處男，似乎就能成為魔法師【後篇】,日本,2022-06-12
20759,對某飛行員的追憶,日本,2022-04-15
20727,如果30歲還是處男，似乎就能成為魔法師【前篇】,日本,2022-06-11
20823,隔壁的山田君 (日文版),日本,2022-07-08
23262,鬼壓床了沒,日本,2022-12-23
21780,在我和天空之間,日本,2022-07-15
22423,青凪大學體育會航空部劇場版,日本,2022-10-14
20824,臥底型警FINAL,日本,2022-04-22
18704,相撲道,日本,2022-03-25
20609,我的夏日大戀習,日本,2022-06-10
22881,通往異世界的便利店,日本,2022-11-25
21994,美國女孩的日本日記,日本,2022-08-26
23416,心情直播不NG,日本,2022-12-28
19908,說不出口的愛,日本,2022-01-21
21381,神隱少年狼,日本,2022-07-08
20533,夢境診斷與恐怖體驗,日本,2022-03-19
23222,有頂天大飯店,日本,2009-01-16
6711,東京物語,日本,2016-11-12
20675,晚春,日本,2022-03-05
23186,戀上笨拙的你,日本,2022-11-25
23218,愛情在車上,日本,2022-12-09
20707,國士無雙,日本,2022-04-16
22738,天堂髮廊,巴勒斯坦,2022-10-21
23193,無法無天,巴西,2022-12-10
20729,漂浪人生,丹麥,2022-03-19
18749,《爆裂戰警》,丹麥,2021-12-03
3401,河北臺北+講話沒有在聽,中華民國,2016-11-11
19269,月老,中華民國,2021-11-24
20646,咒,中華民國,2022-03-18
18190,聽見歌 再唱,中華民國,2021-04-16
20477,我吃了那男孩一整年的早餐,中華民國,2022-01-28
12489,五月天 人生無限公司,中華民國,2019-05-24
22531,流麻溝十五號,中華民國,2022-10-28
19183,瀑布,中華民國,2021-10-29
20670,少年吔,中華民國,2022-03-18
21822,民雄鬼屋,中華民國,2022-07-29
20725,頭七,中華民國,2022-04-01
23355,想見你,中華民國,2022-12-30
20175,素還真,中華民國,2022-01-28
19357,美國女孩,中華民國,2021-12-03
22671,罪後真相,中華民國,2022-10-28
20312,噩兆,中華民國,2021-12-24
22659,你在我心上,中華民國,2022-10-21
21785,哈勇家,中華民國,2022-08-12
20921,少年吔，安啦！,中華民國,1992-07-03
19729,一杯熱奶茶的等待,中華民國,2021-12-24
22082,科學少女,中華民國,2022-09-16
20354,初戀慢半拍,中華民國,2022-08-24
19630,再說一次我願意,中華民國,2022-01-19
15629,男人與他的海,中華民國,2021-04-01
20817,我心我行,中華民國,2022-11-11
21165,神人之家,中華民國,2022-11-25
22268,童話·世界,中華民國,2022-10-13
21119,一家子兒咕咕叫,中華民國,2022-11-18
19319,青春弒戀,中華民國,2021-11-19
19608,該死的阿修羅,中華民國,2022-03-02
19065,魔法阿媽 4K數位修復版,中華民國,2021-11-26
19662,售命,中華民國,2022-04-29
10375,一家之主,中華民國,2020-10-07
22660,小藍,中華民國,2022-11-04
19402,鱷魚,中華民國,2021-10-08
20005,尋找神話之鳥,中華民國,2021-12-17
21915,他還年輕,中華民國,2022-09-02
21233,台灣男子葉石濤,中華民國,2022-06-17
20711,女優 摔吧！,中華民國,2022-11-25
20531,野夏天,中華民國,2022-03-25
20176,諸葛四郎─英雄的英雄,中華民國,2021-11-12
14496,不想一個人,中華民國,2021-12-24
17116,嗨！神獸,中華民國,2022-02-01
20052,有你相伴的旅程,中華民國,2021-12-10
17799,愛別離苦,中華民國,2022-02-18
20643,青春換日線,中華民國,2022-03-11
19064,廢棄之城,中華民國,2021-10-29
18755,老鷹之手,中華民國,2021-10-29
20521,藏匿處,中華民國,2022-09-08
21174,孫行者傳,中華民國,2022-08-25
19400,回眸,中華民國,2021-10-22
22108,大俠胡金銓 第一部曲—先知曾經來過,中華民國,2022-10-21
21825,舞徑,中華民國,2022-07-27
19320,沒有人該成為孤島,中華民國,2022-01-07
20203,妖果小學─水果奶奶的大秘密,中華民國,2022-01-21
14720,期末考,中華民國,2021-08-20
22084,大俠胡金銓 第二部曲—斷腸人在天涯,中華民國,2022-10-28
20051,兜兜風,中華民國,2022-09-16
18424,徘徊年代,中華民國,2021-10-15
16508,逆者,中華民國,2020-08-07
19957,高山上的熱氣球,中華民國,2021-12-22
20805,再會啦  白宮,中華民國,2022-05-20
21080,教練,中華民國,2022-05-27
18306,詭祭,中華民國,2021-12-03
19987,願未央,中華民國,2022-03-18
19122,影子背後,中華民國,2021-09-17
20920,給阿媽的一封信,中華民國,2022-05-20
21179,費爾的旅程,中華民國,2022-05-27
17831,削瘦的靈魂,中華民國,2021-03-19
20053,我記得,中華民國,2021-12-24
17487,修行,中華民國,2022-01-14
18796,文林銀行,中華民國,2021-11-12
22372,臥虎藏龍,中華民國,2000-07-07
22011,孫行者傳(國語版),中華民國,2022-10-14
21748,KULO,中華民國,2022-07-08
21200,夏日天空的那匹紅馬,中華民國,2022-12-23
21239,還孩子做自己,中華民國,2022-05-27
21921,我永遠永遠永遠愛你,中華民國,2022-08-05
18531,綠色牢籠,中華民國,2021-05-14
22327,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,中華民國,2022-09-16
20922,有時 Mama，有時 Mimi,中華民國,2022-04-15
23139,一起一起,中華民國,2022-12-16
22475,稻浪上的夢想家,中華民國,2022-11-20
21731,聖石傳說,中華民國,2000-01-22
19624,17歲的天空 4K數位修復版,中華民國,2021-10-02
21690,家家,中華民國,2022-06-30
22908,全明星星光音樂會,中華民國,2022-10-29
22673,無邊,中華民國,2023-01-06
22710,失序正義,中華民國,2022-11-25
22448,不老騎士-歐兜邁環台日記,中華民國,2012-10-12
21171,勸世三姊妹：大銀幕特別版,中華民國,2022-05-14
20375,格瑞特真相,中華民國,2022-05-13
23394,黑的教育,中華民國,2023-03-10
20867,幻日手記 ,中華民國,2022-10-21
21087,北將七,中華民國,2022-07-16
21949,如霧起時,中華民國,2011-04-09
1585,奼紫嫣紅開遍,中華民國,2015-12-18
20674,如夢,中華民國,2011-04-15
21943,如歌的行板,中華民國,2022-11-05
21914,兩地,中華民國,2011-04-09
1394,西部來的人,中華民國,2022-03-20
1593,1918,中華民國,2015-12-18
22080,化城再來人,中華民國,2011-04-09
20262,寶島大夢,中華民國,2022-03-20
21887,朝向一首詩的完成,中華民國,2011-04-09
21932,尋找背海的人,中華民國,2011-04-09
20853,獨自寂寞+少年阿堯+午後+看海,中華民國,2022-04-23
22179,逍遙遊,中華民國,2011-04-06
21908,無岸之河,中華民國,2015-12-18
1586,讀中文系的人,中華民國,2015-12-18
18618,破輪胎,中華民國,2022-03-20
1626,東西,中華民國,2015-12-18
22759,我這樣過了一生,中華民國,2022-10-22
5511,香蕉天堂,中華民國,2022-10-23
502,風中家族,中華民國,2015-07-24
1608,我城,中華民國,2015-12-18
22215,紅柿子,中華民國,2022-10-22
20270,送報伕/不屈的魂靈—楊逵,中華民國,2022-03-11
20263,台灣新文學之父—賴和/安安靜靜林雙不,中華民國,2022-03-11
20319,第一爐香,中國,2022-01-14
20054,藍宇,中國,2021-12-10
20986,你好，李煥英,中國,2022-05-06
21616,于堇：蘭心大劇院,中國,2022-07-22
22630,野馬分鬃,中國,2022-10-14
20396,奪冠,中國,2022-04-22
20747,如果有一天我將會離開你,中國,2022-03-25
22926,四海,中國,2022-12-02
20154,郊區的鳥,中國,2021-12-25
22791,溫暖的抱抱,中國,2022-10-29
23190,這個殺手不太冷靜,中國,2022-12-09
21423,李茂扮太子,中國,2022-07-22
16189,不丹是教室,不丹,2020-07-10
11237,大象席地而坐,中國,2019-01-11
6215,少年,中國,2017-07-28
22707,仇恨謎林,羅馬尼亞,2023-02-10
13290,寄生上流,韓國,2019-06-28
24516,犯罪都市3,韓國,2023-06-02
25092,水泥烏托邦：末日浩劫,韓國,2023-08-10
23589,BTS: YET TO COME IN CINEMAS,韓國,2023-02-01
26037,鬼車站,韓國,2023-11-03
24714,貴公子,韓國,2023-06-21
25160,逃出寧靜海,韓國,2023-08-18
26045,My SHINee World,韓國,2023-11-10
23615,火線交涉,韓國,2023-02-03
26405,12.12：首爾之春,韓國,2023-12-15
25311,贖命救援,韓國,2023-09-01
25179,MAMAMOO：MY CON THE MOVIE,韓國,2023-08-25
25642,IU CONCERT: THE GOLDEN HOUR,韓國,2023-09-28
25407,千萬別開門,韓國,2023-09-15
23960,靈魂伴侶,韓國,2023-03-31
26219,30日,韓國,2023-11-14
23796,8釐米：詛咒影帶,韓國,2023-03-10
26381,鬼6怨,韓國,2023-12-15
25736,沒有國家的冠軍,韓國,2023-10-06
25351,ASTRO,韓國,2009-10-23
26026,禍亂：地下秩序,韓國,2023-11-03
25638,附身,韓國,2023-09-28
25024,神鬼海底撈,韓國,2023-07-28
25803,詐騙女王,韓國,2023-10-20
25588,雉岳山怪談,韓國,2023-10-20
25322,保護者,韓國,2023-09-08
23383,首爾怪談,韓國,2022-07-08
26260,全羅道少年殺人事件,韓國,2023-12-01
23486,紳探追緝令,韓國,2023-01-06
25494,鬼夢遊,韓國,2023-09-22
26353,水鬼,韓國,2023-12-08
26350,NCT NATION：To The World in Cinemas,韓國,2023-12-06
23549,維特:音樂劇,韓國,2023-03-03
23587,幻影,韓國,2023-02-03
24206,魯蛇大翻身,韓國,2023-04-28
25710,極惡變身,韓國,2023-10-13
24037,熊男,韓國,2023-04-07
23786,超完美狗保姆,韓國,2023-03-10
23856,闇黑對決,韓國,2023-03-17
25829,誆世巨作：蜘蛛窩新宇宙,韓國,2023-10-20
23586,大明星多重宇宙,韓國,2023-01-27
18516,薄荷糖,韓國,2021-05-14
23547,淘氣小企鵝啵樂樂 電影版：巨龍城堡大冒險(國語版),韓國,2023-01-20
7777,原罪犯,韓國,2005-10-14
25425,新進社員：電影版,韓國,2023-10-06
23507,HERO,韓國,2023-01-13
23882,WINNER 2022 CONCERT THE CIRCLE : THE MOVIE,韓國,2023-03-16
25212,絕對味覺情人,韓國,2023-08-25
8031,親切的金子,韓國,2018-06-15
24201,陰影下的她,韓國,2023-05-12
16076,非常母親,韓國,2020-06-12
25148,劇場版 衝鋒戰士：搶救月球大作戰,韓國,2023-08-15
26496,電影版 淘氣小企鵝啵樂樂 超級明星大冒險(國語版),韓國,2023-12-29
8074,我要復仇,韓國,2018-06-15
23508,對我而言，你是珍貴的,韓國,2023-02-03
24639,SUGA: Road to D-DAY,韓國,2023-06-17
19240,緣起不滅,韓國,2021-09-03
25242,花漾奶奶金難搞,韓國,2023-09-29
24640,j-hope IN THE BOX,韓國,2023-06-17
23366,監弒器,韓國,2023-01-06
25268,KANGDANIEL: MY PARADE,韓國,2023-08-30
24542,四層公寓,韓國,2023-07-07
25167,朝聖之路：一路平安,韓國,2023-10-13
25361,闇黑新世界,韓國,2023-09-15
25318,正義辯護人,韓國,2023-09-08
23645,當男人戀愛時,韓國,2023-05-26
24842,在水中,韓國,2023-08-01
24492,蝙蝠：血色情慾 數位修復版,韓國,2023-06-21
24312,開心鬼上身,韓國,2023-05-12
23474,巫師靈不靈！？,韓國,2023-02-24
25592,7號房的禮物,韓國,2023-09-28
25535,狼少年：不朽的愛,韓國,2023-09-22
26212,我們從末日開始,盧森堡,2023-12-08
26127,餓之必要,澳洲,2023-12-22
26208,夢想紅舞鞋,澳大利亞,2023-11-24
23887,雙手的溫柔,摩洛哥,2023-06-16
18110,竊聽風暴,德國,2021-02-26
24552,淨化論,德國,2023-06-21
25631,五月的35日,德國,2023-12-01
23511,拼音戀習曲,德國,2023-01-19
23825,蓋世棋蹟,德國,2023-03-10
25771,我的完美日常,德國,2023-12-24
25284,飛舞人生,德國,2023-09-01
24010,萊茵金,德國,2023-06-02
23489,沒有你的旅程,德國,2023-01-13
20204,陸上行舟,德國,2023-12-10
26389,666號房,德國,2023-12-14
26345,水上迴光,德國,2023-12-12
26362,切格瓦拉滿天下,墨西哥,2023-12-16
25305,愛在滿格時,蒙古,2023-09-22
24951,腹荷,葉門,2023-07-20
24351,收陰機,義大利,2023-05-19
23727,配樂大師顏尼歐,義大利,2023-02-27
18356,郵差,義大利,2021-04-09
24638,回不去的那座山,義大利,2023-07-15
24255,禁忌的畫像：卡拉瓦喬之影,義大利,2023-05-26
25397,在旅途中：方濟各的朝聖之旅,義大利,2023-09-28
24883,屍發現場,義大利,2023-08-11
23487,若愛重來,義大利,2023-03-17
25285,AI時代,義大利,2023-09-08
24927,絕美波麗露,義大利,2023-08-25
25537,男人最壞女人最愛,義大利,2023-09-28
23345,《聽見天堂》4K數位修復版,義大利,2023-01-13
24107,惡靈地堡,義大利,2023-04-21
23946,愛情停損點,義大利,2023-06-09
23565,開羅謀殺案,瑞典,2023-01-07
25827,萬聖劫,瑞典,2023-10-27
26481,巫術,瑞典,2023-12-22
24729,尋愛小說家：海史密斯,瑞士,2023-08-25
15271,熱帶雨,新加坡,2020-01-31
24786,芽籠,新加坡,2023-09-22
23721,巫母,愛爾蘭,2023-02-24
23888,夏日悄悄話,愛爾蘭,2023-03-31
23516,束縛,奧地利,2023-02-10
25163,愛爾瑪的情與慾,奧地利,2023-09-15
24417,厲嬰魂,越南,2023-05-26
24074,涅槃咒,越南,2023-04-14
25862,折翼姊妹,菲律賓,2023-11-03
25360,智利，我的理想國,智利,2023-11-24
24551,惡靈魔洛剋,荷蘭,2023-06-16
18785,是誰得手林布蘭？,荷蘭,2021-06-18
24105,神鬼聖戰,捷克,2023-05-12
24348,米蘭昆德拉：從玩笑到無謂的盛宴,捷克,2023-06-02
23221,色界,捷克,2023-02-17
26140,富都青年,馬來西亞,2023-12-01
18318,南巫,馬來西亞,2021-04-01
25182,五月雪,馬來西亞,2023-11-11
23605,孩子， 你好嗎 ? 我的名字叫李心潔,馬來西亞,2023-02-25
23640,孩子， 你好嗎 ?  山頂小屋,馬來西亞,2023-02-25
24061,血忌,馬來西亞,2023-04-14
25414,虎紋少女,馬來西亞,2023-10-27
23604,孩子， 你好嗎 ? 鴕鳥騎士,馬來西亞,2023-03-31
23630,孩子， 你好嗎 ? 我是誰?,馬來西亞,2023-04-01
25359,尋父冒險記,烏克蘭,2023-11-10
25990,戰場日記,烏克蘭,2023-11-05
25630,戰火邊緣的青春,烏克蘭,2023-10-13
24311,邪厄,泰國,2023-05-12
3142,鬼打牆,泰國,2016-09-09
26441,送葬人,泰國,2023-12-22
24733,幽魂娜娜：重生,泰國,2023-06-30
24915,My Precious初戀,泰國,2023-07-14
26126,日暮生死戀,泰國,2023-11-10
24833,鬼偶,泰國,2023-09-15
26022,凱蒂超殺女,泰國,2023-11-03
23576,天生一對2 大電影：再續前緣,泰國,2023-03-10
26501,情牽浮生戲,泰國,2023-12-29
24309,Anne的多重恐懼,泰國,2023-05-12
25777,初戀你我他,泰國,2023-12-26
24384,阿諾是個模範生,泰國,2023-06-09
24350,為你鍾琴,挪威,2023-06-09
24840,我恨我自己,挪威,2023-07-07
26471,金手指,香港,2023-12-29
24981,掃毒3：人在天涯,香港,2023-07-28
23440,天龍八部之喬峰傳,香港,2023-01-17
23688,風再起時,香港,2023-02-21
26033,年少日記,香港,2023-12-08
24730,別叫我”賭神”,香港,2023-06-21
23702,斷網,香港,2023-03-08
23635,毒舌大狀,香港,2023-02-17
24731,命案,香港,2023-06-26
26077,困獸,香港,2023-11-03
23964,燈火闌珊,香港,2023-04-14
25150,暗殺風暴,香港,2023-08-25
23927,白日青春,香港,2023-03-31
26234,白日之下,香港,2023-11-17
23965,窄路微塵,香港,2023-04-28
23623,屍房菜,香港,2023-04-06
23873,流水落花,香港,2023-03-17
24595,死屍死時四十四,香港,2023-07-07
23385,緣路山旮旯,香港,2023-01-06
26510,潛行,香港,2023-12-30
23679,十三門徒,香港,2023-04-07
23439,投奔怒海,香港,2023-03-03
25984,釀魂,香港,2023-10-27
26034,4拍4家族,香港,2023-11-03
26397,夜校,香港,2023-12-15
24916,失衡凶間之罪與殺,香港,2023-09-01
24106,絕地營救,英國,2023-04-21
25045,鬼手鬼手 請開口,英國,2023-08-11
23548,日麗,英國,2023-01-25
16474,俘虜,英國,2020-12-15
23665,小熊維尼：血與蜜,英國,2023-03-03
25102,喵的詐騙集團(英文版),英國,2023-08-22
16906,教會,英國,1986-12-20
17878,惡水真相,英國,2021-05-07
16101,烈火情人,英國,1993-04-03
24703,舞力對決 : 地表撐霸,英國,2023-06-26
17916,愛是您·愛是我,英國,2020-12-24
24717,小提琴天后慕特：愛樂一生,英國,2023-06-30
24111,COLDPLAY: LIVE AT RIVER PLATE,英國,2023-04-19
15757,亨利五世（莎翁經典劇集）,英國,2020-04-01
20445,直到世界末日,英國,2023-07-16
15653,馴悍記（莎翁經典劇集）,英國,2020-04-08
24716,馬克白（莎翁經典劇集）,英國,2023-08-03
25637,達利:慾望之謎,英國,2023-10-13
23207,傲慢與偏見（音樂劇）,英國,2023-04-22
23699,色局追兇,英國,2023-05-26
25080,無事生非（莎翁經典劇集）,英國,2023-08-22
25773,少年Pi的奇幻漂流（英國國家劇院現場）,英國,2023-10-13
23885,杏仁與海馬,英國,2023-03-24
26265,直線偏執狂（英國國家劇院現場）,英國,2023-11-30
24062,危險療程,英國,2023-04-28
25046,卓別林與他的情人,英國,2023-07-28
26277,海鷗 （英國國家劇院現場）,英國,2023-11-30
24940,長路將盡,英國,2023-07-21
24090,烈火亞當,英國,2023-04-21
25188,無情荒地有琴天,英國,2023-08-25
25894,塵埃之書：野美人號（英國國家劇院現場）,英國,2023-10-25
25893,戴珍珠耳環的少女,英國,2023-11-24
26216,舞動人生,英國,2023-11-17
26148,藍色的你,英國,2023-12-29
24734,慾望之翼,英國,2023-12-26
26361,奇愛博士,美國,2023-12-10
24868,不可能的任務：致命清算 第一章,美國,2023-07-06
24337,玩命關頭 X,美國,2023-05-15
23924,超級瑪利歐兄弟電影版,美國,2023-04-05
23894,捍衛任務4,美國,2023-03-22
24917,奧本海默,美國,2023-07-21
24938,Barbie芭比,美國,2023-07-20
24532,變形金剛：萬獸崛起,美國,2023-06-07
24128,星際異攻隊3 ,美國,2023-05-03
24540,閃電俠,美國,2023-06-14
26399,水行俠 失落王國 ,美國,2023-12-20
23646,蟻人與黃蜂女 : 量子狂熱,美國,2023-02-16
25027,巨齒鯊2: 海溝深淵,美國,2023-08-02
24499,蜘蛛人：穿越新宇宙,美國,2023-06-21
24784,元素方城市(英文版),美國,2023-06-30
23736,龍與地下城：盜賊榮耀,美國,2023-03-29
26066,驚奇隊長 2 ,美國,2023-11-08
26269,旺卡(英文版),美國,2023-12-05
26218,飢餓遊戲：鳴鳥與游蛇之歌,美國,2023-11-17
25279,私刑教育3,美國,2023-08-31
24998,GT：跨界玩家,美國,2023-08-03
25278,鬼修女II,美國,2023-09-07
5887,小美人魚(數位2D版),美國,2023-05-24
24787,印第安納瓊斯：命運輪盤 ,美國,2023-06-29
25460,汪汪隊立大功：超級大電影（國語版）,美國,2023-09-29
23393,窒友梅根,美國,2023-01-13
26210,拿破崙 ,美國,2023-11-24
23564,玩命特攻：武演行動,美國,2023-01-19
25524,A.I.創世者,美國,2023-09-29
25090,藍甲蟲,美國,2023-08-17
23772,沙贊！眾神之怒,美國,2023-03-16
26090,泰勒絲 | 年代巡迴演唱會電影,美國,2023-11-03
23590,迫降危機,美國,2023-01-25
25428,浴血任務4,美國,2023-09-22
25408,威尼斯魅影謀殺案,美國,2023-09-15
25536,奪魂鋸X,美國,2023-09-28
24857,陰兒房：鬼門陰深處,美國,2023-07-13
25816,花月殺手,美國,2023-10-20
26318,星願(英文版),美國,2023-12-26
616,怪物,美國,2023-07-07
24064,鬼玩人：復活 ,美國,2023-04-20
25709,大法師:信徒,美國,2023-10-06
23647,蟻人與黃蜂女 : 量子狂熱,美國,2023-02-15
25892,佛萊迪餐館之五夜驚魂,美國,2023-10-27
25060,幽靈公館,美國,2023-08-10
24097,梵蒂岡驅魔士,美國,2023-04-28
23399,超難搞先生,美國,2023-01-23
23889,AIR,美國,2023-04-05
23614,我的鯨魚老爸,美國,2023-02-02
24286,正宗巨齒鯊,美國,2023-05-12
25186,爆復,美國,2023-08-25
25429,自由之聲,美國,2023-09-19
25933,超危險保鑣,美國,2023-10-27
24866,珍愛硬起來,美國,2023-07-28
23517,巴比倫,美國,2023-01-20
23641,鐵達尼號 25周年重映版,美國,2023-02-10
24414,坎達哈行動,美國,2023-05-26
23855,65：恐怖行星,美國,2023-03-31
24416,鬼出櫃,美國,2023-06-02
25061,忍者龜：變種大亂鬥,美國,2023-08-04
25044,之前的我們,美國,2023-07-28
16636,全面啟動10周年紀念版,美國,2020-08-12
23959,吸血鬼特助：雷菲爾,美國,2023-04-14
16091,黑暗騎士,美國,2008-07-16
23629,人肉搜索2：失蹤搜救,美國,2023-02-24
26241,魔髮精靈：樂團在一起 (國語版),美國,2023-12-08
23794,驚聲尖叫 6,美國,2023-03-10
23705,金牌拳手III ,美國,2023-03-03
24782,變身少女露比,美國,2023-06-30
26278,無聲夜,美國,2023-12-01
24493,小行星城,美國,2023-06-23
26075,恐怖感恩劫,美國,2023-11-17
25493,笨錢效應 ,美國,2023-10-20
24597,復仇狗聯盟,美國,2023-08-18
23588,敲敲門,美國,2023-02-03
23400,TÁR 塔爾,美國,2023-02-25
26513,法拉利,美國,2023-12-22
23426,劫婚大作戰,美國,2023-01-06
24496,催眠狙擊,美國,2023-06-02
22649,伊尼舍林的女妖,美國,2023-01-27
26229,下一球，勝利,美國,2023-11-24
26305,夢行者保羅,美國,2023-12-04
23613,熊蓋毒,美國,2023-03-17
24189,限時追捕,美國,2023-04-28
25800,親愛的大衛,美國,2023-10-13
24467,一個人的朝聖,美國,2023-08-04
23711,殺手迴戰,美國,2023-02-24
26450,RENAISSANCE: A FILM BY BEYONCÉ,美國,2023-12-21
24870,電梯遊戲,美國,2023-07-14
23536,法貝爾曼,美國,2023-02-24
24970,鬼郵輪：瑪麗皇后號,美國,2023-07-21
25393,偉大的十四世：達賴喇嘛,美國,2023-09-22
24046,寶可噩夢,美國,2023-04-21
25141,喜幹會,美國,2023-08-18
23651,鬼臥床,美國,2022-07-29
25211,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE ,美國,2023-09-28
26192,五月的你，十二月的她,美國,2023-11-24
22709,愛．子,美國,2023-01-13
24637,義美超級爸,美國,2023-06-16
25985,新核能時代,美國,2023-10-27
26267,沼澤王的女兒,美國,2023-10-27
25349,印咒：畢舍遮,美國,2023-09-22
24252,追殺代理人,美國,2023-05-05
25340,地獄來的乘客,美國,2023-09-15
26339,贖罪日之戰,美國,2023-12-22
23284,瑪琳艾索普：首席女指揮,美國,2022-12-16
23771,屍蹤天使,美國,2023-03-10
23752,火線埋伏,美國,2023-03-03
24259,上流謀殺案,美國,2023-05-05
23687,所有的美麗與血淚,美國,2023-02-24
26038,劊樂時光,美國,2023-11-10
23861,致蕾絲莉,美國,2023-03-17
23661,俠探特攻：驚爆獨立日,美國,2023-03-10
22678,光影帝國,美國,2023-03-03
23947,深夜加油站遇見蘇格拉底,美國,2023-06-09
9159,坂本龍一:async紐約現場,美國,2018-07-13
24034,穆荷蘭大道 4K數位修復版,美國,2023-04-14
25321,限時引爆,美國,2023-08-21
25178,奪魂鋸,美國,2023-09-01
24662,大愚樂家,美國,2023-06-16
