tw_id,tw_title,tw_first_release_date
20727,如果30歲還是處男，似乎就能成為魔法師【前篇】,2022-06-11
20823,隔壁的山田君 (日文版),2022-07-08
23262,鬼壓床了沒,2022-12-23
21780,在我和天空之間,2022-07-15
22423,青凪大學體育會航空部劇場版,2022-10-14
20824,臥底型警FINAL,2022-04-22
18704,相撲道,2022-03-25
20609,我的夏日大戀習,2022-06-10
22881,通往異世界的便利店,2022-11-25
21994,美國女孩的日本日記,2022-08-26
23416,心情直播不NG,2022-12-28
19908,說不出口的愛,2022-01-21
21381,神隱少年狼,2022-07-08
20533,夢境診斷與恐怖體驗,2022-03-19
23222,有頂天大飯店,2009-01-16
6711,東京物語,2016-11-12
20675,晚春,2022-03-05
23186,戀上笨拙的你,2022-11-25
23218,愛情在車上,2022-12-09
20707,國士無雙,2022-04-16
22738,天堂髮廊,2022-10-21
23193,無法無天,2022-12-10
20729,漂浪人生,2022-03-19
18749,《爆裂戰警》,2021-12-03
3401,河北臺北+講話沒有在聽,2016-11-11
19269,月老,2021-11-24
20646,咒,2022-03-18
18190,聽見歌 再唱,2021-04-16
20477,我吃了那男孩一整年的早餐,2022-01-28
12489,五月天 人生無限公司,2019-05-24
22531,流麻溝十五號,2022-10-28
19183,瀑布,2021-10-29
20670,少年吔,2022-03-18
21822,民雄鬼屋,2022-07-29
20725,頭七,2022-04-01
23355,想見你,2022-12-30
20175,素還真,2022-01-28
19357,美國女孩,2021-12-03
22671,罪後真相,2022-10-28
20312,噩兆,2021-12-24
22659,你在我心上,2022-10-21
21785,哈勇家,2022-08-12
20921,少年吔，安啦！,1992-07-03
19729,一杯熱奶茶的等待,2021-12-24
22082,科學少女,2022-09-16
20354,初戀慢半拍,2022-08-24
19630,再說一次我願意,2022-01-19
15629,男人與他的海,2021-04-01
20817,我心我行,2022-11-11
21165,神人之家,2022-11-25
22268,童話·世界,2022-10-13
21119,一家子兒咕咕叫,2022-11-18
19319,青春弒戀,2021-11-19
19608,該死的阿修羅,2022-03-02
19065,魔法阿媽 4K數位修復版,2021-11-26
19662,售命,2022-04-29
10375,一家之主,2020-10-07
22660,小藍,2022-11-04
19402,鱷魚,2021-10-08
20005,尋找神話之鳥,2021-12-17
21915,他還年輕,2022-09-02
21233,台灣男子葉石濤,2022-06-17
20711,女優 摔吧！,2022-11-25
20531,野夏天,2022-03-25
20176,諸葛四郎─英雄的英雄,2021-11-12
14496,不想一個人,2021-12-24
17116,嗨！神獸,2022-02-01
20052,有你相伴的旅程,2021-12-10
17799,愛別離苦,2022-02-18
20643,青春換日線,2022-03-11
19064,廢棄之城,2021-10-29
18755,老鷹之手,2021-10-29
20521,藏匿處,2022-09-08
21174,孫行者傳,2022-08-25
19400,回眸,2021-10-22
22108,大俠胡金銓 第一部曲—先知曾經來過,2022-10-21
21825,舞徑,2022-07-27
19320,沒有人該成為孤島,2022-01-07
20203,妖果小學─水果奶奶的大秘密,2022-01-21
14720,期末考,2021-08-20
22084,大俠胡金銓 第二部曲—斷腸人在天涯,2022-10-28
20051,兜兜風,2022-09-16
18424,徘徊年代,2021-10-15
16508,逆者,2020-08-07
19957,高山上的熱氣球,2021-12-22
20805,再會啦  白宮,2022-05-20
21080,教練,2022-05-27
18306,詭祭,2021-12-03
19987,願未央,2022-03-18
19122,影子背後,2021-09-17
20920,給阿媽的一封信,2022-05-20
21179,費爾的旅程,2022-05-27
17831,削瘦的靈魂,2021-03-19
20053,我記得,2021-12-24
17487,修行,2022-01-14
18796,文林銀行,2021-11-12
22372,臥虎藏龍,2000-07-07
22011,孫行者傳(國語版),2022-10-14
21748,KULO,2022-07-08
21200,夏日天空的那匹紅馬,2022-12-23
21239,還孩子做自己,2022-05-27
21921,我永遠永遠永遠愛你,2022-08-05
18531,綠色牢籠,2021-05-14
22327,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022-09-16
20922,有時 Mama，有時 Mimi,2022-04-15
23139,一起一起,2022-12-16
22475,稻浪上的夢想家,2022-11-20
21731,聖石傳說,2000-01-22
19624,17歲的天空 4K數位修復版,2021-10-02
21690,家家,2022-06-30
22908,全明星星光音樂會,2022-10-29
22673,無邊,2023-01-06
22710,失序正義,2022-11-25
22448,不老騎士-歐兜邁環台日記,2012-10-12
21171,勸世三姊妹：大銀幕特別版,2022-05-14
20375,格瑞特真相,2022-05-13
23394,黑的教育,2023-03-10
20867,幻日手記 ,2022-10-21
21087,北將七,2022-07-16
21949,如霧起時,2011-04-09
1585,奼紫嫣紅開遍,2015-12-18
20674,如夢,2011-04-15
21943,如歌的行板,2022-11-05
21914,兩地,2011-04-09
1394,西部來的人,2022-03-20
1593,1918,2015-12-18
22080,化城再來人,2011-04-09
20262,寶島大夢,2022-03-20
21887,朝向一首詩的完成,2011-04-09
21932,尋找背海的人,2011-04-09
20853,獨自寂寞+少年阿堯+午後+看海,2022-04-23
22179,逍遙遊,2011-04-06
21908,無岸之河,2015-12-18
1586,讀中文系的人,2015-12-18
18618,破輪胎,2022-03-20
1626,東西,2015-12-18
22759,我這樣過了一生,2022-10-22
5511,香蕉天堂,2022-10-23
502,風中家族,2015-07-24
1608,我城,2015-12-18
22215,紅柿子,2022-10-22
20270,送報伕/不屈的魂靈—楊逵,2022-03-11
20263,台灣新文學之父—賴和/安安靜靜林雙不,2022-03-11
20319,第一爐香,2022-01-14
20054,藍宇,2021-12-10
20986,你好，李煥英,2022-05-06
21616,于堇：蘭心大劇院,2022-07-22
22630,野馬分鬃,2022-10-14
20396,奪冠,2022-04-22
20747,如果有一天我將會離開你,2022-03-25
22926,四海,2022-12-02
20154,郊區的鳥,2021-12-25
22791,溫暖的抱抱,2022-10-29
23190,這個殺手不太冷靜,2022-12-09
21423,李茂扮太子,2022-07-22
16189,不丹是教室,2020-07-10
11237,大象席地而坐,2019-01-11
6215,少年,2017-07-28
22707,仇恨謎林,2023-02-10
13290,寄生上流,2019-06-28
24516,犯罪都市3,2023-06-02
25092,水泥烏托邦：末日浩劫,2023-08-10
23589,BTS: YET TO COME IN CINEMAS,2023-02-01
26037,鬼車站,2023-11-03
24714,貴公子,2023-06-21
25160,逃出寧靜海,2023-08-18
26045,My SHINee World,2023-11-10
23615,火線交涉,2023-02-03
26405,12.12：首爾之春,2023-12-15
25311,贖命救援,2023-09-01
25179,MAMAMOO：MY CON THE MOVIE,2023-08-25
25642,IU CONCERT: THE GOLDEN HOUR,2023-09-28
25407,千萬別開門,2023-09-15
23960,靈魂伴侶,2023-03-31
26219,30日,2023-11-14
23796,8釐米：詛咒影帶,2023-03-10
26381,鬼6怨,2023-12-15
25736,沒有國家的冠軍,2023-10-06
25351,ASTRO,2009-10-23
26026,禍亂：地下秩序,2023-11-03
25638,附身,2023-09-28
25024,神鬼海底撈,2023-07-28
25803,詐騙女王,2023-10-20
25588,雉岳山怪談,2023-10-20
25322,保護者,2023-09-08
23383,首爾怪談,2022-07-08
26260,全羅道少年殺人事件,2023-12-01
23486,紳探追緝令,2023-01-06
25494,鬼夢遊,2023-09-22
26353,水鬼,2023-12-08
26350,NCT NATION：To The World in Cinemas,2023-12-06
23549,維特:音樂劇,2023-03-03
23587,幻影,2023-02-03
24206,魯蛇大翻身,2023-04-28
25710,極惡變身,2023-10-13
24037,熊男,2023-04-07
23786,超完美狗保姆,2023-03-10
23856,闇黑對決,2023-03-17
25829,誆世巨作：蜘蛛窩新宇宙,2023-10-20
23586,大明星多重宇宙,2023-01-27
18516,薄荷糖,2021-05-14
23547,淘氣小企鵝啵樂樂 電影版：巨龍城堡大冒險(國語版),2023-01-20
7777,原罪犯,2005-10-14
25425,新進社員：電影版,2023-10-06
23507,HERO,2023-01-13
23882,WINNER 2022 CONCERT THE CIRCLE : THE MOVIE,2023-03-16
25212,絕對味覺情人,2023-08-25
8031,親切的金子,2018-06-15
24201,陰影下的她,2023-05-12
16076,非常母親,2020-06-12
25148,劇場版 衝鋒戰士：搶救月球大作戰,2023-08-15
26496,電影版 淘氣小企鵝啵樂樂 超級明星大冒險(國語版),2023-12-29
8074,我要復仇,2018-06-15
23508,對我而言，你是珍貴的,2023-02-03
24639,SUGA: Road to D-DAY,2023-06-17
19240,緣起不滅,2021-09-03
25242,花漾奶奶金難搞,2023-09-29
24640,j-hope IN THE BOX,2023-06-17
23366,監弒器,2023-01-06
25268,KANGDANIEL: MY PARADE,2023-08-30
24542,四層公寓,2023-07-07
25167,朝聖之路：一路平安,2023-10-13
25361,闇黑新世界,2023-09-15
25318,正義辯護人,2023-09-08
23645,當男人戀愛時,2023-05-26
24842,在水中,2023-08-01
24492,蝙蝠：血色情慾 數位修復版,2023-06-21
24312,開心鬼上身,2023-05-12
23474,巫師靈不靈！？,2023-02-24
25592,7號房的禮物,2023-09-28
25535,狼少年：不朽的愛,2023-09-22
26212,我們從末日開始,2023-12-08
26127,餓之必要,2023-12-22
26208,夢想紅舞鞋,2023-11-24
23887,雙手的溫柔,2023-06-16
18110,竊聽風暴,2021-02-26
24552,淨化論,2023-06-21
25631,五月的35日,2023-12-01
23511,拼音戀習曲,2023-01-19
23825,蓋世棋蹟,2023-03-10
25771,我的完美日常,2023-12-24
25284,飛舞人生,2023-09-01
24010,萊茵金,2023-06-02
23489,沒有你的旅程,2023-01-13
20204,陸上行舟,2023-12-10
26389,666號房,2023-12-14
26345,水上迴光,2023-12-12
26362,切格瓦拉滿天下,2023-12-16
25305,愛在滿格時,2023-09-22
24951,腹荷,2023-07-20
24351,收陰機,2023-05-19
23727,配樂大師顏尼歐,2023-02-27
18356,郵差,2021-04-09
24638,回不去的那座山,2023-07-15
24255,禁忌的畫像：卡拉瓦喬之影,2023-05-26
25397,在旅途中：方濟各的朝聖之旅,2023-09-28
24883,屍發現場,2023-08-11
23487,若愛重來,2023-03-17
25285,AI時代,2023-09-08
24927,絕美波麗露,2023-08-25
25537,男人最壞女人最愛,2023-09-28
23345,《聽見天堂》4K數位修復版,2023-01-13
24107,惡靈地堡,2023-04-21
23946,愛情停損點,2023-06-09
23565,開羅謀殺案,2023-01-07
25827,萬聖劫,2023-10-27
26481,巫術,2023-12-22
24729,尋愛小說家：海史密斯,2023-08-25
15271,熱帶雨,2020-01-31
24786,芽籠,2023-09-22
23721,巫母,2023-02-24
23888,夏日悄悄話,2023-03-31
23516,束縛,2023-02-10
25163,愛爾瑪的情與慾,2023-09-15
24417,厲嬰魂,2023-05-26
24074,涅槃咒,2023-04-14
25862,折翼姊妹,2023-11-03
25360,智利，我的理想國,2023-11-24
24551,惡靈魔洛剋,2023-06-16
18785,是誰得手林布蘭？,2021-06-18
24105,神鬼聖戰,2023-05-12
24348,米蘭昆德拉：從玩笑到無謂的盛宴,2023-06-02
23221,色界,2023-02-17
26140,富都青年,2023-12-01
18318,南巫,2021-04-01
25182,五月雪,2023-11-11
23605,孩子， 你好嗎 ? 我的名字叫李心潔,2023-02-25
23640,孩子， 你好嗎 ?  山頂小屋,2023-02-25
24061,血忌,2023-04-14
25414,虎紋少女,2023-10-27
23604,孩子， 你好嗎 ? 鴕鳥騎士,2023-03-31
23630,孩子， 你好嗎 ? 我是誰?,2023-04-01
25359,尋父冒險記,2023-11-10
25990,戰場日記,2023-11-05
25630,戰火邊緣的青春,2023-10-13
24311,邪厄,2023-05-12
3142,鬼打牆,2016-09-09
26441,送葬人,2023-12-22
24733,幽魂娜娜：重生,2023-06-30
24915,My Precious初戀,2023-07-14
26126,日暮生死戀,2023-11-10
24833,鬼偶,2023-09-15
26022,凱蒂超殺女,2023-11-03
23576,天生一對2 大電影：再續前緣,2023-03-10
26501,情牽浮生戲,2023-12-29
24309,Anne的多重恐懼,2023-05-12
25777,初戀你我他,2023-12-26
24384,阿諾是個模範生,2023-06-09
24350,為你鍾琴,2023-06-09
24840,我恨我自己,2023-07-07
26471,金手指,2023-12-29
24981,掃毒3：人在天涯,2023-07-28
23440,天龍八部之喬峰傳,2023-01-17
23688,風再起時,2023-02-21
26033,年少日記,2023-12-08
24730,別叫我”賭神”,2023-06-21
23702,斷網,2023-03-08
23635,毒舌大狀,2023-02-17
24731,命案,2023-06-26
26077,困獸,2023-11-03
23964,燈火闌珊,2023-04-14
25150,暗殺風暴,2023-08-25
23927,白日青春,2023-03-31
26234,白日之下,2023-11-17
23965,窄路微塵,2023-04-28
23623,屍房菜,2023-04-06
23873,流水落花,2023-03-17
24595,死屍死時四十四,2023-07-07
23385,緣路山旮旯,2023-01-06
26510,潛行,2023-12-30
23679,十三門徒,2023-04-07
23439,投奔怒海,2023-03-03
25984,釀魂,2023-10-27
26034,4拍4家族,2023-11-03
26397,夜校,2023-12-15
24916,失衡凶間之罪與殺,2023-09-01
24106,絕地營救,2023-04-21
25045,鬼手鬼手 請開口,2023-08-11
23548,日麗,2023-01-25
16474,俘虜,2020-12-15
23665,小熊維尼：血與蜜,2023-03-03
25102,喵的詐騙集團(英文版),2023-08-22
16906,教會,1986-12-20
17878,惡水真相,2021-05-07
16101,烈火情人,1993-04-03
24703,舞力對決 : 地表撐霸,2023-06-26
17916,愛是您·愛是我,2020-12-24
24717,小提琴天后慕特：愛樂一生,2023-06-30
24111,COLDPLAY: LIVE AT RIVER PLATE,2023-04-19
15757,亨利五世（莎翁經典劇集）,2020-04-01
20445,直到世界末日,2023-07-16
15653,馴悍記（莎翁經典劇集）,2020-04-08
24716,馬克白（莎翁經典劇集）,2023-08-03
25637,達利:慾望之謎,2023-10-13
23207,傲慢與偏見（音樂劇）,2023-04-22
23699,色局追兇,2023-05-26
25080,無事生非（莎翁經典劇集）,2023-08-22
25773,少年Pi的奇幻漂流（英國國家劇院現場）,2023-10-13
23885,杏仁與海馬,2023-03-24
26265,直線偏執狂（英國國家劇院現場）,2023-11-30
24062,危險療程,2023-04-28
25046,卓別林與他的情人,2023-07-28
26277,海鷗 （英國國家劇院現場）,2023-11-30
24940,長路將盡,2023-07-21
24090,烈火亞當,2023-04-21
25188,無情荒地有琴天,2023-08-25
25894,塵埃之書：野美人號（英國國家劇院現場）,2023-10-25
25893,戴珍珠耳環的少女,2023-11-24
26216,舞動人生,2023-11-17
26148,藍色的你,2023-12-29
24734,慾望之翼,2023-12-26
26361,奇愛博士,2023-12-10
24868,不可能的任務：致命清算 第一章,2023-07-06
24337,玩命關頭 X,2023-05-15
23924,超級瑪利歐兄弟電影版,2023-04-05
23894,捍衛任務4,2023-03-22
24917,奧本海默,2023-07-21
24938,Barbie芭比,2023-07-20
24532,變形金剛：萬獸崛起,2023-06-07
24128,星際異攻隊3 ,2023-05-03
24540,閃電俠,2023-06-14
26399,水行俠 失落王國 ,2023-12-20
23646,蟻人與黃蜂女 : 量子狂熱,2023-02-16
25027,巨齒鯊2: 海溝深淵,2023-08-02
24499,蜘蛛人：穿越新宇宙,2023-06-21
24784,元素方城市(英文版),2023-06-30
23736,龍與地下城：盜賊榮耀,2023-03-29
26066,驚奇隊長 2 ,2023-11-08
26269,旺卡(英文版),2023-12-05
26218,飢餓遊戲：鳴鳥與游蛇之歌,2023-11-17
25279,私刑教育3,2023-08-31
24998,GT：跨界玩家,2023-08-03
25278,鬼修女II,2023-09-07
5887,小美人魚(數位2D版),2023-05-24
24787,印第安納瓊斯：命運輪盤 ,2023-06-29
25460,汪汪隊立大功：超級大電影（國語版）,2023-09-29
23393,窒友梅根,2023-01-13
26210,拿破崙 ,2023-11-24
23564,玩命特攻：武演行動,2023-01-19
25524,A.I.創世者,2023-09-29
25090,藍甲蟲,2023-08-17
23772,沙贊！眾神之怒,2023-03-16
26090,泰勒絲 | 年代巡迴演唱會電影,2023-11-03
23590,迫降危機,2023-01-25
25428,浴血任務4,2023-09-22
25408,威尼斯魅影謀殺案,2023-09-15
25536,奪魂鋸X,2023-09-28
24857,陰兒房：鬼門陰深處,2023-07-13
25816,花月殺手,2023-10-20
26318,星願(英文版),2023-12-26
616,怪物,2023-07-07
24064,鬼玩人：復活 ,2023-04-20
25709,大法師:信徒,2023-10-06
23647,蟻人與黃蜂女 : 量子狂熱,2023-02-15
25892,佛萊迪餐館之五夜驚魂,2023-10-27
25060,幽靈公館,2023-08-10
24097,梵蒂岡驅魔士,2023-04-28
23399,超難搞先生,2023-01-23
23889,AIR,2023-04-05
23614,我的鯨魚老爸,2023-02-02
24286,正宗巨齒鯊,2023-05-12
25186,爆復,2023-08-25
25429,自由之聲,2023-09-19
25933,超危險保鑣,2023-10-27
24866,珍愛硬起來,2023-07-28
23517,巴比倫,2023-01-20
23641,鐵達尼號 25周年重映版,2023-02-10
24414,坎達哈行動,2023-05-26
23855,65：恐怖行星,2023-03-31
24416,鬼出櫃,2023-06-02
25061,忍者龜：變種大亂鬥,2023-08-04
25044,之前的我們,2023-07-28
16636,全面啟動10周年紀念版,2020-08-12
23959,吸血鬼特助：雷菲爾,2023-04-14
16091,黑暗騎士,2008-07-16
23629,人肉搜索2：失蹤搜救,2023-02-24
26241,魔髮精靈：樂團在一起 (國語版),2023-12-08
23794,驚聲尖叫 6,2023-03-10
23705,金牌拳手III ,2023-03-03
24782,變身少女露比,2023-06-30
26278,無聲夜,2023-12-01
24493,小行星城,2023-06-23
26075,恐怖感恩劫,2023-11-17
25493,笨錢效應 ,2023-10-20
24597,復仇狗聯盟,2023-08-18
23588,敲敲門,2023-02-03
23400,TÁR 塔爾,2023-02-25
26513,法拉利,2023-12-22
23426,劫婚大作戰,2023-01-06
24496,催眠狙擊,2023-06-02
22649,伊尼舍林的女妖,2023-01-27
26229,下一球，勝利,2023-11-24
26305,夢行者保羅,2023-12-04
23613,熊蓋毒,2023-03-17
24189,限時追捕,2023-04-28
25800,親愛的大衛,2023-10-13
24467,一個人的朝聖,2023-08-04
23711,殺手迴戰,2023-02-24
26450,RENAISSANCE: A FILM BY BEYONCÉ,2023-12-21
24870,電梯遊戲,2023-07-14
23536,法貝爾曼,2023-02-24
24970,鬼郵輪：瑪麗皇后號,2023-07-21
25393,偉大的十四世：達賴喇嘛,2023-09-22
24046,寶可噩夢,2023-04-21
25141,喜幹會,2023-08-18
23651,鬼臥床,2022-07-29
25211,劇場版 PSYCHO-PASS 心靈判官 PROVIDENCE ,2023-09-28
26192,五月的你，十二月的她,2023-11-24
22709,愛．子,2023-01-13
24637,義美超級爸,2023-06-16
25985,新核能時代,2023-10-27
26267,沼澤王的女兒,2023-10-27
25349,印咒：畢舍遮,2023-09-22
24252,追殺代理人,2023-05-05
25340,地獄來的乘客,2023-09-15
26339,贖罪日之戰,2023-12-22
23284,瑪琳艾索普：首席女指揮,2022-12-16
23771,屍蹤天使,2023-03-10
23752,火線埋伏,2023-03-03
24259,上流謀殺案,2023-05-05
23687,所有的美麗與血淚,2023-02-24
26038,劊樂時光,2023-11-10
23861,致蕾絲莉,2023-03-17
23661,俠探特攻：驚爆獨立日,2023-03-10
22678,光影帝國,2023-03-03
23947,深夜加油站遇見蘇格拉底,2023-06-09
9159,坂本龍一:async紐約現場,2018-07-13
24034,穆荷蘭大道 4K數位修復版,2023-04-14
25321,限時引爆,2023-08-21
25178,奪魂鋸,2023-09-01
24662,大愚樂家,2023-06-16
23713,噩夢輓歌 4K數位修復版,2023-03-17
23787,鬼玩人 4K數位修復版,2023-04-07
25772,飢餓遊戲：自由幻夢 終結戰,2023-11-10
23839,《樂隊舞台》——男孩們回來了（音樂劇）,2023-04-18
23234,過去那五年（音樂劇）,2023-04-06
25993,樹懶殺三小,2023-11-03
23437,日出日落：屋頂上的提琴手,2023-01-27
23572,BILLIE EILISH: LIVE AT THE O2 （戲院加長版）,2023-01-27
23415,血仇生死鬥,2023-03-03
26213,闇之祭,2023-12-01
23797,愛瑪（音樂劇）,2023-04-21
25729,飢餓遊戲：星火燎原,2023-10-20
8985,布拉格的春天,2018-06-01
24881,我的左派老師,2023-07-14
25086,與狼共舞,2023-08-04
24841,謎霧莊園,2023-07-07
25801,飢餓遊戲：自由幻夢,2023-10-20
25187,我的藍莓夜,2023-08-18
26324,壁花男孩,2023-12-01
24661,飢餓遊戲,2023-11-03
20138,驚爆點,2023-03-03
25070,冰風暴,2023-08-11
23892,捍衛任務,2014-10-31
24377,非關男孩,2023-05-19
23652,珍愛熱線,2023-02-10
25175,愛情，不用翻譯 ,2023-09-03
24256,燃起希望之火,2023-05-26
25040,雪后奇緣,2023-08-18
24880,喵喵博物館(英文版),2023-08-11
23704,胡桃鉗與魔笛公主的奇幻冒險(英文版),2023-02-24
25344,德古拉的新娘 ,2023-10-06
23838,公主與野獸,2023-03-31
23462,柴可夫斯基的妻子,2023-04-14
18826,革命前夕的摩托車日記,2005-02-25
24253,鷹勇潛艦,2023-05-19
25343,神父李昂莫罕,2023-09-16
24490,馬克斯，我的愛,2023-06-01
26257,人犬,2023-12-29
6210,艾蜜莉的異想世界,2002-03-08
23376,親密,2022-12-30
24073,聖母院大火：世紀浩劫,2023-04-14
25764,杜巴利伯爵夫人,2023-10-20
23859,我的2年妓女生涯,2023-05-19
24284,摘星甜點王,2023-05-19
5183,花神咖啡館,2012-12-21
17412,85年的夏天,2020-12-18
23550,不離職冒險王,2023-02-24
24095,燃燒的玫瑰,2023-05-05
23837,再一次勇敢跳躍,2023-04-07
23712,無人相信的真相,2023-03-11
25828,進化症候群,2023-12-01
7310,不思議女人,2017-11-24
24117,豪門心計,2023-06-02
23933,追兇12夜,2023-03-25
25413,榮耀之路,2023-09-21
15218,星星知我心,2020-01-10
24522,烈火浩劫,2023-06-02
25461,塞納河上的船屋,2023-10-06
23827,爛人,2023-06-02
23420,玩具當家,2023-03-01
25042,我和喵喵的冒險旅行  ,2023-08-18
23945,聖奧梅爾殺嬰案,2023-06-09
23872,小淘氣尼古拉：快樂的源頭,2023-03-24
26368,青春 (春),2023-12-15
23666,揮灑心篇章,2023-05-05
25352,交響狂花,2023-10-20
23857,聖蛛,2023-03-17
24063,詭樓,2023-04-21
23546,販愛天堂,2023-03-24
23660,盲柳與沉睡的女人,2023-02-24
26247,像高達一樣寂寞,2023-12-15
24573,她和他的女兒,2023-07-21
25423,冬日男孩,2023-09-22
23792,唐璜羅曼死,2023-03-27
23493,回到首爾,2023-02-24
26382,愛情轉移,2023-12-29
22715,愛在生命終結時,2023-02-03
25983,琳達想吃雞!(中文版),2023-11-10
25323,野獸們,2023-10-27
25745,小嫉妒,2023-11-03
25118,勇闖太空,2023-08-09
23904,正年輕,2023-04-14
23785,尋找第5味,2023-03-10
26266,茱莉亞四重奏,2023-11-10
24313,安妮艾諾 超八時光,2023-06-02
23392,地下疑雲,2023-01-06
23932,五個惡魔,2023-08-04
24072,玫瑰母親,2023-04-21
23285,西蒙娜：世紀之聲,2023-01-06
24871,我們的最強暑假,2023-07-28
25246,科西嘉的那個夏天 ,2023-09-18
4395,紅圈,2016-05-20
7634,影子軍隊,2023-09-16
25763, 小嫉妒,2023-11-03
7635,沉默之海,2023-09-15
24032,中國女人,2023-12-09
24488,盛開紫羅蘭：西蒙波娃與薇奧麗賴朵絲,2014-07-04
25342,賭徒鮑伯,2023-09-17
19736,廣島之戀,2023-05-29
24485,印度之歌,2023-05-28
24484,莒哈絲最後的情人,2023-05-27
24486,長別離,2023-05-30
26367,也許是因為美的決心,2023-12-10
24483,留愛在蔚藍海岸,2023-05-31
23897,玫瑰母親,2023-04-02
23957,戰爭開打之際,2023-04-01
18751,四百擊,2023-04-16
18814,雙面薇若妮卡 經典數位修復,2024-03-01
18815,紅色情深 經典數位修復,2023-10-14
18848,白色情迷 經典數位修復,2023-10-07
25591,幸福的所在,2023-10-13
23858,駭人骨娃娃,2023-05-26
24498,驅魔13,2023-10-27
25130,24小時賭命倒數,2023-08-25
23754,桃子樹的最後豐收,2023-03-31
26214,轉生幻夢,2023-12-01
16868,高跟鞋 經典數位修復,2020-10-30
26092,與達利有約,2023-12-08
25101,換宿夜驚魂,2023-09-11
26349,荒漠斷背情,2023-12-15
24213,神鬼第六感,2023-05-05
24051,屍智症,2023-04-21
24859,情慾獨角獸,2023-07-14
23560,驚獄77,2023-01-27
23828,幸運狗狗來造訪,2023-07-20
24494,永遠的好麻吉,2023-07-28
26150,屍禁,2023-12-01
24260,鬼噤聲,2023-05-05
24867,神選之地,2023-08-25
23354,片場風暴,2023-01-27
25177,德黑蘭雙面疑雲,2023-09-15
24497,這裡沒有熊,2023-06-03
24515,三張面孔,2023-06-03
24045,萊拉兄弟,2023-05-05
23488,萬惡世代,2023-01-27
23566,長春事件,2023-03-26
24138,烈火焚身,2023-05-19
25168,生命之舞,2023-09-08
23963,絕命控制,2023-04-28
24349,飯捲男孩乖乖睡 ,2023-07-21
23213,演員夢,2023-05-12
24474,沙特與波娃,2023-06-03
26377,童魘,2023-12-08
23352,她和她們的電影課,2023-01-06
24491,御法度,2023-05-30
23742,鈴芽之旅,2023-02-25
24529,名偵探柯南 黑鐵的魚影,2023-07-06
25730,蒼鷺與少年(日文版) ,2023-10-06
23662,「鬼滅之刃」上弦集結，前進刀匠村,2023-02-17
24939,新次元！蠟筆小新電影超能力大決戰～飛吧！手卷壽司～,2023-08-04
24925,電影哆啦A夢：大雄與天空的理想鄉,2023-07-21
23956,鏡之孤城,2023-03-31
24544,BLUE GIANT 藍色巨星,2023-06-02
23537,屁屁偵探 : 天才惡人屁屁亞蒂,2023-01-20
23836,名偵探柯南 灰原哀物語〜黑鐵的神祕列車〜,2023-03-24
16264,阿基拉,2020-06-24
24969,青春豬頭少年不會夢到嬌憐外出妹,2023-08-18
23473,新世紀福音戰士新劇場版：終,2023-02-03
14011,青春豬頭少年不會夢到懷夢美少女,2019-09-27
14811,HELLO WORLD,2019-11-15
26383,青春豬頭少年不會夢到紅書包女孩,2023-12-15
24431,新．假面騎士,2023-05-31
25895,數碼寶貝02 THE BEGINNING,2023-10-24
23783,魔女宅急便(日語版),2023-03-31
23353,巧虎電影　巧虎與塔魯王子,2023-01-13
25400,劇場版IDOLiSH7-偶像星願- LIVE 4bit BEYOND THE PERiOD<DAY2>,2023-09-22
26122,電影版 勿說是推理,2023-11-10
24914,GRIDMAN UNIVERSE,2023-07-14
25350,劇場版IDOLiSH7-偶像星願- LIVE 4bit BEYOND THE PERiOD<DAY1>,2023-09-22
24087,電影版 佐佐木與宮野 畢業篇,2023-04-21
25776,劇場版城市獵人：天使之淚,2023-10-06
24781,惡靈古堡：死亡島,2023-06-29
23638,僕愛君愛：致深愛妳的那個我,2023-02-10
23948,美麗的他電影版,2023-04-01
23637,僕愛君愛：致我深愛的每個妳,2023-02-10
8693,坂本龍一：終章,2018-07-13
18297,令人討厭的松子的一生,2021-03-26
24118,我的幸福婚約,2023-05-12
24575,SEE HEAR LOVE 看不見聽不見也愛你,2023-06-25
25324,劇場版 少女☆歌劇 Revue Starlight,2023-09-08
26242,歡迎來到駒田蒸餾所,2023-12-08
24335,超人力霸王德卡 最終章 朝向旅程的彼方‧‧‧,2023-06-10
17242,感官世界,2020-10-30
23923,王立宇宙軍～歐尼亞米斯之翼～：4K數位修復版,2023-04-23
25398,岸邊露伴在羅浮,2023-09-15
25105,忌怪島,2023-08-11
25341,天元突破劇場版 紅蓮螺巖 螺巖篇,2023-10-20
25304,天元突破劇場版 紅蓮螺巖 紅蓮篇,2023-10-13
24096,電影刀劍亂舞-黎明-,2023-04-21
25815,特別篇 吹響吧！上低音號～合奏團競賽篇～,2023-10-20
25029,電影版TOKYO MER：行動急診室,2023-07-28
23935,月之圓缺,2023-04-21
25934,數碼寶貝02 THE BEGINNING_國語版,2023-10-27
24308,金之國水之國,2023-05-12
23663,愛是自私,2023-04-21
23962,假面騎士劇場版 Battle Royale,2023-04-14
25412,麵包超人電影版：樂波莉與暖呼呼禮物,2023-10-06
24372,快一秒的他,2023-05-20
24317,湯道,2023-05-12
24033,百花,2023-04-07
19242,東京復仇者,2021-09-10
25117,來自雪國的遺書,2023-08-18
