MovieId,Publisher_name,PublisherId
23207,BROADWAY ON DEMAND,94
23839,BROADWAY ON DEMAND,94
23797,BROADWAY ON DEMAND,94
20103,BUSCH MEDIE GROUP GMBH,98
20992,CAPSTONE GLOBAL CORP,100
23284,CARGO FILM,101
5513,CARLOTTA FILMS,102
27770,CASTELAO PICTURES,103
24859,"CASTELAO PICTURES, S.L.U.",104
19205,CASTELAＯ PICTURES,105
22309,CAT,106
25285,CAT&DOCS,107
24474,CBC RADIO-CANADA,108
18745,CENTRAL PARTNERSHIP SALES HOUSE,112
22895,CERCAMON MFZE,113
19627,CHARADES,114
25983,CHARADES,114
18749,CHARADES,114
24341,CHARADES,114
23904,CHARADES,114
23872,CHARADES,114
26320,CHARADES,114
20802,CHARADES,114
21993,CHARADES,114
18053,CHARADES,114
22173,CHARADES,114
21440,CHARADES,114
28476,CHARADES,114
23462,CHARADES,114
29427,CHARADES S.A.S,115
23198,CHARADES SAS,116
29617,CINECITTA S.P. A.,121
26140,CINEMA INUTILE INC.,124
26777,CINEMA MANAGEMENT GROUP,125
18629,CINEMA MANAGEMENT GROUP LLC,126
14880,CJ 4DPLEX,130
29553,CJ 4DPLEX CO. LTD,131
20981,CJ 4DPLEX CO. LTD.,132
23882,CJ CGV CO. LTD.,133
8031,CJ E,134
13290,CJ ENM CO. LTD,135
19243,CJ ENM CO. LTD.,136
19240,CJ ENM CO. LTD.,136
20654,CJ ENM CO. LTD,135
23587,CJ ENM CO. LTD.,136
27030,CJ HK ENTERTAINMENT COMPANY LTD,137
23519,CLASSIC SRL,138
26872,COHEN MEDIA GROUP LLC,142
28047,CONTENTS PANDA,144
29007,CONTENTS PANDA,144
26368,CS PRODUCTION,147
28166,CULTURE ENTERTAINMENT CO,148
23401,CULTURE ENTERTAINMENT CO. LTD.,149
23639,CULTURE ENTERTAINMENT CO. LTD.,149
27523,CULTURE ENTERTAINMENT CO. LTD.,149
20489,CARLOTTA FILMS,102
29605,CASTELAO PICTURES,103
24051,CASTELAO PICTURES,103
22893,CASTELAO PICTURES,103
20124,CELLULOID DREAMS SARL,109
24515,CELLULOID DREAMS SAS,110
26313,CELLULOID DREAMS SAS,110
24497,CELLULOID DREAMS SAS,110
22524,CENTRAL PARTNERHSIP SALES HOUSE LCC,111
21173,CENTRAL PARTNERSHIP SALES HOUSE,112
19136,CENTRAL PARTNERSHIP SALES HOUSE,112
22523,CERCAMON MFZE,113
21356,CHARADES,114
24117,CHARADES,114
23548,CHARADES,114
24066,CHILDREN'S TOWN LIMITED.,117
25148,CHOIROCK CONTENTS COMPANY CO. LTD.,118
18829,CHOIROCK CONTENTS COMPANY CO. LTD.,118
27548,CINECITTÀ S.P.A.,122
27989,CINEMA INUTILE,123
28363,CINEMA INUTILE,123
26750,CINEMA MANAGEMENT GROUP,125
28083,CINEMA MANAGEMENT GROUP LLC,126
21528,CINEMA MANAGEMENT GROUP LLC,126
20729,CINEPHIL,127
18785,CINEPHIL-PHILIPPA KOWARSKY PRODUCTIONS LTD,128
3955,CINÉMATHÈQUE FILMARCHIEF,129
27047,CLOVER FILMS,140
27172,CORNERSTONE FILMS LTD,145
21906,CREATION STORIES LIMITED,146
26751,CYBERAGENT INC.,150
26751,CYGAMES INC.,151
23637,DENTSU PROMOTION PLUS INC.,155
23638,DENTSU PROMOTION PLUS INC.,155
29093,DHARMA PRODUCTIONS,158
23121,DMM.COM LLC,160
28159,DMM.COM LLC,160
25990,DOGWOOF LTD,162
27840,DOGWOOF LTD,162
28778,DOGWOOF LTD,162
28082,DR SALES,163
27109,DR SALES,163
29011,DECKERT DISTRIBUTION GMBH,152
27414,DENTSU ANIME SOLUTIONS INC.,153
28826,DENTSU ANIME SOLUTIONS LNC.,154
28840,DENTSU ANIME SOLUTIONS LNC.,154
27007,DENTSU TEC INC.,156
28761,DEUX DAMES ENTERTAINMENT,157
20674,DISTRIBUTION WORKSHOP (BVI) LIMITED,159
22309,DOCS,161
28108,ELIZABETH PRODUCTIONS LIMITED,164
18268,ELLE DRIVER,165
24045,ELLE DRIVER,165
24063,ELLE DRIVER SAS,166
20873,ELLE DRIVER SAS,166
27873,ELYSIÜM CINÉ,167
18456,EMBANKMENT FILMS LIMITED,168
26339,EMBANKMENT FILMS LIMITED,168
17975,EMBANKMENT FILMS LIMITED,168
27512,EMBANKMENT FILMS LIMITED,168
29065,EPIC PICTURES GROUP INC.,171
26367,EPILEPTIC,173
29086,EST N8 LLC,177
26872,EURIMAGES,178
25631,EYRIE ENTERTAINMENT GMBH,182
20363,ELLE DRIVER,165
24467,EMBANKMENT FILMS LTD.,169
24053,ENJOY TV HOLDING SDN. BHD,170
29573,EPIC RECORDS JAPAN INC.,172
29616,ERGIS FILM PRODUCTIONS,174
21031,ERROR 404 PRODUCTIONS,175
21994,ESSEN.COMMUNICATIONS INC.,176
28404,EUROPACORP,179
20652,EVRIT CONSULTING KFT.,180
20867,EXOCORPUS PRODUCTIONS,181
19601,FGD MOVIE INC.,186
21821,FILM,187
27522,FILM,187
25177,FILM BOUTIQUE SAS,188
21221,FILM CONSTELLATION LTD.,189
24094,FILM CONSTELLATION LTD.,189
26148,FILM CONSTELLATION LTD.,189
24256,FILM CONSTELLATION SAS,190
29064,FILM FACTORY ENTERTAINMENT,191
20596,FILM FACTORY ENTERTAINMENT,191
23560,FILM FACTORY ENTERTAINMENT,191
19857,FILM FACTORY ENTERTAINMENT,191
23122,FILM FACTORY ENTERTAINMENT,191
21352,FILM FACTORY ENTERTAINMENT,191
18826,FILM FOUR LIMITED,193
26872,FILM FUND LUXEMBOURG,194
24951,FILMS BOUTIQUE SAS,197
23887,FILMS BOUTIQUE SAS,197
20962,FILMS BOUTIQUE SAS,197
5183,FILMS DISTRIBUTION,199
27552,FILMS SANS FRONTIERES,200
25242,FINECUT,202
23146,FINECUT CO. LTD,203
27763,FINECUT CO. LTD.,204
9051,FINECUT CO. LTD.,204
24842,FINECUT CO. LTD.,204
29371,FINECUT CO. LTD.,204
28490,FINECUT CO. LTD.,204
26806,FINECUT CO. LTD.,204
28475,FINECUT CO. LTD.,204
20942,FINECUT CO. LTD,203
18516,FINECUT CO. LTD,203
20633,FINECUT CO. LTD.,204
20555,FINECUT CO. LTD.,204
18817,FINECUT CO. LTD.,204
24542,"FINECUT CO., LTD.",205
24201,"FINECUT CO., LTD.",205
