id,gender,name,original_name,known_for_department
225962,2,Giulio Brogi,Giulio Brogi,Acting
3784,2,Michel Piccoli,Michel Piccoli,Acting
571526,1,Fang Ying,Fang Ying,Acting
126830,2,Chin Han,Chin Han,Acting
43917,1,Margaret Tu Chuan,Margaret Tu Chuan,Acting
240188,1,Fanny Fan Lai,范麗,Acting
1582100,1,Ha Yee-Chau,Ha Yee-Chau,Acting
150570,0,Michalis Zeke,Michalis Zeke,Acting
150571,1,Tania Palaiologou,Τάνια Παλαιολόγου,Acting
150572,2,Stratos Tzortzoglou,Στράτος Τζώρτζογλου,Acting
10330,1,Eva Kotamanidou,Εύα Κοταμανίδου,Acting
10331,1,Aliki Georgouli,Αλίκη Γεωργούλη,Acting
147800,2,Dimitris Imellos,Δημήτρης Ήμελλος,Acting
1106956,1,Tamila Koulieva,Ταμίλα Κουλίεβα,Acting
1095435,2,Stathis Stamoulakatos,Στάθης Σταμουλακάτος,Acting
1561875,2,Thanasis Papageorgiou,Θανάσης Παπαγεωργίου,Acting
1488724,0,Giorgos Biniaris,Γιώργος Μπινιάρης,Acting
2560224,1,Milena Smit,Milena Smit,Acting
1313220,2,Israel Elejalde,Israel Elejalde,Acting
37946,1,Aitana Sánchez-Gijón,Aitana Sánchez-Gijón,Acting
25258,1,Rossy de Palma,Rossy de Palma,Acting
560247,1,Miren Ibarguren,Miren Ibarguren,Acting
224870,2,Paco León,Paco León,Acting
1114063,1,Sofía Oria,Sofía Oria,Acting
2619434,0,Iván Renedo,Iván Renedo,Acting
2475545,1,Laura Quirós,Laura Quirós,Acting
1457004,2,Oscar Martínez,Oscar Martínez,Acting
72631,2,José Luis Gómez,José Luis Gómez,Acting
592709,2,Manolo Solo,Manolo Solo,Acting
19907,1,Belén Rueda,Belén Rueda,Acting
96688,2,Javier Rey,Javier Rey,Acting
566544,1,Aura Garrido,Aura Garrido,Acting
28514,2,Àlex Brendemühl,Àlex Brendemühl,Acting
102222,1,Carmen Machi,Carmen Machi,Acting
1928187,1,Paula Usero,Paula Usero,Acting
2803035,1,Doroftei Anis,Doroftei Anis,Acting
81472,1,Nuria González,Nuria González,Acting
1205318,2,Pablo Chiapella,Pablo Chiapella,Acting
2997171,0,Miguel Ángel Pérez,Miguel Ángel Pérez,Acting
1238531,2,Eduardo Jover,Eduardo Jover,Acting
1238521,1,Gloria Cámara,Gloria Cámara,Acting
3220933,0,Antonio Ramírez de Antón,Antonio Ramírez de Antón,Acting
3220932,1,Ana Esther Alborg,Ana Esther Alborg,Acting
1340020,2,Álvaro Morte,Álvaro Morte,Acting
1246183,1,Eugenia Suárez,Eugenia Suárez,Acting
114254,1,Verónica Echegui,Verónica Echegui,Acting
138758,2,Daniel Aráoz,Daniel Aráoz,Acting
3403884,0,Andy Gorostiaga,Andy Gorostiaga,Acting
3627,1,Paz Vega,Paz Vega,Acting
147333,2,Carlos Alcántara,Carlos Alcántara,Acting
956987,1,Norma Martínez,Norma Martínez,Acting
227071,2,Pedro Casablanc,Pedro Casablanc,Acting
2744,1,Carmen Maura,Carmen Maura,Acting
25257,1,Julieta Serrano,Julieta Serrano,Acting
25025,1,María Barranco,María Barranco,Acting
34629,2,Eusebio Poncela,Eusebio Poncela,Acting
34792,2,Miguel Molina,Miguel Molina,Acting
3651,2,Fernando Guillén,Fernando Guillén,Acting
85034,2,Ranbir Kapoor,Ranbir Kapoor,Acting
1108120,1,Alia Bhatt,Alia Bhatt,Acting
1251224,1,Mouni Roy,Mouni Roy,Acting
35780,2,Amitabh Bachchan,Amitabh Bachchan,Acting
149958,2,Nagarjuna Akkineni,Nagarjuna Akkineni,Acting
1837688,1,Nimisha Sajayan,Nimisha Sajayan,Acting
930731,2,Suraj Venjaramoodu,Suraj Venjaramoodu,Acting
2937356,1,Ajitha V M,Ajitha V M,Acting
2963356,2,T. Suresh Babu,T. Suresh Babu,Acting
2963385,1,Ramadevi Kannanchery,Ramadevi Kannanchery,Acting
3062553,0,Bhavin Rabari,Bhavin Rabari,Acting
2552367,0,Richa Meena,Richa Meena,Acting
3062555,0,Bhavesh Shrimali,Bhavesh Shrimali,Acting
3064448,0,Dipen Raval,Dipen Raval,Acting
3064452,0,Rahul Koli,Rahul Koli,Acting
1154466,1,Tara Basro,Tara Basro,Acting
581687,2,Endy Arfian,Endy Arfian,Acting
1150391,1,Ratu Felisha,Ratu Felisha,Acting
1873239,0,Nasar Anuz,Nasar Anuz,Acting
1158144,1,Happy Salma,Happy Salma,Acting
1433802,1,Laura Basuki,Laura Basuki,Acting
1454163,2,Ibnu Jamil,Ibnu Jamil,Acting
1671558,1,Rieke Dyah Pitaloka,Rieke Dyah Pitaloka,Acting
1381949,2,Arswendy Bening Swara,Arswendy Bening Swara,Acting
1739471,2,Viktor Klem,Viktor Klem,Acting
2481242,0,Fruzsina Hais,Fruzsina Hais,Acting
125682,1,Judit Schell,Judit Schell,Acting
131215,2,Anger Zsolt,Anger Zsolt,Acting
1499191,1,Andrea Ladányi,Andrea Ladányi,Acting
145587,2,Gijs Naber,Gijs Naber,Acting
16269,2,Louis Garrel,Louis Garrel,Acting
39905,2,Josef Hader,Josef Hader,Acting
15915,2,Sergio Rubini,Sergio Rubini,Acting
1113248,2,Auðunn Blöndal,Auðunn Blöndal,Acting
1332207,0,Egill Einarsson,Egill Einarsson,Acting
582285,1,Steinunn Ólína Þorsteinsdóttir,Steinunn Ólína Þorsteinsdóttir,Acting
544973,2,Sverrir Þór Sverrisson,Sverrir Þór Sverrisson,Acting
42668,2,Björn Hlynur Haraldsson,Björn Hlynur Haraldsson,Acting
143153,2,Babek Ahmed Poor,Babek Ahmed Poor,Acting
143154,2,Ahmed Ahmed Poor,Ahmed Ahmed Poor,Acting
143155,2,Kheda Barech Defai,Kheda Barech Defai,Acting
143156,1,Iran Outari,Iran Outari,Acting
143157,2,Ait Ansari,Ait Ansari,Acting
117528,2,Homayoun Ershadi,Homayoun Ershadi,Acting
117529,0,Abdolrahman Bagheri,Abdolrahman Bagheri,Acting
117531,0,Safar Ali Moradi,Safar Ali Moradi,Acting
117532,0,Mir Hossein Noori,Mir Hossein Noori,Acting
3875705,0,Elham Imani,Elham Imani,Acting
920426,2,Mohammadali Keshavarz,محمدعلی کشاورز,Acting
930120,0,Farhad Kheradmand,Farhad Kheradmand,Acting
930122,0,Zarifeh Shiva,Zarifeh Shiva,Acting
930123,0,Hossein Rezai,Hossein Rezai,Acting
1816413,0,Tahereh Ladanian,Tahereh Ladanian,Acting
677707,0,Buba Bayour,Buba Bayour,Acting
1720051,0,Hocine Rifahi,Hocine Rifahi,Acting
1720052,0,Ferhendeh Feydi,Ferkhondeh Feyzi,Acting
1543689,2,Amir Jadidi,Amir Jadidi,Acting
1584240,2,Mohsen Tanabandeh,محسن تنابنده,Acting
1034643,1,Fereshteh Sadr Orafaee,Fereshteh Sadr Orafaee,Acting
3192046,0,Maryam Shahdaie,Maryam Shahdaie,Acting
3158635,1,Sahar Goldoost,Sahar Goldust,Acting
143152,0,Behzad Dorani,Behzad Dorani,Acting
1923828,0,Farzad Sohrabi,Farzad Sohrabi,Acting
1923820,0,Noghre Asadi,Noghre Asadi,Acting
1923821,0,Roushan Karam Elmi,Roushan Karam Elmi,Acting
54607,2,Bahman Ghobadi,Bahman Ghobadi,Directing
1901974,1,Maryam Moghaddam,Maryam Moghaddam,Acting
2258883,2,Alireza Sanifar,Alireza Sanifar,Acting
1572924,2,Pouria Rahimi Sam,پوریا رحیمی سام,Acting
3252055,0,Avin Poor Raoufi,Avin Poor Raoufi,Acting
3129979,2,Farid Ghobadi,Farid Ghobadi,Acting
3354849,0,Ting Wu,Ting Wu,Acting
3354848,0,Anastasia Lin,Anastasia Lin,Acting
131006,2,Sam Trammell,Sam Trammell,Acting
2889663,2,Tzu-Chiang Wang,Tzu-Chiang Wang,Acting
3354850,0,He Tao,He Tao,Acting
1654963,2,Gabriel D'Almeida Freitas,Gabriel D'Almeida Freitas,Acting
1055514,2,Pier-Luc Funk,Pier-Luc Funk,Acting
1206067,2,Samuel Gauthier,Samuel Gauthier,Acting
1654247,2,Antoine Pilon,Antoine Pilon,Acting
110,2,Viggo Mortensen,Viggo Mortensen,Acting
100,2,Scott Speedman,Scott Speedman,Acting
1285153,2,Welket Bungué,Welket Bungué,Directing
2714,2,Lance Henriksen,Lance Henriksen,Acting
11677,2,Terry Chen,Terry Chen,Acting
1049916,1,Hannah Gross,Hannah Gross,Acting
2665051,2,Thomas Duplessie,Thomas Duplessie,Acting
9599,1,Cloris Leachman,Cloris Leachman,Acting
14893,1,Linda Kash,Linda Kash,Acting
2060364,2,Andrew Bushell,Andrew Bushell,Acting
4568,1,Jayne Eastwood,Jayne Eastwood,Acting
527393,2,Dylan O'Brien,Dylan O'Brien,Acting
1041440,2,Emory Cohen,Emory Cohen,Acting
132712,2,Keir Gilchrist,Keir Gilchrist,Acting
1094091,1,Maika Monroe,Maika Monroe,Acting
2452432,0,Jordan Tartakow,Jordan Tartakow,Acting
149684,2,Joe Ochman,Joe Ochman,Acting
2204537,1,Laila Berzins,Laila Berzins,Acting
2204541,2,Danny Fehsenfeld,Danny Fehsenfeld,Acting
3034407,0,Chris McCune,Chris McCune,Directing
1256603,2,Natsuki Hanae,花江夏樹,Acting
1563442,1,Akari Kito,鬼頭明里,Acting
119145,2,Hiro Shimono,下野紘,Acting
233590,2,Yoshitsugu Matsuoka,松岡禎丞,Acting
224413,2,Satoshi Hino,日野聡,Acting
77927,1,Megumi Ogata,緒方恵美,Acting
119143,1,Kana Hanazawa,花澤香菜,Acting
1221114,2,Yuichi Nakamura,中村悠一,Acting
9705,2,Takahiro Sakurai,櫻井孝宏,Acting
1281498,1,Mikako Komatsu,小松未可子,Acting
126485,1,Yumiko Kobayashi,小林由美子,Acting
937252,1,Miki Narahashi,ならはしみき,Acting
9706,2,Toshiyuki Morikawa,森川智之,Acting
217924,1,Satomi Korogi,こおろぎさとみ,Acting
1241880,1,Mari Mashiba,真柴摩利,Acting
79037,2,Kenichi Matsuyama,松山ケンイチ,Acting
1384551,2,Taichi Saotome,早乙女太一,Acting
992869,1,Ayane Sakura,佐倉綾音,Acting
225996,2,Hiroyuki Yoshino,吉野裕行,Acting
126704,2,Tetsu Inada,稲田徹,Acting
554421,1,Tamao Hayashi,林玉緒,Acting
85289,1,Teiyu Ichiryusai,一龍斎貞友,Acting
2138490,1,Miho Okasaki,岡咲美保,Acting
1319218,2,Makoto Furukawa,古川慎,Acting
9710,1,Megumi Toyoguchi,豊口めぐみ,Acting
1249235,2,Tomoaki Maeno,前野智昭,Acting
1407597,1,Sayaka Senbongi,千本木彩花,Acting
1287268,1,Nana Komatsu,小松菜奈,Acting
1470127,2,Kentaro Sakaguchi,坂口健太郎,Acting
1161474,2,Yuki Yamada,山田裕貴,Acting
2576886,2,Satoru Iguchi,井口理,Sound
1054260,1,Haru Kuroki,黒木華,Acting
19587,1,Rumi Hiiragi,柊瑠美,Acting
19588,2,Miyu Irino,入野自由,Acting
19589,1,Mari Natsuki,夏木マリ,Acting
19590,2,Takashi Naito,内藤剛志,Acting
19591,1,Yasuko Sawaguchi,沢口靖子,Acting
1402803,2,Yoshihiko Inohara,井ノ原快彦,Acting
239857,1,Manami Honjo,本上まなみ,Acting
55662,1,Noriko Hidaka,日髙のり子,Acting
55664,1,Chika Sakamoto,坂本千夏,Acting
55663,2,Hitoshi Takagi,高木均,Acting
55665,2,Shigesato Itoi,糸井重里,Acting
613,1,Sumi Shimamoto,島本須美,Acting
2269331,2,Ouji Suzuka,鈴鹿央士,Acting
1309932,1,Marie Iitoyo,飯豊まりえ,Acting
1256915,2,Tasuku Hatanaka,畠中祐,Acting
1161468,1,Arisa Komiya,小宮有紗,Acting
1492474,1,Haruka Terui,照井春佳,Acting
90496,1,Masako Nozawa,野沢雅子,Acting
85286,2,Toshio Furukawa,古川登志夫,Acting
90569,1,Yuko Minaguchi,皆口裕子,Acting
93801,2,Hiroshi Kamiya,神谷浩史,Acting
93803,2,Mamoru Miyano,宮野真守,Acting
1241939,1,Wasabi Mizuta,水田わさび,Acting
932986,1,Megumi Oohara,大原めぐみ,Acting
9715,1,Yumi Kakazu,かかずゆみ,Acting
1142780,2,Subaru Kimura,木村昴,Acting
90567,2,Tomokazu Seki,関智一,Acting
13250,2,Hidetoshi Nishijima,西島秀俊,Acting
1509659,1,Toko Miura,三浦透子,Acting
124402,2,Masaki Okada,岡田将生,Acting
121750,1,Reika Kirishima,霧島れいか,Acting
3154127,1,Park Yu-rim,박유림,Acting
65509,1,Keiko Yokozawa,よこざわけい子,Acting
65510,1,Mayumi Tanaka,田中真弓,Acting
65511,2,Minori Terada,寺田農,Acting
65512,1,Kotoe Hatsui,初井言榮,Acting
142455,2,Fujio Tokita,常田富士男,Acting
1565358,1,Yumiri Hanamori,花守ゆみり,Acting
1168909,1,Nao Toyama,東山奈央,Acting
1491333,1,Sayuri Hara,原紗友里,Acting
235262,1,Aki Toyosaki,豊崎愛生,Acting
1492982,1,Rie Takahashi,高橋李依,Acting
1072776,1,Ayana Taketatsu,竹達彩奈,Acting
1530921,1,Miku Ito,伊藤美来,Acting
2320112,2,Shunsuke Michieda,道枝駿佑,Acting
2053795,1,Riko Fukumoto,福本莉子,Acting
2187869,1,Kotone Furukawa,古川琴音,Acting
1925752,1,Honoka Matsumoto,松本穂香,Acting
1405926,2,Toru Nomaguchi,野間口徹,Acting
127891,2,Masaharu Fukuyama,福山雅治,Acting
58593,1,Ko Shibasaki,柴咲コウ,Acting
2542,2,Kazuki Kitamura,北村一輝,Acting
63696,2,Kippei Shiina,椎名桔平,Acting
127220,1,Rei Dan,檀れい,Acting
1210634,2,Nobunaga Shimazaki,島﨑信長,Acting
151183,1,Ayako Kawasumi,川澄綾子,Acting
9726,2,Kenichi Suzumura,鈴村健一,Acting
9711,1,Maaya Sakamoto,坂本真綾,Acting
68470,1,Minami Takayama,高山みなみ,Acting
87582,1,Wakana Yamazaki,山崎和佳奈,Acting
237076,2,Rikiya Koyama,小山力也,Acting
122501,2,Ryo Horikawa,堀川りょう,Acting
219752,2,Hiroki Takahashi,高橋広樹,Acting
1206317,2,Yuki Ono,小野友樹,Acting
122647,2,Kohsuke Toriumi,鳥海浩輔,Acting
221772,2,Wataru Hatano,羽多野渉,Acting
1253431,2,Takuya Sato,佐藤拓也,Acting
1505062,2,Ayumu Nakajima,中島歩,Acting
1324449,1,Hyunri,玄理,Acting
58611,2,Kiyohiko Shibukawa,渋川清彦,Acting
2975325,1,Katsuki Mori,森郁月,Acting
12670,2,Takuya Kimura,木村拓哉,Acting
87637,1,Masami Nagasawa,長澤まさみ,Acting
58449,2,Fumiyo Kohinata,小日向文世,Acting
72764,1,Yoshino Kimura,木村佳乃,Acting
27788,1,Kumiko Aso,麻生久美子,Acting
2369258,2,Shugo Nakamura,仲村宗悟,Acting
1971814,2,Jun Kasama,笠間淳,Acting
225603,2,Kenta Miyake,三宅健太,Acting
2748780,2,Shinichiro Kamio,神尾晋一郎,Acting
3174052,3,Avu-chan,アヴちゃん,Sound
87657,2,Mirai Moriyama,森山未來,Acting
111639,2,Tasuku Emoto,柄本佑,Acting
135524,2,Kenjiro Tsuda,津田健次郎,Acting
27782,2,Yutaka Matsushige,松重豊,Acting
999725,2,Seiyo Uchino,内野聖陽,Acting
133944,2,Koji Yamamoto,山本耕史,Acting
1502230,2,Hayato Isomura,磯村勇斗,Acting
1133061,2,Makita Sports,マキタスポーツ,Acting
1076363,1,Tao Tsuchiya,土屋太鳳,Acting
1423159,1,Haruka Fukuhara,福原遥,Acting
1496231,2,Asuka Kudo,工藤阿須加,Acting
1254260,2,Kazuyuki Okitsu,興津和幸,Acting
585211,2,Masaki Suda,菅田将暉,Acting
3019104,2,Fukase,Fukase,Sound
1369137,1,Mitsuki Takahata,高畑充希,Acting
72202,2,Shido Nakamura,中村獅童,Acting
46364,2,Shun Oguri,小栗旬,Acting
1168934,2,Shuhei Nomura,野村周平,Acting
1745973,1,Ai Yoshikawa,吉川愛,Acting
97320,2,Takanori Jinnai,陣内孝則,Acting
1367226,2,Sho Aoyagi,青柳翔,Acting
1738735,2,Shodai Fukuyama,福山翔大,Acting
1835721,1,Manaka Iwami,石見舞菜香,Acting
186341,1,Miyuki Sawashiro,沢城みゆき,Acting
1253008,2,Yoshimasa Hosoya,細谷佳正,Acting
1492992,2,Yuma Uchida,内田雄馬,Acting
3171312,1,Kōki,"Kōki,",Acting
1668193,2,Riku Hagiwara,萩原利久,Acting
2389740,2,Fumiya Takahashi,高橋文哉,Acting
1696207,1,Haruka Imou,芋生悠,Acting
2524580,1,Rinka Otani,大谷凜香,Acting
25648,2,Yuya Yagira,柳楽優弥,Acting
136191,2,Min Tanaka,田中泯,Acting
66155,2,Hiroshi Abe,阿部寛,Acting
117975,2,Eita Nagayama,永山瑛太,Acting
117974,2,Hiroshi Tamaki,玉木宏,Acting
1613352,2,Toshiki Masuda,増田俊樹,Acting
1252731,2,Mitsuhiro Ichiki,市来光弘,Acting
1828041,2,Kento Hama,濱健人,Acting
1562140,2,Kengo Takanashi,高梨謙吾,Acting
1039305,1,Kasumi Arimura,有村架純,Acting
1671407,1,Kaya Kiyohara,清原果耶,Acting
2236358,2,Kanata Hosoda,細田佳央太,Acting
63694,2,Joe Odagiri,オダギリジョー,Acting
1452028,1,Reina Ueda,上田麗奈,Acting
2407989,1,Maria Sashide,指出毬亜,Acting
1790286,1,Rika Nagae,長江里加,Acting
1366247,1,Hitomi Ohwada,大和田仁美,Acting
1246422,2,Tarusuke Shingaki,新垣樽助,Acting
1324468,2,Ryota Osaka,逢坂良太,Acting
1388751,2,Soma Saito,斉藤壮馬,Acting
1324472,2,Kengo Kawanishi,河西健吾,Acting
1647556,2,Yuya Hirose,広瀬裕也,Acting
2203003,0,Yoji Minagawa,Yoji Minagawa,Acting
1641492,2,Hidenobu Abera,アベラヒデノブ,Acting
142673,1,Eri Tokunaga,徳永えり,Acting
2043861,1,Harumi Shuhama,しゅはまはるみ,Acting
1897436,0,Hideki Nagai,Hideki Nagai,Acting
133699,2,Jiro Sato,佐藤二朗,Acting
1700138,1,Aoi Ito,伊東蒼,Acting
1405981,2,Hiroya Shimizu,清水尋也,Acting
2460109,1,Misato Morita,森田望智,Acting
3435897,0,Shotaro Ishii,Shotaro Ishii,Acting
1011654,1,Tian Yuan,Tian Yuan,Acting
1310154,1,Sui Junbo,隋俊波,Acting
1115068,1,Mei Nagano,永野芽郁,Acting
130656,2,Kei Tanaka,田中圭,Acting
224664,1,Satomi Ishihara,石原さとみ,Acting
58604,2,Nao Ômori,大森南朋,Acting
2151537,2,Koshi Mizukami,水上恒司,Acting
119241,2,Junichi Okada,岡田准一,Acting
1693,2,Ryohei Suzuki,鈴木亮平,Acting
1247874,2,Ryosuke Yamada,山田涼介,Acting
2720368,2,Ukon Onoe,Ukon Onoe,Acting
1185386,2,Masahiro Higashide,東出昌大,Acting
1064143,2,Shinya Kote,小手伸也,Acting
1072774,1,Yoko Hikasa,日笠陽子,Acting
1241611,1,Satomi Sato,佐藤聡美,Acting
1249310,1,Minako Kotobuki,寿美菜子,Acting
148287,1,Tomoyo Harada,原田知世,Acting
1741323,1,Nanase Nishino,西野七瀬,Acting
1321982,2,Ryusei Yokohama,横浜流星,Acting
1343678,2,Kodai Asaka,浅香航大,Acting
230659,2,Takeru Satoh,佐藤健,Acting
72605,1,Mitsuko Baisho,倍賞美津子,Acting
111691,2,Hidetaka Yoshioka,吉岡秀隆,Acting
1412420,1,Yuri Tsunematsu,恒松祐里,Acting
146869,1,Eriko Sato,佐藤江梨子,Acting
1182806,1,Miyu Honda,本田望結,Acting
3060622,1,Riko,莉子,Acting
3179061,2,Raiga Terasaka,寺坂頼我,Acting
1119730,2,Hoshi Ishida,石田法嗣,Acting
1677375,1,Mao Sasaki,Mao Sasaki,Acting
70124,2,Ikki Sawamura,沢村一樹,Acting
13280,1,Yui Natsukawa,夏川結衣,Acting
27776,1,Nanako Matsushima,松嶋菜々子,Acting
58596,2,Shinichi Tsutsumi,堤真一,Acting
1384646,2,Ryoma Takeuchi,竹内涼真,Acting
572020,1,Anne Watanabe,杏,Acting
3033085,1,Hisui Kimura,Hisui Kimura,Acting
1154449,2,Atsushi Abe,阿部敦,Acting
1906684,2,Hikaru Tashiro,Hikaru Tashiro,Acting
115700,2,Takumi Saitoh,斎藤工,Acting
545825,1,Shinobu Ôtake,大竹しのぶ,Acting
3015905,1,Cocomi,Cocomi,Acting
135200,2,Ikuji Nakamura,中村育二,Acting
3045939,1,Izumi Ishii,Izumi Ishii,Acting
1039343,1,Ryoko Shinohara,篠原涼子,Acting
1599983,1,Kyoko Yoshine,芳根京子,Acting
1395507,1,Rena Matsui,松井玲奈,Acting
1680187,2,Kanta Sato,佐藤寛太,Acting
96563,2,Yoshinori Okada,岡田義徳,Acting
149894,2,Yuki Kaji,梶裕貴,Acting
1325230,2,Ayumu Murase,村瀬歩,Acting
1255101,1,Rino Sashihara,指原莉乃,Acting
1419890,2,Hikaru Iwamoto,岩本照,Acting
3046087,1,Meru Nukumi,生見愛瑠,Acting
2031915,2,Jin Suzuki,鈴木仁,Acting
2193164,2,Ukisho Hidaka,浮所飛貴,Acting
2222684,1,Riko Nagase,永瀬莉子,Acting
2279389,2,Chiaki Kobayashi,小林千晃,Acting
2256610,1,Miyuri Shimabukuro,島袋美由利,Acting
1255096,1,Rina Kawaei,川栄 李奈,Acting
225730,2,Ryunosuke Kamiki,神木隆之介,Acting
1256882,2,Hokuto Matsumura,松村北斗,Acting
1615061,1,Tina Tamashiro,玉城ティナ,Acting
3340013,1,DAOKO,DAOKO,Acting
3119799,0,Murakami Maito Raul,Murakami Maito Raul,Acting
2054290,1,Mayu Hotta,堀田真由,Acting
1034362,2,Tatsuomi Hamada,濱田龍臣,Acting
2167981,2,Ryota Bando,坂東龍汰,Acting
74861,2,Hideaki Ito,伊藤英明,Acting
1547747,1,Moka Kamishiraishi,上白石萌歌,Acting
1784542,2,Daigo Nishihata,西畑大吾,Acting
584143,2,Yukiyoshi Ozawa,小澤征悦,Acting
587655,2,Tomoya Nakamura,中村倫也,Acting
2236357,1,Nagisa Sekimizu,関水渚,Acting
1384549,2,Takanori Iwata,岩田剛典,Acting
230658,2,Osamu Mukai,向井理,Acting
533325,1,Chieko Baisho,倍賞千恵子,Acting
2748110,1,Stefanie Arianne,Stefanie Arianne,Acting
2797433,1,Yuumi Kawai,河合優実,Acting
2720366,0,Taka Takao,Taka Takao,Acting
1822694,1,Erika Karata,唐田えりか,Acting
1127076,1,Rio Yamashita,山下リオ,Acting
1732483,1,Sairi Ito,伊藤沙莉,Acting
1112526,2,Koji Seto,瀬戸康史,Acting
1968291,2,Kenzo Ryu,Kenzo Ryu,Acting
105403,2,Gaku Hamada,濱田岳,Acting
1081482,2,Kanji Ishimaru,石丸幹二,Acting
3584218,1,Maria Mori,Maria Mori,Acting
1480297,2,Keita Machida,町田啓太,Acting
990589,2,Hiromasa Taguchi,田口浩正,Acting
31078,2,Tatsuya Fujiwara,藤原竜也,Acting
1124535,2,Shunsuke Kazama,風間俊介,Acting
132133,1,Aimi Satsukawa,佐津川愛美,Acting
1762667,1,Minori Hagiwara,萩原みのり,Acting
2647155,2,Yuki Kura,倉悠貴,Acting
1195944,1,Kasumi Yamaya,山谷花純,Acting
1117063,1,Mariko Tsutsui,筒井真理子,Acting
20327,2,Tarô Suwa,諏訪太朗,Acting
31079,1,Aki Maeda,前田亜季,Acting
3317,2,Takeshi Kitano,ビートたけし,Directing
31080,2,Taro Yamamoto,山本太郎,Acting
74862,2,Masanobu Ando,安藤政信,Acting
70627,1,Nobuko Miyamoto,宮本信子,Acting
559416,1,Mana Ashida,芦田愛菜,Acting
2010193,1,Tomoko Ikuta,生田智子,Acting
3602929,0,Taeko Ito,Taeko Ito,Acting
70626,2,Tsutomu Yamazaki,山崎努,Acting
110300,1,Kin Sugai,菅井きん,Acting
237157,2,Hideji Ōtaki,大滝秀治,Acting
320709,2,Isao Bitō,尾藤イサオ,Acting
3899,2,Ken Watanabe,渡辺謙,Acting
18056,2,Koji Yakusho,役所広司,Acting
136879,2,Rikiya Yasuoka,安岡力也,Acting
124963,2,Tsuyoshi Muro,ムロツヨシ,Acting
100765,1,Hikari Mitsushima,満島ひかり,Acting
83528,1,Noriko Eguchi,江口のりこ,Acting
1087773,2,Masataka Kubota,窪田正孝,Acting
72494,1,Rie Miyazawa,宮沢りえ,Acting
1509675,2,Eiji Akaso,赤楚衛二,Acting
1466336,1,Chika Uchida,内田慈,Acting
1127066,2,Mantaro Koichi,小市慢太郎,Acting
1454976,1,Suzu Hirose,広瀬すず,Acting
1105808,2,Tori Matsuzaka,松坂桃李,Acting
230119,1,Mikako Tabe,多部未華子,Acting
1401654,1,Shuri,趣里,Acting
1618436,0,Sachie Tanaka,Sachie Tanaka,Acting
1618434,1,Hazuki Kikuchi,Hazuki Kikuchi,Acting
1618435,0,Maiko Mihara,Maiko Mihara,Acting
1618433,0,Rira Kawamura,Rira Kawamura,Acting
1618430,0,Hiromi Demura,Hiromi Demura,Acting
1285000,2,Takahide Hori,堀貴秀,Directing
3229780,0,Atsuko Miyake,Atsuko Miyake,Acting
3229781,0,Yuji Sugiyama,Yuji Sugiyama,Acting
146785,2,Arata Furuta,古田新太,Acting
1909329,0,Akiko Suzuki,Akiko Suzuki,Acting
237319,1,Shoko Takada,高田聖子,Acting
555104,1,Urara Takano,高乃麗,Acting
81859,2,Tomomichi Nishimura,西村知道,Acting
121628,1,Kazue Ikura,伊倉一恵,Acting
1681,2,Tessyo Genda,玄田哲章,Acting
3006073,0,Caleb Johnson,Caleb Johnson,Acting
3006074,0,Alex Berg,Alex Berg,Acting
1098600,2,Hiroki Hasegawa,長谷川博己,Acting
83526,1,Haruka Ayase,綾瀬はるか,Acting
20332,2,Kaoru Kobayashi,小林薫,Acting
1417328,1,Junko Abe,阿部純子,Acting
1516266,1,Minami Hamabe,浜辺美波,Acting
1760946,2,Ryusei Fujii,藤井流星,Acting
1318732,2,Mahiro Takasugi,高杉真宙,Acting
1373212,1,Aoi Morikawa,森川葵,Acting
1691461,1,Elaiza Ikeda,池田エライザ,Acting
1960999,1,Sara Minami,南沙良,Acting
2636409,2,Ryusei Onishi,大西流星,Acting
1493394,1,Yuki Sakurai,桜井ユキ,Acting
1267370,1,Rina Sakuragi,桜木梨奈,Acting
120923,1,Keiko Kitagawa,北川景子,Acting
84755,2,Yosuke Kubozuka,窪塚洋介,Acting
52809,2,Itsuji Itao,板尾創路,Acting
1255308,1,Fumino Kimura,木村文乃,Acting
237363,2,Kento Nagayama,永山絢斗,Acting
1564005,2,Atom Sunada,砂田アトム,Acting
1276842,1,Hirona Yamazaki,山崎紘菜,Acting
1502396,1,Misuzu Kanno,神野三鈴,Acting
1398752,2,Shohei Uno,宇野祥平,Acting
1951647,1,Yui Kitamura,北村優衣,Acting
1762312,2,Katsuya Maiguma,毎熊克哉,Acting
1717583,2,Naoki Yamamoto,山本直樹,Writing
1388624,2,Takumi Kitamura,北村匠海,Acting
1029718,1,Yuko Oshima,大島優子,Acting
55784,2,Yosuke Eguchi,江口洋介,Acting
27778,1,Miki Nakatani,中谷美紀,Acting
79461,1,Shihori Kanjiya,貫地谷しほり,Acting
1488361,1,Airi Matsui,松井愛莉,Acting
1115687,1,Aki Asakura,朝倉あき,Acting
227629,2,Takeo Chii,地井武男,Acting
120690,2,Kengo Kora,高良健吾,Acting
90570,1,Atsuko Takahata,高畑淳子,Acting
1762674,2,Daichi Kaneko,Daichi Kaneko,Acting
2301723,1,Nao,奈緒,Acting
119244,1,Jun Fubuki,風吹ジュン,Acting
1253807,1,Miki Imai,今井美樹,Acting
