id,gender,name,original_name,known_for_department
43321,2,Fernando Tejero,Fernando Tejero,Acting
2164904,1,Catalina Sopelana,Catalina Sopelana,Acting
1306152,2,Rakshit Shetty,Rakshit Shetty,Acting
1906560,2,Raj B Shetty,Raj B Shetty,Writing
1187399,2,Bobby Simha,Bobby Simha,Acting
2418367,1,Sangeetha Sringeri,Sangeetha Sringeri,Acting
2017008,1,Bhargavi Narayan,Bhargavi Narayan,Acting
3479095,0,Asik Shaikh,Asik Shaikh,Acting
3479093,0,Arif Shaikh,Arif Shaikh,Acting
3479097,0,Jayati Chakraborty,Jayati Chakraborty,Acting
3479100,0,Swatilekha Kundu,Swatilekha Kundu,Acting
3479098,2,Anujoy Chattopadhyay,Anujoy Chattopadhyay,Acting
1983394,0,Delia Husein,Delia Husein,Acting
4010911,0,Rantya Affandy,Rantya Affandy,Acting
2273537,1,Gisellma Firmansyah,Gisellma Firmansyah,Acting
3681831,1,Azizi Asadel,Zee JKT48,Acting
1443667,2,Emir Mahira,Emir Mahira,Acting
3681843,2,Andrew Barrett,Andrew Barrett,Acting
3681838,1,Angel Sianturi,Angel Sianturi,Acting
1352168,2,Iszur Muchtar,Iszur Muchtar,Acting
1357455,2,Elliott Crosset Hove,Elliott Crosset Hove,Acting
1141086,1,Vic Carmen Sonne,Vic Carmen Sonne,Acting
55584,2,Ingvar E. Sigurðsson,Ingvar E. Sigurðsson,Acting
1433475,2,Jacob Ulrik Lohmann,Jacob Lohmann,Acting
2294554,1,Ída Mekkín Hlynsdóttir,Ída Mekkín Hlynsdóttir,Acting
3642004,0,Mahsa Hejazi,Mahsa Hejazi,Acting
1505440,1,Neda Jebraeili,Neda Jebraeili,Acting
3642006,0,Navid Nosrati,Navid Nosrati,Acting
2418942,2,Morteza Khanjani,Morteza Khanjani,Acting
1140282,2,Navid Mohammadzadeh,Navid Mohammadzadeh,Acting
213371,1,Taraneh Alidoosti,Taraneh Alidoosti,Acting
3695927,0,Farham Azizi,Farham Azizi,Acting
2214572,0,Ismaeel Pourreza,Ismaeel Pourreza,Acting
1589365,0,Vahid Aghapoor,Vahid Aghapoor,Acting
120229,2,Jafar Panahi,Jafar Panahi,Directing
1579353,2,Naser Hashemi,Naser Hashemi,Acting
3545132,2,Vahid Mobaser,Vahid Mobaser,Acting
3545133,2,Bakhtiyar Panjeei,Bakhtiyar Panjeei,Acting
2260343,1,Mina Kavani,Mina Kavani,Acting
238782,1,Behnaz Jafari,Behnaz Jafari,Acting
2059074,0,Marziyeh Rezaei,Marziyeh Rezaei,Acting
2059075,0,Maedeh Erteghaei,Maedeh Erteghaei,Acting
2059076,0,Narges Del Aram,Narges Del Aram,Acting
1298007,2,Saeed Poursamimi,Saeed Poursamimi,Acting
559566,2,Payman Maadi,پیمان معادی,Acting
1240284,2,Farhad Aslani,فرهاد اصلانی,Acting
1308875,2,Vytautas Kaniušonis,Vytautas Kaniušonis,Acting
14593,1,Ingeborga Dapkūnaitė,Ингеборга Дапкунайте,Acting
2203295,0,Ainis Storpirštis,Ainis Storpirštis,Acting
1330569,0,Vaidotas Martinaitis,Vaidotas Martinaitis,Acting
1282673,1,Toma Vaškevičiūtė,Toma Vaškevičiūtė,Acting
3463763,0,Daxiong,Daxiong,Acting
3463765,0,Jin Xuezhe,Jin Xuezhe,Acting
3463766,0,Lan Lihua,Lan Lihua,Acting
3463767,0,Wang Jianmin,Wang Jianmin,Acting
3463768,0,Zhang Zhongyu,Zhang Zhongyu,Acting
84573,1,Mélissa Désormeaux-Poulin,Mélissa Désormeaux-Poulin,Acting
88592,2,Maxim Gaudette,Maxim Gaudette,Acting
38526,2,Rémy Girard,Rémy Girard,Acting
196737,2,Allen Altman,Allen Altman,Acting
1272480,2,Raphael Grosz-Harvey,Raphael Grosz-Harvey,Acting
229558,1,Cristina Rosato,Cristina Rosato,Acting
1028517,1,Cristina Banegas,Cristina Banegas,Acting
1956225,2,Heinz K. Krattiger,Heinz K. Krattiger,Acting
1300649,1,Sara Mitich,Sara Mitich,Acting
3347392,1,Evie Loiselle,Evie Loiselle,Acting
77440,1,Karen LeBlanc,Karen LeBlanc,Acting
2432301,1,Choi Seung-yoon,최승윤,Acting
2195963,2,Ethan Hwang,Ethan Hwang,Acting
3648534,0,Dohyun Noel Hwang,Dohyun Noel Hwang,Acting
1085618,2,Anthony Shim,Anthony Shim,Acting
1882895,2,Hunter Dillon,Hunter Dillon,Acting
5168,2,Gabriel Byrne,Gabriel Byrne,Acting
29791,1,Lynn Redgrave,Lynn Redgrave,Acting
12642,2,John Neville,John Neville,Acting
19943,1,Dana Ivgy,Dana Ivgy,Acting
3622141,0,Aseel Farhat,Aseel Farhat,Acting
1293282,0,Khawlah Hag-Debsy,Khawlah Hag-Debsy,Acting
3622142,0,Orit Samuel,Orit Samuel,Acting
1847259,1,Amal Murkus,Amal Murkus,Acting
1564419,1,Nanoka Hara,原菜乃華,Acting
1018944,2,Shota Sometani,染谷将太,Acting
2234011,2,Soma Santoki,山時聡真,Acting
2705230,1,Aimyon,あいみょん,Sound
3232442,2,Suzuki Mogura,鈴木もぐら,Acting
3640211,1,Ami Touma,當真あみ,Acting
2352340,1,Sakura Kiryu,吉柳咲良,Acting
1565630,2,Shotaro Mamiya,間宮祥太朗,Acting
2463693,2,Yusuke Kondoh,近藤雄介,Acting
3039708,1,Mirei Suda,Mirei Suda,Acting
1678,2,Mitsuo Iwata,岩田光央,Acting
1679,2,Nozomu Sasaki,佐々木望,Acting
1680,1,Mami Koyama,小山茉美,Acting
58158,2,Tarō Ishida,石田太郎,Acting
239550,2,Mizuho Suzuki,鈴木瑞穂,Acting
1324666,2,Kaito Ishikawa,石川界人,Acting
1254672,1,Asami Seto,瀬戸麻沙美,Acting
1288294,1,Yurika Kubo,久保ユリカ,Acting
1588597,1,Atsumi Tanezaki,種﨑敦美,Acting
83768,1,Yuko Miyamura,宮村優子,Acting
77931,1,Kotono Mitsuishi,三石琴乃,Acting
1116510,2,Sosuke Ikematsu,池松壮亮,Acting
1324600,2,Fukujuro Katayama,片山福十郎,Acting
216449,1,Junko Noda,野田順子,Acting
1860296,2,Arthur Lounsbery,ランズベリー・アーサー,Acting
1059905,2,Naozumi Takahashi,高橋直純,Acting
1522605,1,Ayaka Asai,朝井彩加,Acting
218144,1,Rei Sakuma,佐久間レイ,Acting
68472,2,Kappei Yamaguchi,山口勝平,Acting
57736,1,Keiko Toda,戸田恵子,Acting
552598,1,Mieko Nobusawa,信澤三惠子,Acting
1575311,2,Kouhei Matsushita,松下洸平,Acting
122726,2,Hikaru Midorikawa,緑川光,Acting
1772522,1,Yume Miyamoto,宮本侑芽,Acting
1606164,2,Junya Enoki,榎木淳弥,Acting
54690,2,Akira Kamiya,神谷明,Acting
121630,1,Yoko Asagami,麻上洋子,Acting
556275,2,Matthew Mercer,Matthew Mercer,Acting
1618860,1,Nicole Tompkins,Nicole Tompkins,Acting
91443,2,Kevin Dorman,Kevin Dorman,Acting
3015384,1,Stephanie Panisello,Stephanie Panisello,Acting
78044,1,Erin Cahill,Erin Cahill,Acting
1669110,1,Aju Makita,蒔田彩珠,Acting
559413,1,Ai Hashimoto,橋本愛,Acting
80864,1,Kimiko Yo,余貴美子,Acting
93891,1,Maki Mizuno,水野真紀,Acting
3304720,2,Yusei Yagi,八木勇征,Acting
2051447,1,Nimura Sawa,仁村紗和,Acting
86976,2,Soko Wada,和田聰宏,Acting
227087,2,Motoki Ochiai,落合モトキ,Acting
1079863,2,Tokuma Nishioka,西岡德馬,Acting
70209,2,Yûsuke Iseya,伊勢谷友介,Acting
46691,2,Teruyuki Kagawa,香川照之,Acting
130654,1,Mikako Ichikawa,市川実日子,Acting
3190917,2,Ren Meguro,目黒蓮,Acting
1919754,1,Mio Imada,今田美桜,Acting
2115306,2,Keisuke Watanabe,渡邊圭祐,Acting
3144130,1,Akari Takaishi,髙石あかり,Acting
1229895,2,Tomohisa Yamashita,山下 智久,Acting
1458942,1,Yuko Araki,新木優子,Acting
1446601,1,Maika Yamamoto,山本舞香,Acting
129706,2,Motoki Fukami,深水元基,Acting
221773,1,Saori Hayami,早見沙織,Acting
1065297,2,Kensho Ono,小野賢章,Acting
1296667,1,Maaya Uchida,内田真礼,Acting
65438,2,Shinpachi Tsuji,辻親八,Acting
46239,1,Eiko Matsuda,松田暎子,Acting
21503,2,Tatsuya Fuji,藤竜也,Acting
142535,1,Aoi Nakajima,中島葵,Acting
136880,1,Yasuko Matsui,松井康子,Acting
310173,1,Meika Seri,芹明香,Acting
87662,2,Issey Takahashi,高橋一生,Acting
2636413,2,Kento Nagao,長尾謙杜,Acting
1257215,1,Mizuki Yamamoto,山本美月,Acting
1419894,1,Rina Ikoma,生駒里奈,Acting
115648,2,Yuta Hiraoka,平岡祐太,Acting
1309253,1,Tomoyo Kurosawa,黒沢ともよ,Acting
1324927,1,Chika Anzai,安済知佳,Acting
1339188,1,Moe Toyota,豊田萌絵,Acting
1256547,1,Ayaka Ohashi,大橋彩香,Acting
1041465,2,Kento Kaku,賀来賢人,Acting
1373210,1,Ayami Nakajo,中条あやみ,Acting
930413,1,Sawako Agawa,阿川佐和子,Acting
237168,1,Yuko Nakamura,中村優子,Acting
3077898,2,Iori Wada,和田庵,Acting
3173296,2,Kentaro Maeda,前田拳太郎,Acting
3653832,2,Hideyoshi Kan,簡秀吉,Acting
121800,2,Takamasa Suga,須賀貴匡,Acting
1140219,2,Satoshi Matsuda,松田悟志,Acting
4006243,1,Rion Fukumuro,福室莉音,Acting
3558808,0,Shohei Shofukutei,Shohei Shofukutei,Acting
1960989,1,Matsumoto Kiyo,松本妃代,Acting
1062343,1,Kanna Hashimoto,橋本環奈,Acting
4990,2,Susumu Terajima,寺島進,Acting
72607,1,Mieko Harada,原田美枝子,Acting
552563,2,Yukiya Kitamura,北村有起哉,Acting
1149341,2,Ryo Yoshizawa,吉沢亮,Acting
1907750,2,Yosuke Sugino,杉野遥亮,Acting
33515,2,Kazunari Ninomiya,二宮和也,Acting
1434084,2,Kento Nakajima,中島健人,Acting
107573,2,Kenta Kiritani,桐谷健太,Acting
1977956,2,Kairi Jo,城桧吏,Acting
2603716,2,Fuga Shibazaki,Fuga Shibazaki,Acting
3502968,0,Sonny Mcclendon,Sonny Mcclendon,Acting
3502970,0,Fumika Yoshimura,Fumika Yoshimura,Acting
231364,1,Yui Aragaki,新垣結衣,Acting
1342694,2,Hidekazu Mashima,眞島秀和,Acting
210824,1,Kristen Connolly,Kristen Connolly,Acting
51533,2,Fran Kranz,Fran Kranz,Acting
210695,2,Jesse Williams,Jesse Williams,Acting
486603,1,Anna Hutchison,Anna Hutchison,Acting
555255,2,Takashi Tachibana,立花隆,Acting
135025,1,Shigeru Muroi,室井滋,Acting
1223088,2,Yuto Nakajima,中島裕翔,Acting
464228,1,Aoba Kawai,河井青葉,Acting
1487499,0,Ryuta Okamoto,Ryuta Okamoto,Acting
1185435,1,Fusako Urabe,占部房子,Acting
1057923,2,Nao Okabe,岡部尚,Acting
1328328,2,Taiga Nakano,仲野太賀,Acting
4156800,1,Liliana Ohno,大野りりあな,Acting
1815948,1,Karen Takizawa,滝沢カレン,Acting
1182590,1,Yukino Kishii,岸井ゆきの,Acting
33134,2,Tomokazu Miura,三浦友和,Acting
1014998,2,Masaki Miura,三浦誠己,Acting
2145148,2,Shinichiro Matsuura,Shinichiro Matsuura,Acting
1287711,1,Fuka Koshiba,小芝風花,Acting
2143567,2,Kazuma Kawamura,川村壱馬,Acting
66153,1,Naomi Nishida,西田尚美,Acting
2413529,1,Yuki Yagi,八木侑紀,Acting
1762673,2,Ryo Shinoda,篠田諒,Acting
2764823,1,Tomu Muto,Tomu Muto,Acting
1488541,2,Masayasu Kitayama,北山雅康,Acting
4528715,0,Mac Sekioka,Mac Sekioka,Acting
9190,1,Koyuki,小雪,Acting
1084912,2,Taketo Tanaka,田中偉登,Acting
77677,2,Hisashi Yoshizawa,吉沢悠,Acting
1728196,1,Mikako Yoshida,Mikako Yoshida,Acting
1509834,2,Ryutaro Yamasaki,山崎竜太郎,Acting
2109360,1,Nana Mori,森七菜,Acting
3975569,2,Yudai Toyoda,豊田裕大,Acting
134829,1,Maki Sakai,坂井真紀,Acting
83746,1,Makiko Esumi,江角マキコ,Acting
13275,2,Tadanobu Asano,浅野忠信,Acting
553119,0,Gohki Kashiyama,Gohki Kashiyama,Acting
2104306,0,Naomi Watanabe,Naomi Watanabe,Acting
1253780,2,Masaki Aiba,相葉雅紀,Acting
2295865,2,Shinji Sato,Shinji Sato,Acting
2295868,2,Kin-ichi Motegi,Kin-ichi Motegi,Acting
3406554,0,Kensuke Ojima,Kensuke Ojima,Acting
2295866,2,Yuzuru Kashiwabara,Yuzuru Kashiwabara,Acting
1777187,0,Hakase-Sun,Hakase-Sun,Sound
79944,2,Kenji Sawada,沢田研二,Acting
235233,2,Toshinori Omi,尾美としのり,Acting
1032682,1,Fumi Dan,檀ふみ,Acting
2487461,2,Kaito Takahashi,髙橋海人,Acting
4082221,0,Banke Ichiro,Banke Ichiro,Acting
4082222,2,Konosuke Harada,Konosuke Harada,Acting
20705,1,Machiko Ono,尾野真千子,Acting
80753,2,Tsuyoshi Kusanagi,草彅剛,Acting
930345,2,Pistol Takehara,竹原ピストル,Acting
25649,1,Ayu Kitaura,北浦愛,Acting
25650,2,Hiei Kimura,木村飛影,Acting
25651,1,Momoko Shimizu,清水萌々子,Acting
25652,1,Hanae Kan,韓英恵,Acting
91869,2,Sho Sakurai,櫻井翔,Acting
96477,2,Ryo Katsuji,勝地涼,Acting
229360,2,Aoi Nakamura,中村蒼,Acting
1348015,1,Hana Sugisaki,杉咲花,Acting
936275,1,Aoi Yuki,悠木碧,Acting
1717121,1,Natsumi Fujiwara,藤原夏海,Acting
1245094,2,Nobuhiko Okamoto,岡本信彦,Acting
1325949,1,Inori Minase,水瀬いのり,Acting
2636410,2,Kyohei Takahashi,Kyohei Takahashi,Acting
2162972,1,Mei Hata,畑芽育,Acting
1477273,2,Rihito Itagaki,板垣李光人,Acting
2773022,2,Ryosuke Sota,曽田陵介,Acting
133168,2,Haruma Miura,三浦春馬,Acting
1256894,2,Shohei Miura,三浦翔平,Acting
1247626,2,Takanori Nishikawa,西川貴教,Sound
1343688,2,Yuki Morinaga,森永悠希,Acting
1875752,1,Rinka Kumada,久間田琳加,Acting
3436473,0,Ruki Shiroiwa,Ruki Shiroiwa,Acting
2209693,1,Yumena Yanai,箭内夢菜,Acting
2627937,2,Oolongta Yoshida,吉田ウーロン太,Acting
225532,2,Takafumi Imai,今井隆文,Acting
1084911,2,Go Ayano,綾野剛,Acting
2023708,1,Honami Sato,ほな・いこか,Acting
842578,2,Mutsuo Yoshioka,吉岡睦雄,Acting
1078683,2,Yohta Kawase,川瀬陽太,Acting
1255318,2,Taishi Nakagawa,中川大志,Acting
43663,1,Kirin Kiki,樹木希林,Acting
81108,2,Yoshio Harada,原田芳雄,Acting
25653,1,YOU,YOU,Acting
1055172,1,Junko Hori,堀絢子,Acting
1150413,0,Kaori Nakahara,Kaori Nakahara,Acting
547988,1,Yoshie Shimamura,島村佳江,Acting
588403,2,Yutaka Takenouchi,竹野内豊,Acting
2247093,1,Shiori Kubo,久保史緒里,Acting
91870,2,Sadawo Abe,阿部隆史,Acting
137028,2,Denden,緒方義博,Acting
58613,2,Suzuki Matsuo,松尾スズキ,Acting
3721672,0,Kôhei Matsushita,Kôhei Matsushita,Acting
3767212,1,Kana Osawa,Kana Osawa,Acting
4148355,2,Tensei Okumura,Tensei Okumura,Acting
68704,2,Naoto Takenaka,竹中直人,Acting
120349,1,Megumi Ueno,上野めぐみ,Acting
120347,2,Masaki Kudou,工藤正貴,Acting
120348,2,Hideo Murota,室田日出男,Acting
84725,2,Keisuke Koide,小出恵介,Acting
120918,2,Mitsuru Fukikoshi,吹越満,Acting
2151369,1,Sakura Fujiwara,藤原さくら,Acting
2125189,1,Nanami Hidaka,日高七海,Acting
1780720,2,Mario Kuroba,黒羽麻璃央,Acting
1872057,1,Moeka Hoshi,穂志もえか,Acting
1828894,2,Junpei Yasui,安井順平,Acting
1605790,1,Ami Tomite,冨手麻妙,Acting
2053787,1,Asuka Saito,齋藤飛鳥,Acting
3684229,1,Isomura Ameri,磯村アメリ,Acting
46363,1,Aya Ueto,上戸彩,Acting
1360026,2,Yuta Tamamori,玉森裕太,Acting
112861,2,Tetta Sugimoto,杉本哲太,Acting
1732473,1,Anna Yamada,山田杏奈,Acting
2942417,2,Ryota Miura,三浦獠太,Acting
2414315,1,Akana Ikeda,池田朱那,Acting
1576235,1,Riho Yoshioka,吉岡里帆,Acting
2024067,1,Serena Motola,モトーラ世理奈,Acting
112862,1,Marika Matsumoto,松本まりか,Acting
3850076,1,Utaha,詩羽,Acting
3873634,1,Kotona Minami,南琴奈,Acting
1335392,1,Mugi Kadowaki,門脇麦,Acting
3253029,1,Yamazaki Nanami,Yamazaki Nanami,Acting
87661,2,Kankuro Kudo,宮藤官九郎,Writing
2370987,1,Wan Marui,円井わん,Acting
2109323,2,Yugo Mikawa,三河悠冴,Acting
1762668,2,Kohki Osamura,長村航希,Acting
3815878,0,Kotaro Yagi,Kotaro Yagi,Acting
127895,2,Ikkei Watanabe,渡辺いっけい,Acting
127897,1,Miki Maya,真矢ミキ,Acting
20338,2,Akihiro Miwa,美輪明宏,Acting
19592,2,Tatsuya Gashûin,我修院達也,Acting
1747960,1,Kazuha Komiya,Kazuha Komiya,Acting
3608812,1,Kazumi,Kazumi,Acting
1112407,2,Tomu Miyazaki,宮崎吐夢,Acting
1801592,1,Yurisa,百合沙,Acting
2280352,1,Aika Yukihira,行平あい佳,Acting
121394,2,Tien Feng,田丰,Acting
2128414,0,Chan Chun-Luk,Chan Chun-Luk,Acting
4089684,0,Chow Kin-Kwan,Chow Kin-Kwan,Acting
558135,1,Mina Fujii,藤井美菜,Acting
1556997,1,Lisa Oda,織田梨沙,Acting
64148,2,Chase Ellison,Chase Ellison,Acting
228,2,Ed Harris,Ed Harris,Acting
27125,1,Molly Parker,Molly Parker,Acting
1169063,1,Mia Rose Frampton,Mia Rose Frampton,Acting
23882,1,Amy Madigan,Amy Madigan,Acting
551776,2,Masahiko Tsugawa,津川雅彦,Acting
96805,2,Sen Yano,矢野宣,Acting
234365,2,Shirō Itō,伊東四朗,Acting
76932,2,Yuji Miyake,三宅裕司,Acting
120689,1,Yuriko Yoshitaka,吉高由里子,Acting
76170,1,Nahana,菜葉菜,Acting
1893976,2,Kanichiro Sato,寛一郎,Acting
130651,1,Karen Miyama,美山加恋,Acting
1736342,1,Miu Tomita,富田望生,Acting
2208367,1,Kaori Maeda,前田佳織里,Acting
1975222,1,Emiri Suyama,陶山恵実里,Acting
549815,2,Yasuo Daichi,大地康雄,Acting
552542,2,Kinzō Sakura,桜金造,Acting
83527,1,Shinobu Terajima,寺島しのぶ,Acting
80754,2,Etsushi Toyokawa,豊川悦司,Acting
21658,1,Ryoko Hirosue,広末涼子,Acting
9671,2,Jun Murakami,村上淳,Acting
20333,2,Masahiko Nishimura,西村雅彥,Acting
66152,2,Takehiro Murata,村田雄浩,Acting
96559,2,Kazuya Takahashi,高橋和也,Acting
1409122,2,Yu Inaba,稲葉友,Acting
1920627,2,Kenshin Endo,遠藤健慎,Acting
4997601,1,Rion Takahashi,高橋里恩,Acting
2318361,2,Takuya Matsunaga,Takuya Matsunaga,Acting
18615,2,Akira Takarada,宝田明,Acting
4090408,2,Morishita Shion,Morishita Shion,Acting
5213698,2,Yusuke Hino,日野友輔,Acting
3202352,0,Daigo Kato,Daigo Kato,Acting
2265511,3,Satsuki Nakayama,中山咲月,Acting
2858222,2,Rio Takahashi,高橋璃央,Acting
226825,1,Asuka Kurosawa,黒沢あすか,Acting
58608,2,Shinya Tsukamoto,塚本晋也,Directing
548611,2,Takuji Suzuki,鈴木卓爾,Acting
308445,2,Mansaku Fuwa,不破万作,Acting
76975,2,Rentaro Mikuni,三国連太郎,Acting
10071,2,Tetsuro Tamba,丹波哲郎,Acting
622,2,Youji Matsuda,松田洋治,Acting
78346,1,Yuria Kozuki,神月柚莉愛,Acting
78347,2,Hiroki Doi,土井洋輝,Acting
78348,2,George Tokoro,所ジョージ,Acting
78349,1,Tomoko Yamaguchi,山口智子,Acting
78350,1,Yuki Amami,天海祐希,Acting
1254854,2,Soran Tamoto,タモト清嵐,Acting
1187800,0,Satoko Iwasaki,Satoko Iwasaki,Acting
4006212,2,Fūta Muraki,紫木風太,Acting
4258029,0,Futa Muraki,Futa Muraki,Acting
4258030,0,Ria Maesako,Ria Maesako,Acting
142676,2,Hiroshi Okochi,大河内博,Acting
82870,2,Ryūnosuke Kaneda,金田龍之介,Acting
553968,1,Mitsuko Ishii,石井苗子,Acting
58610,2,Yoshiki Arizono,有薗芳記,Acting
78354,1,Tokie Hidari,左時枝,Acting
2633262,1,Moe Kamikokuryo,上國料萌衣,Acting
1251764,2,Shintaro Morimoto,森本慎太郎,Acting
132942,1,Cocco,Cocco,Sound
2532755,0,Eiichi Takahashi,Eiichi Takahashi,Production
1429912,2,Ryugo Nakamura,仲村颯悟,Directing
3538142,2,Ali Junejo,Ali Junejo,Acting
3276441,1,Rasti Farooq,Rasti Farooq,Acting
2351109,1,Alina Khan,Alina Khan,Acting
1515940,1,Sarwat Gilani,Sarwat Gilani,Acting
107390,2,Salmaan Peerzada,Salmaan Peerzada,Acting
764,2,Amer Hlehel,Amer Hlehel,Acting
1141817,0,Ashraf Farah,Ashraf Farah,Acting
2271444,0,Anat Hadid,Anat Hadid,Acting
3556058,0,Samir Elias,Samir Elias,Acting
3556060,0,Cynthia Saleem,Cynthia Saleem,Acting
4457,2,Thomas Bo Larsen,Thomas Bo Larsen,Acting
1438708,2,Magnus Millang,Magnus Millang,Acting
588175,2,Lars Ranthe,Lars Ranthe,Acting
97032,1,Maria Bonnevie,Maria Bonnevie,Acting
1923199,1,Jessica Dinnage,Jessica Dinnage,Acting
2584574,1,Emilie Kroyer Koppel,Emilie Kroyer Koppel,Acting
1078979,1,Danica Ćurčić,Danica Ćurčić,Acting
82352,1,Lene Maria Christensen,Lene Maria Christensen,Acting
1430283,2,Anders Heinrichsen,Anders Heinrichsen,Acting
127685,2,Ma Nien-Hsien,馬念先,Acting
3675217,2,Hong Yu Hong,Hong Yu Hong,Acting
127684,2,Wei-min Ying,Wei-min Ying,Acting
1063128,2,Ethan Juan,阮經天,Acting
2372082,1,Cherry Hsieh,謝瓊煖,Acting
551605,2,Ben Yuen Foo-Wah,袁富華,Acting
3075925,2,Shawn Hu,Shawn Hu,Acting
3682439,1,Chan Tzu-hsuan,詹子萱,Acting
2768710,2,Alex Shu-Yuan Ko,柯叔元,Acting
1347978,2,Simon Hsueh,薛仕凌,Acting
1630063,1,Ke-Li Miao,苗可麗,Acting
2412089,2,Tseng Jing-hua,曾敬驊,Acting
1641182,1,Ivy Shao Yu-Wei,邵雨薇,Acting
2478083,2,Chang Tsai-hsing,Tsai-Hsing Chang,Acting
2409321,1,Jia-Yin Tsai,Jia-Yin Tsai,Acting
2836737,2,Huang Guan Zhi,黃冠智,Acting
2685340,2,Troy Liu,Troy Liu,Acting
2908299,1,Vicky Tseng,曾莞婷,Acting
231749,2,Tender Huang,Tender Huang,Acting
3724576,2,E.SO,E.SO,Acting
993833,2,Alan Kuo,Alan Kuo,Acting
3879333,2,Kenzy Chou,小春,Acting
1591729,2,Andrew Chau,Andrew Chau,Acting
3804649,1,Yu-Tung Hsia,Yu-Tung Hsia,Acting
1981488,2,Max Kuo,Max Kuo,Acting
2341304,1,Angela Lee,Angela Lee,Acting
1255149,1,Sonia Sui,隋棠,Acting
1737534,2,Tai Chih-yuan,邰智源,Acting
993784,2,Rhydian Vaughan,鳳小岳,Acting
1200922,1,Lin Mei-Shiu,林美秀,Acting
2058775,2,Figaro Tseng,曾少宗,Acting
1613131,2,Mark Lee,Mark Lee,Acting
966327,2,Wang Bo-chieh,王柏傑,Acting
2680261,1,Chloe Xiang,項婕如,Acting
1563786,1,Sajee Apiwong,Sajee Apiwong,Acting
1719810,1,Hsin Shu-Fen,Hsin Shu-Fen,Acting
974461,2,Chan Chung-Yung,陳松勇,Acting
83629,2,Tai Bo,太保,Acting
238974,1,Lu Hsiao-Fen,Lu Hsiao-Fen,Acting
2316178,2,Shih Ming-shuai,Ming-Shuai Shih,Acting
1848369,1,Beatrice Fang,方志友,Acting
1145460,1,Vivian Chen,陳德容,Acting
1868411,0,Prince Chiu,Prince Chiu,Acting
1258442,1,Puff Kuo,郭雪芙,Acting
2386927,2,Liu Kuan-ting,劉冠廷,Acting
1708946,1,Eugenie Liu,劉奕兒,Acting
96907,2,Van Fan,范逸臣,Acting
126719,2,Jack Yao,姚淳耀,Acting
3898096,2,Hong-Chih Kuo,郭泓志,Acting
1017333,2,Cheng Chih-wei,鄭志偉,Acting
1222312,1,Ariel Lin,林依晨,Acting
1018385,2,Vic Chou,周渝民,Acting
2386894,1,Meiyun-Tang,唐美雲,Acting
1255138,2,Sunny Wang,王陽明,Acting
130562,2,Andrew Lin Hoi,連凱,Acting
126776,1,Ivy Chen,陳意涵,Acting
1954176,2,Crowd Lu,盧廣仲,Acting
3182431,2,YELLOW,黃宣,Acting
3761376,1,Victoria Chiang,Victoria Chiang,Acting
2865949,2,Sam Tseng,Sam Kuo-Cheng Tseng,Acting
1341458,2,Zhan Huai-yun,詹懷雲,Acting
3731453,2,Yi-tai Chiu,邱以太,Acting
1877470,2,Wu Chien-Ho,巫建和,Acting
3768566,1,Charlize Lamb,Charlize Lamb,Acting
1247109,2,James Wen,温昇豪,Acting
3781783,2,Shao-Hui Chen,Shao-Hui Chen,Acting
1452738,2,Dino Lee,Dino Lee,Acting
2796444,1,Ling-Wei Lee,Ling-Wei Lee,Acting
1695085,1,Hsiao-Fei Yeh,Hsiao-Fei Yeh,Acting
2045459,2,Huang Li Feng,黃禮豐,Acting
3345063,1,Anan Chang,Anan Chang,Acting
2140108,1,He Landou,何藍逗,Acting
1922833,1,Aining Yao,姚愛寗,Acting
1623136,2,David Wang,David Wang,Acting
143036,2,Wu Nien-jen,吳念真,Writing
3759554,1,Anpu,Anpu,Acting
553116,2,Chen Ming-Chang,Chen Ming-Chang,Sound
131288,2,Lin Cheng-sheng,Lin Cheng-sheng,Directing
554984,2,Wu Bai,Wu Bai,Acting
1316884,2,Tu Duu-Chih,杜篤之,Sound
2964707,1,Deng Chiu Yun,鄧九雲,Acting
3643746,1,Leaf Yeh,葉穎,Acting
1928300,2,Yûsuke Fukuchi,Yûsuke Fukuchi,Acting
2877288,2,Mike Lin,Mike Lin,Acting
1246941,1,Mandy Wei,魏蔓,Acting
2823699,1,Jessica Lee,Jessica Lee,Acting
2523915,2,Anong Houngheuangsy,Anong Houngheuangsy,Acting
4254604,2,Yu-Heng Hu,Yu-Heng Hu,Acting
4254607,1,Chien-Lei Yin,尹茜蕾,Acting
2527506,1,Kris Kuan,Kris Kuan,Acting
1092245,2,Ko I-chen,柯一正,Acting
131294,1,Tarcy Su,蘇慧倫,Acting
2490189,0,Chen Chiu-Yen,Chen Chiu-Yen,Acting
1469675,1,Su Ming-ming,蘇明明,Acting
1366128,2,Tou Tsung-Hua,庹宗華,Acting
3644975,1,Hsiu-Ling Lin,Hsiu-Ling Lin,Acting
1270438,2,Hero Tai,Hero Tai,Acting
3978041,2,Bruce Yap,Bruce Yap,Acting
3978054,1,Dreamya Tsai,Dreamya Tsai,Acting
1645397,1,Makoto Koichi,小市眞琴,Acting
4238828,1,Joy Chan,Joy Chan,Acting
2583060,2,Satoshi Shibasaki,柴崎哲志,Acting
4238868,2,Chiang Tieh-Cheng,Chiang Tieh-Cheng,Acting
1057990,1,Yui Ogura,小倉唯,Acting
