Year,MovieId,Name,id,imdb_id,origin_country_first,runtime,budget,revenue
2022,20554,終極堡壘,826749,tt14577300,US,100,20000000,52169
2022,20472,終極攻佔,718949,tt10957044,US,96,0,0
2022,18735,金甲部隊,600,tt0093058,US,116,30000000,46357676
2022,19690,地球重生,760873,tt6506264,DE,104,0,328914
2022,18693,獵殺戰場,733317,tt6456326,AU,132,1900000,0
2022,19241,生命理賠師,649394,tt8009744,US,118,0,106645
2022,23286,俠探特攻：贖罪行動,1035803,tt22394694,US,93,0,192939
2022,20848,玩命獵殺,628878,tt4029412,US,100,0,0
2022,20143,完美的敵人,655917,tt9421200,DE,89,0,0
2022,21306,大開眼戒,345,tt0120663,GB,159,65000000,162100000
2022,21388,午後彌撒 ,423333,tt11389748,US,111,0,131357
2022,20211,危城行動,762433,tt13432484,US,85,0,0
2022,20713,劫獄救援,818192,tt11388416,US,111,12400000,0
2022,20861,終極交戰,864116,tt14412366,US,101,98616,0
2022,18707,齊瓦哥醫生,907,tt0059113,US,200,11000000,111858363
2022,20681,全面掃蕩,689700,tt10023022,US,93,0,0
2022,23311,朝聖之路：聖雅各,59468,tt1441912,US,128,0,13900000
2022,20561,詭謎藏,801271,tt7975192,US,84,0,0
2022,21802,殺戮基地,848123,tt13918550,AU,99,0,0
2022,19475,爽賺姐妹,628914,tt9054192,US,110,7000000,0
2022,20458,情聖西哈諾,730047,tt12889404,CA,122,20000000,3000000
2022,19601,四個好日子,641960,tt10344522,US,100,0,843965
2022,20736,心碎效應,844398,tt14923008,DE,92,0,0
2022,19921,蘿莉塔,9769,tt0119558,US,153,62000000,1100000
2022,20930,終極夜路,916821,tt14174168,US,97,0,0
2022,20809,終極包圍戰,766907,tt13496236,CA,91,0,0
2022,20560,通靈女校,641668,tt11188624,GB,92,0,0
2022,21180,進擊的地才,821427,tt11131464,CA,94,0,24322
2022,20217,終極狩獵團,763164,tt13265876,US,108,0,0
2022,20992,公共圖書館員,331986,tt3294746,US,122,0,0
2022,21172,最後的生存者,789171,tt13889602,US,98,0,0
2022,23014,鱷魚歌王,830784,tt14668630,US,106,50000000,104088441
2022,22714,終極堡壘2,883502,tt14577304,US,87,22000000,69075
2022,20486,BJ單身日記,634,tt0243155,GB,100,25000000,281929795
2022,19318,美國舞孃,10802,tt0114436,US,131,45000000,20350754
2022,19383,異類崛起,850099,tt4940336,AU,109,0,0
2022,20384,魔境夢遊,12155,tt1014759,US,110,200000000,1025467110
