id,imdb_id,origin_country_first,runtime,budget,revenue
928709,tt17154094,FR,104,0,0
748787,tt12058584,AT,112,0,0
976893,tt27503384,JP,124,14000000,24094016
842424,tt11155784,DE,107,0,0
912726,tt15536668,DE,138,0,9598008
586813,tt9256012,DE,91,0,0
9343,tt0083946,DE,157,7362000,0
1033176,tt22059648,MN,90,0,0
1061648,tt16611924,YE,91,0,0
1017063,tt19363554,IT,93,0,0
396194,tt3031654,IT,156,0,4332386
11010,tt0110877,IT,109,3000000,33000000
803700,tt14641542,BE,147,0,9494985
693349,tt11877386,IT,120,5000000,0
852758,tt15823126,IT,126,0,0
743173,tt12989910,IT,101,0,0
1091360,tt10400026,FI,81,0,0
795254,tt11773446,US,90,0,0
1090024,tt16008564,IT,90,0,0
794234,tt13893190,FR,92,0,0
794246,tt14508984,IT,110,0,0
788977,tt15452062,DK,121,7047000,3646605
1058078,tt24017902,SE,93,2250000,633385
1015936,tt20782072,SE,100,2200000,0
915939,tt15239466,DE,84,0,46172
584242,tt9822706,CN,103,0,0
1029178,tt16715436,SG,87,0,0
782936,tt11212572,IE,96,0,0
916405,tt15109082,IE,94,1,6
888321,tt11992694,AT,114,7580600,3092534
997777,tt15157318,AT,88,0,0
1073449,tt26473516,VN,117,1000000,1050490
1057919,tt23747380,VN,110,0,0
1030991,tt22489308,PH,120,0,0
959558,tt14412446,NL,99,0,558917
296271,tt9663168,CZ,111,0,0
835362,tt13875550,CZ,95,0,0
993234,tt21111352,CZ,95,0,0
1027982,tt27445004,MY,115,653000,1363827
759524,tt13212046,MY,105,0,0
973587,tt28449053,MY,116,0,0
1015079,tt22205036,MY,102,0,0
1077693,tt10803634,MY,95,0,0
1005141,tt19783714,DE,106,750000,904000
1058616,tt24082438,US,94,0,21000
853084,tt11389212,FR,100,0,0
977177,tt26547790,TH,124,0,0
709631,tt9100018,US,88,0,5569593
1113119,tt29633446,TH,125,0,20000000
976125,tt14326000,TH,120,0,0
1113085,tt28654867,TH,106,0,0
1031388,tt27999306,TH,107,0,0
842607,tt24787556,TH,120,0,0
937753,tt13446128,TH,166,0,0
1076011,tt28686328,TH,128,0,0
952127,tt10235670,TH,116,0,0
977179,tt25406060,TH,121,0,0
804868,tt14526682,NL,83,0,0
788734,tt18816518,NO,97,0,1051375
823598,tt14099796,HK,125,45000000,6136329
1093485,tt26929966,HK,125,0,0
990140,tt22488024,CN,130,0,159959
531379,tt6902394,HK,144,38000000,0
957863,tt27881474,HK,95,415000,0
741602,tt20204936,CN,111,0,9605591
990326,tt25377462,HK,133,2800000,10000000
969050,tt19856688,HK,108,0,0
1172012,tt29571399,CN,97,0,0
824742,tt14071600,HK,103,0,0
902533,tt17005282,HK,100,16000000,0
1029168,tt18280126,HK,111,0,0
1099217,tt27881515,HK,106,650000,2000000
957861,tt22398026,HK,113,0,0
1002317,tt20603692,HK,89,0,0
1027944,tt22397894,HK,93,0,0
1005259,tt26493446,HK,119,0,0
898009,tt15618938,HK,96,0,0
999056,tt21330770,CN,115,0,76000
1002318,tt20603604,HK,82,0,0
72445,tt0084807,HK,109,0,1988145
1147689,tt28818363,HK,100,0,0
1063554,tt29602209,HK,107,0,0
1177518,tt29244335,HK,109,0,0
988900,tt27903398,HK,0,0,0
882569,tt4873118,US,123,55000000,20000000
1008042,tt10638522,AU,95,4500000,92000000
965150,tt19770238,US,102,0,7834405
11948,tt0085933,NZ,124,0,2306560
980078,tt19623240,GB,84,50000,7717044
676710,tt10473036,GB,93,17000000,21110363
11416,tt0091530,GB,126,24500000,17200000
560008,tt9179096,JP,115,0,1623809
11012,tt0104237,US,111,11000000,31000000
1104840,None,DE,0,0,0
261832,,US,164,0,0
953233,tt18970380,PL,112,0,0
591538,tt10095582,US,105,0,176248
4348,tt0414387,GB,129,28000000,121600000
89455,tt1680045,AT,110,0,1663931
87827,tt0454876,US,127,120000000,609016565
787791,tt7326608,US,95,0,790
48231,tt1571222,CA,99,15000000,27462041
10435,tt0103939,US,143,31000000,9493259
11889,tt0280778,US,91,5500000,16153953
46992,tt0150915,GB,121,0,0
3635,tt0335119,GB,100,10500000,31500000
71,tt0249462,GB,110,5000000,109280263
971699,tt8649344,GB,97,0,110722
28468,tt0085328,IT,110,0,0
935,tt0057012,GB,93,1800000,9500000
575264,tt9603212,US,164,291000000,567535383
385687,tt5433140,US,142,340000000,704709660
502356,tt6718170,US,93,100000000,1362000000
603692,tt10366206,US,170,90000000,440157245
872585,tt15398776,US,181,100000000,952000000
346698,tt1517268,US,114,145000000,1445638421
667538,tt5090568,US,127,195000000,441381193
447365,tt6791350,US,150,250000000,845600000
298618,tt0439572,US,144,220000000,271333313
572802,tt9663764,US,124,205000000,439381226
569094,tt9362722,US,140,100000000,690897910
976573,tt15789038,US,102,200000000,496444308
493529,tt2906216,US,134,151000000,208200000
609681,tt10676048,US,105,274800000,207089999
787699,tt6166392,GB,117,125000000,632302312
695721,tt10545296,US,157,100000000,337371917
926393,tt17024450,US,109,70000000,191067560
980489,tt4495098,US,135,60000000,121700000
968051,tt10160976,US,110,38500000,269670590
447277,tt5971474,US,135,297000000,569626289
335977,tt1462764,US,155,294700000,383963057
893723,tt15837338,CA,92,30000000,202231360
536554,tt8760708,US,102,12000000,181796517
753342,tt13287846,US,158,165000000,220597098
739405,tt7985704,US,113,50000000,37800000
670292,tt11858890,US,134,80000000,104272136
565770,tt9362930,US,128,104000000,130788072
594767,tt10151854,US,130,125000000,134038006
646389,tt5884796,GB,107,25000000,74515586
299054,tt3291150,US,103,100000000,37917985
945729,tt22687790,GB,104,60000000,121400000
951491,tt21807222,US,118,13000000,125319714
614479,tt13405778,US,107,16000000,189086877
466420,tt5537002,US,206,200000000,156922344
45464,tt0213314,HK,93,0,2189278
1050035,tt23736044,JP,125,0,0
713704,tt13345606,US,96,15000000,146700000
507089,tt4589218,US,110,20000000,297144130
616747,tt1695843,US,123,157800000,117449790
758323,tt13375076,US,103,18000000,76987621
937278,tt7405458,US,126,50000000,108961677
507684,None,US,91,0,0
785084,tt13833688,US,117,3000000,55101305
890771,tt10279472,US,101,0,0
762430,tt6906292,US,91,20000000,18685751
678512,tt7599146,US,131,14500000,250600000
897087,tt15744298,US,108,40000000,9112817
884605,tt15671028,US,104,45000000,83000000
615777,tt10640346,US,189,78000000,63363579
717930,tt5761544,US,119,30000000,9400000
700391,tt12261776,US,93,45000000,60730568
532408,tt3427252,US,99,41900000,66978229
614930,tt8589698,US,100,75000000,180513586
666277,tt13238346,US,106,12000000,28126646
649609,tt11358390,US,93,65000000,26874347
155,tt0468569,US,152,185000000,1004558444
768362,tt10855768,US,111,7000000,45100756
901362,tt14362112,US,91,95000000,207318137
934433,tt17663992,US,123,35000000,168961389
1040148,tt27155038,US,91,70000000,46247409
891699,tt15799866,US,104,0,0
747188,tt14230388,US,105,25000000,47281670
1071215,tt1448754,US,106,15000000,46553280
792293,tt13957560,US,105,30000000,20703794
912908,tt15153532,US,93,46000000,32000000
631842,tt15679400,US,100,20000000,54700000
817758,tt14444726,US,158,35000000,29048571
365620,tt3758542,IT,131,95000000,39220516
758009,tt9686790,US,101,0,4495365
536437,tt8080204,US,93,70000000,16014123
674324,tt11813216,GB,114,20000000,49300000
621587,tt10767052,US,104,14000000,18062279
823482,tt21942866,US,102,10000000,14114415
804150,tt14209916,US,95,32500000,88314672
605886,tt10275534,US,119,0,3138750
609768,tt9288740,US,94,0,0
844409,tt14097206,GB,108,0,0
876969,tt7720142,IT,113,0,188292
1015303,tt14013772,US,94,0,302271
804095,tt14208870,US,151,40000000,45629909
977013,tt3463938,GB,124,0,0
798286,tt13521006,US,179,35000000,12337378
864168,tt15268244,US,94,20000000,15800000
917007,tt4896168,US,90,0,0
839369,tt13651794,US,117,20000000,4232370
806368,tt14458442,US,123,0,3564844
829051,tt8373206,US,90,29100000,18167819
1004685,tt21376908,US,106,0,0
798362,tt8002382,US,109,0,0
1024773,tt15683734,US,99,0,4800000
942199,tt13130024,CA,95,0,53095
1030987,tt21991654,US,90,0,0
899524,tt14454876,GB,101,0,7039677
1043565,tt14147224,US,97,0,0
1074034,tt8270664,US,104,0,0
989473,tt11773810,US,93,0,0
1004663,tt21374850,US,122,0,1483975
1113278,tt27619382,US,87,0,970781
823147,tt8129806,US,119,0,27322
1035806,tt22394702,US,92,2000000,36171
814757,tt14402146,US,119,13500000,11395604
13689,tt0438315,US,118,0,0
1018,tt0166924,US,146,15000000,20289986
1156255,tt26450742,US,93,0,0
176,tt0387564,US,103,1200000,104004218
553147,tt9013340,US,99,0,0
641,tt0180093,US,102,4500000,7390108
765,tt0092991,US,84,3500000,10900000
131634,tt1951266,US,137,160000000,653428261
769850,tt13589412,US,90,0,0
1040892,tt15422224,US,93,350000,123000
927263,tt13660266,US,88,0,6318
1058923,tt26348071,US,70,0,0
894169,tt14849038,US,96,0,0
853387,tt11893676,GB,104,0,0
12254,tt0118308,US,107,0,0
101299,tt1951264,US,146,130000000,865011746
7859,tt0468489,US,107,700000,4911725
581,tt0099348,GB,181,22000000,424208848
5279,tt0280707,US,137,19800000,87754044
1989,tt0765120,FR,95,10000000,21800000
84892,tt1659337,US,103,13000000,33384127
70160,tt1392170,US,142,75000000,694394724
1089,tt0102685,US,122,24000000,83531958
68924,tt0119349,US,112,18000000,8038061
245891,tt2911666,US,101,20000000,88761661
245,tt0276751,GB,101,27000000,129000000
579496,tt7461272,US,121,0,0
849242,tt9317274,FR,90,0,0
898230,tt17164334,RU,76,1900000,3400000
923579,tt24069962,RU,80,0,8093685
589759,tt11006950,RU,84,3800000,3562423
586352,tt19811466,RU,76,0,3535910
576925,tt9572006,RU,98,0,0
901358,tt17538510,FR,144,0,1300000
1653,tt0318462,AR,126,0,57663224
611854,tt4741504,PL,104,3100000,196401
944401,tt17009348,FR,115,22700000,4082217
194,tt0211915,FR,122,10000000,173921954
11845,tt0256103,FR,119,0,2672527
811596,tt12264966,FR,109,35000000,0
921452,tt17277414,FR,117,22400000,13000000
960139,tt17505492,BE,89,2600000,0
975762,tt19815386,FR,110,0,0
85033,tt1550312,CA,121,0,1674801
659959,tt10457128,FR,101,6900000,3600000
745608,tt13639204,FR,83,0,0
785980,tt13217988,FR,135,0,0
771077,tt13531468,FR,117,7780000,11196824
925714,tt16987062,FR,122,0,3900000
943134,tt16606592,BE,127,15200000,9138503
429191,tt5639354,CL,104,0,1880736
786977,tt13729232,FR,123,0,0
925102,tt16953666,BE,114,0,3467232
958219,tt19891500,FR,113,5300000,0
478860,tt7374926,FR,107,6500000,0
944306,tt15385664,BE,85,0,0
1070449,tt26448811,FR,109,0,0
962543,tt19719862,FR,100,2600000,19833
865498,tt13361648,FR,112,0,7295051
977337,tt15097144,CH,83,0,0
925943,tt15376894,FR,123,0,823074
893366,tt10290244,CA,86,0,3813788
200995,tt0266855,KR,118,0,0
960275,tt14335980,FR,96,0,0
958179,tt23741324,FR,110,4400000,0
889699,tt18550140,DK,118,0,1252637
852432,tt15152316,FR,90,0,0
892515,tt14534796,FR,142,14000000,6667598
678299,tt9320184,FR,105,6900000,0
1005409,tt21382354,FR,101,0,19000
803694,tt15403712,FR,104,0,84178
918044,tt17009856,FR,123,4600000,0
657198,tt14590650,FR,110,0,0
952701,tt19719836,KH,119,0,1594998
898673,tt16252698,FR,92,0,1103374
843093,tt14275050,NO,123,5000000,0
848685,tt15006566,ES,138,3900000,10238603
803688,tt26255358,FR,84,0,456632
881693,tt14313434,FR,110,0,0
848958,tt14976386,FR,126,0,0
788030,tt6993614,FR,92,0,0
892530,tt13729364,FR,120,0,0
964681,tt19758084,FR,63,0,14632
925459,tt12819094,BE,99,0,0
820697,tt13391708,FR,96,3370000,46666
926889,tt17014214,FR,116,3900000,170419
740937,tt13389730,FR,140,0,0
1000058,tt22463404,FR,110,4700000,0
15383,tt0064040,FR,145,0,906133
803688,tt26255358,FR,84,0,456632
40650,tt0039822,FR,87,0,0
1629,tt0061473,FR,99,0,30857
5544,tt0052893,FR,90,0,3193
85927,tt0073166,FR,115,0,0
131836,tt0054426,FR,85,0,0
926889,tt17014214,FR,116,3900000,170419
967874,tt14860210,FR,109,0,8598322
147,tt0053198,FR,99,0,0
1600,tt0101765,FR,98,0,1999955
110,tt0111495,FR,100,0,4127033
109,tt0111507,FR,92,0,1273525
997659,tt21230074,HR,102,390000,0
1008005,tt18072540,ES,103,0,0
1026563,tt21199996,ES,104,0,1891519
1053587,tt20215670,ES,98,0,0
804251,tt11930126,IT,115,10250000,3324521
1077684,tt21909682,ES,117,0,967213
8222,tt0103030,ES,114,0,1710057
1091044,tt7710588,ES,114,0,0
1064801,tt12748562,ES,99,0,0
963765,tt13055264,ES,31,0,1057090
1933,tt0230600,US,104,17000000,210002906
994128,tt13968380,ES,95,0,0
1078920,tt15850538,ES,93,0,0
913991,tt15128358,ES,125,0,0
634120,tt7466810,IN,166,0,0
872556,tt15386680,IN,111,0,0
1121962,None,ID,12,0,0
1018518,tt21154728,ID,106,0,0
960206,tt19623228,DK,143,5000000,1560518
1005299,tt21378744,IR,108,0,0
1008043,tt13920920,FR,108,0,0
974521,tt20205236,IR,107,0,1067495
517731,tt8269552,IR,100,0,0
962558,tt19653180,IR,170,0,785361
782044,tt13419036,LT,115,0,0
949000,tt20199286,CA,86,0,0
46738,tt1255953,CA,130,6800000,6788659
1128001,tt11790268,CA,96,0,0
986088,tt14036276,CA,89,0,0
1008038,tt13456340,CA,117,0,0
9613,tt0278731,CA,98,10000000,5809240
866611,tt6443330,IL,91,0,69537
916224,tt16428256,JP,121,0,323638107
508883,tt6587046,JP,124,50000000,294200000
1059572,tt26862791,JP,94,0,23839864
1030587,tt21223380,JP,107,0,37475850
942881,tt22868842,JP,116,0,0
887870,tt15737898,JP,120,0,0
149,tt0094625,JP,124,5700000,49000000
1056803,tt27348312,JP,74,0,0
283566,tt2458948,JP,155,29700000,93882453
572154,tt9881586,JP,90,0,0
604605,tt9418812,JP,97,0,0
1086591,tt28036417,JP,75,0,2050242
813477,tt14379088,JP,121,0,15787771
872976,tt22474136,JP,87,0,0
16859,tt0097814,JP,103,6900000,4493017
1064669,tt27554389,JP,129,0,0
915403,tt16418362,JP,118,0,0
1056133,tt19413836,JP,94,0,6774090
1083862,tt26674627,JP,92,0,53929
874745,tt15450826,JP,98,0,0
1064662,tt27190932,JP,103,0,0
874743,tt15439344,JP,102,0,0
473888,tt6578572,JP,100,0,960212
31512,tt0768120,JP,130,0,0
1037348,tt19869122,JP,115,0,0
1124341,tt27881314,JP,132,0,0
1119211,tt27626792,JP,91,0,0
5879,tt0074102,JP,105,0,0
1069813,tt25582396,JP,118,0,0
1114205,tt23644572,JP,109,0,0
1108306,tt20860298,JP,58,0,1650521
961256,tt27453633,JP,128,0,0
961257,tt21652624,JP,128,0,0
991190,tt21105546,JP,116,0,0
1027273,tt22006138,JP,120,0,0
1002780,tt21417736,JP,95,0,0
1029475,tt27930733,JP,120,0,0
1029486,tt22777600,JP,127,0,0
936490,tt18395238,JP,104,0,0
698201,tt11923304,JP,120,0,0
1030205,tt22037646,JP,134,0,0
961418,tt21343502,JP,112,0,0
869886,tt20251822,JP,121,0,0
22970,tt1259521,US,95,30000000,71038838
37797,tt0113824,JP,111,0,0
1029621,tt24670176,JP,99,0,0
348869,tt1301178,JP,117,0,0
1068602,tt24657462,JP,0,0,0
1119114,tt28635008,JP,116,0,0
1106904,tt28347814,JP,114,0,0
928730,tt17309864,JP,99,0,0
940417,tt19815280,JP,100,0,2352175
1129646,tt28444512,JP,101,0,0
819163,tt11179000,JP,113,0,0
1068607,tt25399466,JP,121,0,0
1062844,tt27510170,JP,128,0,0
18872,tt0113725,JP,110,0,0
961295,tt21288116,JP,107,0,0
800151,tt14141970,JP,172,0,0
1024298,tt22651844,JP,112,0,0
961410,tt21647658,JP,128,0,0
971602,tt21819780,JP,96,0,0
2517,tt0408664,JP,141,0,0
1029479,tt24161580,JP,99,0,0
950863,tt21216020,JP,120,0,0
1029484,tt22648994,JP,99,0,0
746257,tt13369122,JP,109,0,0
1120459,tt28259022,JP,100,0,0
1115167,tt28756694,JP,137,0,0
1034660,tt21434474,JP,0,0,0
25050,tt1087578,JP,114,0,3511120
37585,tt0089206,JP,108,0,0
1017441,tt22062330,JP,116,0,0
961267,tt19845444,JP,105,0,0
11845,tt0256103,FR,119,0,2672527
1156189,tt28490873,JP,103,0,0
828948,tt23322952,JP,104,0,0
38405,tt0100991,JP,89,0,0
160642,tt2271315,JP,100,0,46180706
11845,tt0256103,FR,119,0,2672527
1064872,tt31407003,JP,0,0,0
1035647,tt28489497,JP,107,0,0
1076535,tt26689671,JP,130,0,0
1019661,tt21944604,JP,122,0,0
804032,tt14190918,JP,122,0,0
1067298,tt27745148,JP,104,0,0
968146,tt26930646,JP,0,0,0
1040496,tt27510455,JP,82,0,0
42341,tt1160629,JP,128,0,0
4935,tt0347149,JP,119,24000000,236049757
994741,tt22046186,JP,84,0,0
846716,tt15165236,HK,56,0,0
879008,tt15625968,JP,98,0,0
57118,tt1606180,US,101,5000000,0
81296,tt0127310,JP,127,0,0
204702,tt2412556,JP,129,0,0
872667,tt14246570,TW,100,0,0
760765,tt13409496,JP,109,0,0
42011,tt0093502,JP,127,0,0
1009447,tt22467872,JP,139,0,0
164207,tt0133089,JP,131,0,0
969441,tt30750832,JP,117,0,0
110283,tt0104874,JP,123,0,0
1134409,None,JP,78,0,0
33431,tt0330904,JP,78,0,0
41962,tt0095597,JP,127,0,0
128,tt0119698,JP,134,23500000,169000000
12429,tt0876563,JP,101,34000000,202404009
1026301,tt22437974,JP,75,0,0
1159247,None,JP,0,0,0
83183,tt0098972,JP,118,0,0
83205,tt0106651,JP,116,0,0
1021860,None,JP,68,0,0
85032,tt1842532,JP,91,0,0
962571,tt19719976,PK,127,0,1200000
958291,tt19785426,CY,108,0,0
580175,tt10288566,DK,117,5150000,21700000
958234,tt15387506,DK,135,0,0
983883,tt22742964,TW,130,1874400,15410325
1016392,tt27671269,TW,121,0,0
1046090,tt29319990,TW,134,0,91608950
999087,tt21962086,TW,101,0,0
1026559,tt26936155,TW,95,0,0
993092,tt28349905,TW,104,0,0
977209,tt20247796,TW,94,0,0
1012267,tt27033991,TW,99,0,0
1054087,tt29195650,TW,159,0,0
1022862,tt24330660,TW,0,0,0
1047003,tt27766132,TW,114,0,0
1040284,tt26686436,TW,118,0,0
1006763,tt22742070,TW,104,0,0
49982,tt0096908,TW,158,0,0
956288,tt26686277,TW,106,0,0
991898,tt22754786,TW,132,0,0
1006012,tt29452517,TW,112,0,0
1080494,None,TW,0,0,0
996108,tt27811012,TW,130,0,0
734732,tt12929746,TW,107,2000000,0
1005996,tt29566160,TW,103,0,0
1022108,tt28265358,TW,116,0,0
1168337,None,TW,105,0,0
1021768,tt22746776,TW,106,0,0
1036397,tt27671363,TW,124,0,0
975810,tt28220721,TW,99,0,0
1006024,tt27928749,TW,114,0,0
1077310,tt27042866,CN,97,0,8180000
1084783,tt27033944,TW,84,0,0
1096018,None,TW,83,0,0
1168336,tt29236840,TW,109,0,0
1029179,tt22463330,TW,90,0,0
1006683,tt27996285,TW,89,0,0
1007976,tt21116954,TW,120,0,0
662400,tt11697820,TW,126,0,0
1167792,tt29497968,TW,82,0,0
1088428,tt29115028,TW,140,0,14294
272122,tt0337507,TW,115,0,0
975817,tt28525465,MY,95,0,0
1124911,tt29053601,TW,89,0,0
1170696,None,JP,82,0,0
1121326,None,TW,99,0,0
1209560,None,TW,75,0,0
1155680,tt28484838,TW,81,0,0
899464,tt21969886,TW,0,0,0
1093453,None,TW,78,0,0
1125053,None,TW,20,0,0
1117283,None,TW,18,0,0
1153794,None,TW,17,0,0
1130343,None,TW,25,0,0
1165736,None,TW,18,0,0
1121017,None,TW,21,0,0
937101,tt15435040,TW,98,0,0
56616,tt0377556,TW,82,0,0
1331693,tt31913644,TW,82,0,0
1177667,tt30488449,TW,83,0,0
1007944,tt29115814,TW,79,0,0
1016255,tt27936806,TW,155,0,0
1008742,tt30842823,TW,101,0,0
438210,tt1216278,TW,95,0,0
87953,tt0082371,TW,90,0,0
931102,tt15430628,CN,126,0,36232675
1022830,tt18689962,CN,0,0,0
1019619,tt18673234,CN,124,0,0
862855,tt15413054,CN,114,0,58340541
824738,tt8519380,CN,95,0,0
820099,tt11482948,CN,123,0,0
11599,tt0234837,CN,83,0,0
682152,tt14859416,TR,131,0,0
665733,tt13231544,TR,197,3720000,0
1111750,tt14330672,SA,120,0,0
838209,tt27802490,KR,134,0,97974828
745881,tt13446168,TH,131,0,7230000
1017163,tt27811040,KR,109,0,83703350
1317874,tt32938930,KR,103,0,1857169
1314450,tt33368329,KR,95,0,0
1147710,tt31624258,KR,100,0,14602614
1307028,tt32881486,KR,92,0,0
726139,tt25808194,KR,96,14750000,6283415
965094,tt32175399,KR,111,0,30937400
1315707,tt32903026,KR,93,0,18500823
1229421,None,KR,109,0,99635
1169340,tt32013903,KR,102,0,257377
921436,tt31898445,KR,96,0,13368094
626412,tt20201212,KR,122,0,10824208
995926,tt30287778,KR,118,0,53453611
865910,tt26591189,KR,100,0,0
41531,tt1562328,TW,109,0,0
1361488,None,KR,91,0,0
743815,tt32220831,KR,102,0,0
736720,tt32475217,KR,101,0,14439610
1007127,tt31315820,KR,109,0,6676327
660355,tt12663266,KR,95,0,1309215
696047,tt30364726,KR,114,0,11976305
1375053,None,KR,90,0,0
1262209,tt31851580,KR,126,0,0
936245,tt34490115,KR,113,0,0
661681,tt12664652,KR,105,0,0
638483,tt12669716,KR,104,0,0
1154154,tt33022813,KR,118,0,6229165
644714,tt15426974,KR,109,0,11772156
717088,tt29466094,KR,103,0,0
987538,tt28710841,KR,104,0,0
838206,tt32322546,KR,93,0,0
660360,tt22813112,KR,153,40000000,34210966
876127,tt30911335,KR,120,0,0
1338226,None,KR,96,0,0
1063814,tt27176023,KR,110,0,0
1300157,tt32799289,KR,94,0,0
973628,tt28488187,KR,116,0,0
799710,tt14916052,KR,106,0,0
1234114,None,KR,101,0,0
783111,tt32933495,KR,124,0,0
1314446,None,KR,107,0,0
1091051,tt29419864,KR,120,0,0
746349,tt27304839,KR,107,0,0
1005533,tt26736481,KR,112,0,0
15859,tt0428870,KR,117,4200000,0
1117291,tt28077172,KR,61,0,0
717712,tt27830625,KR,52,0,0
1146410,tt31015344,KR,90,0,71614
1252163,None,KR,116,0,0
40167,tt1588356,KR,115,0,0
976581,tt20114686,GB,99,0,0
978592,tt8542964,AU,112,0,0
998022,tt26612950,DE,98,0,0
888768,tt15740596,DE,110,0,0
900379,tt26440619,DE,103,0,2147526
936117,tt14439178,DE,118,0,0
982202,tt13506526,DE,113,0,115632
1061855,tt14514964,DE,84,0,6500000
951051,tt27148236,DE,97,0,0
623184,tt8892064,DE,93,0,0
978580,tt16103266,LU,110,0,0
958186,tt26315142,MX,95,0,163399
772450,tt14212142,MX,120,0,0
29264,tt0056732,MX,93,0,0
730256,tt27816866,FR,104,0,0
986855,tt21605226,FR,98,0,0
837335,tt14561712,IT,131,0,4933288
700819,tt6832210,IT,121,0,0
937746,tt14225838,IT,121,13272819,0
1026227,tt21800162,IT,118,9000000,49849677
801112,tt14137416,FR,134,14100000,4123091
1023962,tt4707780,IT,175,0,0
838876,tt15213704,IT,105,0,0
571468,tt7270808,IT,141,12000000,0
1043997,tt9320170,IT,111,0,0
1070535,tt25730490,SE,97,2150000,0
3423,tt0064165,FR,89,0,0
998625,tt21272440,BE,93,0,0
1280832,tt32277855,MY,104,0,0
1287250,tt32363253,SG,132,0,0
1238576,tt29383540,SG,138,2000000,0
1027073,tt15782690,IE,106,0,0
1050904,tt20420790,EE,110,2900000,14861
1078810,tt26006472,AT,86,0,0
1309123,tt32740311,VN,95,0,0
1202618,tt30460383,VN,0,0,0
1210973,tt31174028,VN,131,0,0
1222274,tt30611573,VN,99,0,0
906467,None,CN,0,0,0
1327383,tt31710879,PH,119,0,0
989589,tt10370812,AR,101,0,0
951048,tt28293875,AR,121,0,0
1090031,tt26773666,NL,77,0,0
1134433,tt29609422,TH,121,0,15150000
1103621,tt31392609,TH,126,0,73800000
1247019,tt31513578,TH,112,0,4210676
1244361,tt32750439,TH,110,0,0
1167366,tt28766949,TH,148,0,0
1241429,None,TH,0,0,0
1181045,None,TH,0,0,0
1102510,None,TH,108,0,152465
1226170,tt32490826,TH,119,0,0
1288175,tt33477753,TH,105,0,0
1322616,None,TH,90,0,0
1100705,None,TH,104,0,0
1257388,tt32380407,TH,125,0,4527000
1143959,tt27788834,TH,131,0,0
1093215,tt28937890,TH,130,0,0
1290213,tt32362537,TH,104,0,0
1113142,None,TH,90,0,0
1052160,tt24744192,TH,135,0,300000
1290206,tt32362515,TH,135,0,3984000
17111,tt0440803,TH,97,125000,0
1224589,tt31145295,TH,94,0,2082578
1072493,tt30625404,TH,101,0,0
1072582,tt30103412,TH,114,0,0
1113071,tt30957694,TH,103,1000000,91452
1208994,tt30320576,NO,84,0,0
68477,tt0228807,JP,110,0,0
923667,tt20316748,HK,125,38400000,95399186
1226141,tt31648020,HK,126,0,0
991197,tt30958950,CN,98,0,32972054
1128650,tt30024043,CN,117,38500000,33318954
989909,tt19029666,HK,114,0,18333795
942074,tt27139786,HK,113,650000,0
1063863,tt28594068,HK,102,0,0
844,tt0212712,HK,128,12000000,20205757
1136690,tt31659167,HK,116,0,2403433
1050491,tt22776798,HK,99,0,0
993156,tt30488315,HK,102,0,0
1095805,tt33420331,HK,114,0,0
674813,tt11810546,HK,120,0,0
740467,tt13887128,HK,112,0,0
1020784,tt29632851,HK,138,0,0
1187970,tt30478127,HK,133,0,4871447
998137,tt31159533,TW,112,0,0
1184505,tt30474040,HK,0,0,0
1098275,tt27121093,HK,101,0,0
1157680,tt30439035,CN,93,0,0
991193,tt22000856,HK,106,0,0
18329,tt0118845,HK,96,125000,5000000
1178574,tt33499985,HK,130,0,2806606
1117166,None,MO,78,0,0
1100901,tt28637452,TW,91,0,0
600354,tt10272386,GB,97,6000000,21029340
467244,tt7160372,US,105,15000000,52631884
804616,tt22863968,US,86,0,0
655,tt0087884,DE,145,1750000,2181987
567811,tt7959138,GB,87,0,16219846
785429,tt12981702,FR,87,37500000,2779874
714675,tt12531856,PL,110,0,324522
1010600,tt22050754,US,91,8500000,48166448
1079485,tt23330554,GB,93,415000,7582541
571,tt0056869,US,120,2500000,11500000
1215918,tt22767628,US,108,0,0
970348,tt19883634,GB,113,0,7702015
1274238,tt31218239,GB,104,0,0
879689,tt14946978,GB,100,0,0
269509,tt2403439,US,89,10000000,2000000
1274237,tt32778124,GB,128,0,0
20539,tt0115988,US,124,25000000,7343114
896639,tt13968794,GB,89,0,0
935906,tt8649252,GB,84,84,1234483
1130053,tt27819388,GB,82,0,47300
1375774,tt34227779,US,93,0,845370
1075175,tt22890246,GB,91,0,1216642
800301,tt13430858,GB,109,0,10898395
76406,tt0090182,DE,94,0,0
171372,tt1605717,IE,95,1000000,1897363
1022789,tt22022452,US,97,200000000,1698778437
475557,tt7286456,US,122,55000000,1078958629
533535,tt6263850,US,128,200000000,1338073645
693134,tt15239678,US,167,190000000,714444358
519182,tt7510222,US,94,100000000,969280910
912649,tt16366836,US,109,120000000,478103649
945961,tt18412256,US,119,80000000,350865342
1241982,tt13622970,US,99,150000000,1044396565
653346,tt11389872,US,145,160000000,397378150
718821,tt12584954,US,123,155000000,370962265
573435,tt4919268,US,115,100000000,404547819
889737,tt11315808,US,138,195000000,206400287
558449,tt9218128,US,148,310000000,458718000
866398,tt15314262,US,105,35000000,152720535
786892,tt12037194,AU,149,170000000,173775791
762441,tt13433802,US,99,67000000,261786322
1184918,tt29623480,US,102,78000000,324816010
402431,tt1262426,US,162,150000000,724720058
792307,tt14230458,US,141,35000000,117607117
