movie_id,id
1035806,2613318
814757,39
13689,56349
1018,5602
1156255,131946
176,2127
553147,95101
641,6431
765,7623
131634,10943
769850,2874455
1040892,2840507
927263,1046739
1058923,1556959
894169,583932
853387,62768
12254,71950
101299,10943
7859,53068
581,1269
5279,9789
1989,12453
84892,19311
70160,23964
1089,14392
68924,1614
245891,40644
245,3288
245,3289
579496,1034086
849242,1152047
898230,2182238
898230,1404563
923579,1265147
589759,2669990
589759,582504
586352,582232
576925,2669990
576925,1628967
901358,557984
1653,8574
611854,1068350
944401,59
194,2419
11845,23724
811596,2352
921452,64210
960139,2434376
975762,3195061
85033,69371
659959,4387
745608,54170
785980,24891
771077,17520
925714,54222
943134,1320870
429191,1142171
786977,1100038
925102,18175
958219,17460
478860,1051327
944306,1558103
1070449,41788
962543,1625850
962543,1625851
865498,35959
977337,1477086
925943,1648265
893366,2181532
893366,1587696
200995,1134608
960275,20085
958179,46295
889699,1574550
852432,17623
892515,932524
678299,2080659
1005409,1810345
803694,236889
918044,76910
657198,149880
952701,1124422
898673,53708
843093,150390
848685,96690
803688,1312056
881693,143389
848958,5077
788030,1331401
892530,1171316
964681,2052319
964681,3513797
925459,113736
820697,1702466
926889,1806870
740937,16919
1000058,73654
15383,3831
803688,1312056
40650,3831
1629,3776
5544,11983
85927,29905
131836,612897
926889,1806870
967874,50517
147,1650
1600,1126
110,1126
109,1126
997659,2003026
1008005,74661
1026563,2562314
1053587,1430334
804251,1748697
1077684,1221292
8222,309
1091044,1184109
1064801,51896
963765,309
1933,19840
994128,2596472
994128,1679853
1078920,1485998
913991,6521
634120,1752066
872556,1735836
1121962,235432
1018518,1565080
960206,1292227
1005299,1240285
1008043,1005696
974521,120229
517731,120229
962558,1600064
782044,231866
949000,2518693
46738,137427
1128001,53583
986088,1955091
1008038,1085618
9613,224
866611,1734045
916224,74091
508883,608
1059572,1039349
1030587,1754133
942881,81495
887870,1144885
149,185
1056803,1145368
283566,77923
283566,56341
283566,1999367
283566,77921
572154,1145368
604605,1362698
1086591,1145368
813477,77921
872976,1373229
16859,608
1064669,1098264
915403,1515341
1056133,102033
1056133,1726802
1083862,589915
874745,1250472
1064662,1785807
874743,1558201
473888,1087779
31512,131186
1037348,1561992
1124341,78866
1119211,233586
5879,46230
1069813,2762873
1114205,20310
1108306,1247708
961256,2744791
961257,78268
991190,1324085
1027273,1462262
1002780,1107015
1029475,583881
1029486,144412
936490,237364
698201,585208
1030205,106549
961418,43652
869886,1670127
22970,47506
37797,555254
1029621,592488
348869,1487492
1068602,2383310
1068602,1515341
1119114,999723
1106904,1350920
928730,2223841
940417,564910
1129646,3082128
819163,1477234
1068607,2649234
1068607,1515341
1062844,126784
18872,25645
961295,26875
800151,2611395
1024298,1355412
961410,133251
971602,2237138
2517,25645
1029479,1160535
950863,1324587
1029484,123885
746257,1139814
1120459,1785807
1115167,1061130
1034660,133704
25050,25645
37585,73121
1017441,579313
1017441,2230559
961267,999723
11845,23724
1156189,2010321
828948,3736997
38405,58608
160642,932980
11845,23724
1064872,572028
1035647,1498600
1076535,78905
1019661,116787
804032,1776727
1067298,3850107
968146,2688922
1040496,3078780
42341,127890
4935,608
994741,46366
846716,12453
879008,2242054
57118,225554
81296,69167
204702,127890
872667,1159523
760765,1735200
42011,69167
1009447,78268
164207,69167
969441,933484
110283,69167
1134409,1119393
33431,58608
41962,69167
128,608
12429,608
1026301,134812
1159247,3140690
1159247,4192996
83183,69167
83205,69167
1021860,3692006
85032,58608
962571,2261501
958291,1605622
580175,4453
958234,102890
983883,1576757
1016392,1012319
1046090,119410
999087,2552254
1026559,126775
993092,2224432
977209,1375107
1012267,3724575
1054087,85337
1022862,565893
1047003,1934679
1040284,2275274
1006763,1333855
49982,64992
956288,1266722
991898,3601140
1006012,127926
1080494,3898092
996108,69841
734732,557290
1005996,3641331
1022108,1106982
1168337,4228634
1021768,1542793
1036397,565896
975810,3549559
1006024,2298206
1077310,1411529
1084783,1966252
1096018,3951358
1168336,131288
1029179,1961109
1006683,3643739
1007976,1354728
662400,71174
1167792,2974363
1088428,2299049
272122,1158867
975817,3549570
1124911,1554171
1170696,222332
1121326,4171891
1121326,4186217
1209560,4402982
1155680,1630178
899464,1705284
1093453,3943861
1093453,3943862
1125053,3674698
1117283,4025999
1153794,1580826
1130343,4075962
1165736,3674697
1121017,4040818
937101,1912833
56616,71174
1331693,2606257
1177667,4269119
1007944,2421086
1016255,3674861
1008742,3652399
438210,1158861
87953,64992
931102,1452270
1022830,3695242
1022830,2962359
1019619,240150
862855,2409117
824738,3074803
820099,137141
11599,71056
682152,1109366
665733,56214
1111750,1745962
838209,1544991
745881,81251
1017163,2879867
1317874,3140690
1314450,4818835
1314450,4818837
1147710,3084810
1307028,3140690
1307028,4804724
726139,1135344
965094,2230914
1315707,2042738
1229421,4533606
1229421,4533607
1169340,2668778
921436,1075354
626412,119337
995926,86325
865910,1673495
41531,126775
1361488,4564849
743815,2781342
736720,2755355
1007127,1489282
660355,1678527
696047,1701953
1375053,3140690
1375053,4192996
1262209,3140690
1262209,4192996
936245,1296327
661681,994253
638483,3460618
1154154,125426
644714,480529
644714,480530
717088,1731913
987538,3607914
987538,3607919
987538,3607916
987538,3607922
987538,3607917
987538,3607923
838206,3118286
660360,1049134
876127,3240769
1338226,3140690
1063814,3137399
1300157,1766964
973628,96631
799710,1762319
1234114,3276452
783111,566365
1314446,4818790
1091051,1731913
746349,1293617
1005533,557415
15859,78866
1117291,1852026
717712,2686610
1146410,150975
1252163,4564849
40167,123802
976581,2818891
976581,3004520
978592,59265
998022,1584382
888768,21737
900379,2332
936117,1628010
982202,210550
1061855,1488942
1061855,22496
951051,1775995
623184,1303917
978580,39298
958186,2112566
772450,46085
29264,793
730256,2686827
986855,2252779
837335,931211
700819,225160
937746,63973
1026227,133214
801112,105866
1023962,128745
838876,3120334
571468,1130801
1043997,555526
1070535,2813236
3423,20789
998625,2276189
1280832,2199869
1287250,225055
1238576,225055
1027073,4746
1050904,580824
1078810,1822767
1078810,1134670
1309123,2053029
1202618,2428652
1210973,1594385
1222274,4447177
1327383,1038736
989589,1481876
951048,1139619
1090031,1299703
1134433,146515
1103621,2730142
1247019,146515
1244361,80733
1167366,226514
1241429,2178483
1181045,4280975
1102510,3970672
1102510,3970671
1226170,3644234
1226170,2721534
1226170,3298119
1226170,1188818
1288175,1267628
1322616,4639382
1100705,3473917
1257388,259989
1143959,2650341
1093215,3943045
1290213,3317265
1113142,990964
1052160,2214726
1290206,2856873
17111,81252
17111,81251
1224589,1146452
1072493,2388399
1072582,582595
1113071,1026325
1208994,3743348
68477,67316
923667,93991
1226141,1356771
991197,138500
1128650,1341
989909,92831
942074,3438314
1063863,3839629
844,12453
1136690,1174080
1050491,1400678
993156,1417213
1095805,2774515
1095805,2774516
674813,1277754
740467,2081251
1020784,3689144
1020784,81220
1187970,2067023
998137,1985636
1184505,146083
1098275,123199
1157680,109606
991193,2972234
18329,12453
1178574,1194706
1117166,2560733
1100901,1376363
600354,1150548
467244,66728
804616,1428907
655,2303
567811,58421
785429,2933907
714675,1226684
1010600,16938
1079485,3122176
571,2636
1215918,93922
970348,15488
1274238,2026329
879689,2392557
269509,1318897
1274237,2026329
20539,55476
896639,7017
935906,1736559
1130053,1673449
1375774,1556959
1075175,1504740
800301,37630
76406,2303
171372,83281
1022789,182001
475557,57130
533535,17825
693134,137427
519182,124748
912649,940376
945961,932248
1241982,4524084
1241982,1461394
1241982,1513971
653346,1179066
718821,931952
573435,1399841
573435,1399842
889737,57130
558449,578
866398,19769
786892,20629
762441,2580328
1184918,66193
402431,54507
792307,122423
845781,51851
762509,92784
157336,525
1011985,64151
1167271,57028
746036,40684
698687,84496
933260,1607016
929590,2036
634492,223551
940551,1092607
748783,61411
539972,556172
1032823,11614
917496,510
1226578,90609
969492,125324
1100782,2218465
639720,17697
939243,93364
967847,57193
799583,956
618588,144798
1114513,63306
1088514,309
437342,1706480
1072790,82511
1041613,856440
1125311,55075
720321,2036105
365177,16847
957452,228134
1111873,66681
1111873,1039527
1086747,2957803
956842,88967
1034541,933176
1138194,1317685
1138194,1317686
839033,16137
1079091,88675
974635,564
978796,1231927
937287,78160
840705,37153
927107,16938
1087822,20192
508947,2009739
814889,59291
628922,56373
1064213,118415
560016,76788
840430,13235
882059,1275319
1064028,2263272
972614,2232
5492,41355
944194,56710
1087388,1361546
646683,93151
802219,1415665
1081012,27226
974250,1191094
76,564
80,564
975056,72960
1008409,71872
1020006,1769
676685,73098
676685,57810
1026436,1940991
870360,1486487
245842,129952
1162322,4204184
1162322,4204183
663712,933176
916738,2540727
1019939,1689814
1075815,1751861
1075815,1751860
1075815,1248157
1165466,1397786
1165466,585933
1165466,585934
913673,109016
913673,109017
420634,933176
1000780,1498538
86829,1223
86829,1224
283161,15812
470,223
398818,78160
1443,1769
1051896,3879718
1079810,1636905
1246014,4683398
1246014,2664359
1219522,3199051
1219522,4436675
1137196,46199
864101,107720
1112357,1265147
958161,1079374
958161,1410261
1211728,1923093
1211728,2409498
1211728,1129914
1211728,1566167
1211728,1314916
1211728,1128799
1211728,3702907
1211728,2430413
734002,1466181
734002,1003237
1048516,1107609
1017066,1192152
12652,20789
4593,793
42454,20789
3427,20789
5558,793
649,793
5781,793
838240,95528
915935,1175620
964960,107730
976576,1017274
960033,1145355
914206,146438
661935,65569
995746,1605612
824016,3556
970398,106697
995408,145117
1004555,935042
888003,201
965791,84425
965791,84426
1216452,1364491
1216452,4424686
1004840,3638178
934506,231431
961082,96627
989238,1622992
1045770,133398
995808,144791
995808,42741
423,3556
970867,2894609
970867,2894608
108,1126
626,793
85033,69371
676727,1044850
676727,32535
37335,16862
42726,16862
429191,1142171
1024541,1428801
1235926,1300690
99,309
997294,37833
1276210,88084
1053600,1294751
64,309
219,309
1088851,1384823
267,309
8088,309
927547,1467320
1176166,235432
1128936,146014
1148817,1322339
1264429,3613598
1126128,1302682
987419,1155290
1234591,1901974
1234591,1901973
988402,1453110
850028,19774
912520,143595
912480,1575183
923387,82423
989496,439442
989232,1728174
989232,1728172
1012201,1325228
1221404,1845819
1244492,1456621
1148677,1297518
1104844,1885025
1146972,1241824
904759,1552712
1148588,3462075
1276108,1561992
1070507,583881
1223178,2887522
1357633,1627340
1129610,2574299
15370,78173
632632,2564771
47002,55785
38142,74091
1120846,1498599
357405,571991
1216623,1627346
1201210,234646
1188456,1406559
1156125,1487492
198375,74091
1044555,579313
1117609,582611
1137142,17282
1276849,236470
1130899,20310
1267822,2121864
1211650,2382146
21712,93107
1268198,1735355
12924,74091
1163269,1301811
1231785,1117043
261124,65986
1214499,4416708
1025301,135208
1122715,1045564
1086011,2223841
79707,74091
1101181,133691
1264344,1322394
1019421,105400
1283793,2230559
37910,74091
1273597,1505545
1188019,80107
1302106,1406559
1152908,1406394
1140221,509442
1062910,94050
68606,225738
1229076,583881
1153325,2608194
1244244,26882
1293338,1644823
1103432,90502
1212497,3097336
1186850,1573201
1101734,72496
1094482,1973739
1276633,1498597
1254532,554487
1145026,509442
81,608
1210309,127891
921,6159
1167863,1305933
726657,88784
1155235,1053307
1015464,126784
1255316,1421871
1276242,70103
1265800,124640
1072742,2441846
1240834,1080183
1352548,4924871
11621,608
1002535,78268
1333100,1553591
969784,2290150
1211716,1481756
1250407,583881
68837,83642
482150,1072778
890526,1289548
1078280,1148984
1275240,1927823
478376,1477234
202885,119493
110852,225738
118785,225738
117129,225738
966238,1305360
253235,3026
501657,225738
1278652,2868035
1126361,1130942
1009087,2422854
1074174,1130942
1032767,1130942
1009082,2422854
980026,74752
1031050,1678577
1085218,1183636
1079202,77530
1108450,114540
1188258,1360022
1006724,1485160
1166073,2360732
1261250,2441491
926188,2652899
1027588,2411583
1029244,581943
1102857,557290
1270769,4240243
1283068,2542760
1283068,4700752
1377013,1954075
1007980,2299025
1078374,1333856
996871,2399109
996871,2559079
996871,2836746
996871,1985636
996871,2838953
996871,3614587
996871,17460
996871,65261
996871,3683235
1162931,56379
1084740,932689
1214266,2039034
1015623,2882166
937855,1149204
1088709,1844023
1006732,1850683
11553,64992
1236428,3655587
1236428,1128533
1248407,2836884
1083971,3910970
1083971,1523217
1395259,2064257
1297616,3475655
1019828,1578124
1235022,3927005
1318638,4837694
1226599,4465111
1255586,4577760
1308707,4793414
1085574,1497813
1239035,1006872
1341782,1081062
1311577,1333995
1311577,4203491
948184,2090986
1305515,1083227
1239038,4511967
1233209,586423
662402,118772
25538,143035
256930,1017332
1006739,2399774
78450,143035
1149096,4150980
1223386,4451878
1401562,5116573
1006664,1544817
1330874,4889323
1247973,1576754
45996,64992
1265692,2148238
78450,143035
49982,64992
940247,3431876
1203439,1624654
1247973,1576754
949709,31033
950019,1615891
878607,71056
783121,92831
957996,1130924
957996,1093930
1108211,3992160
1108211,3070248
1155257,1698170
1181642,3964369
438030,1130924
438030,1093930
1109237,2399109
1287986,115309
1267665,4385502
1008393,3650167
714650,125074
1208997,2421796
1182047,1574550
1333099,1063331
812037,6295
971968,1170459
1164355,1260451
1234593,1548330
1235424,2132649
1136558,3152597
1216443,587651
1303162,127440
1279788,937799
1234779,1716600
117646,71056
1241476,1954827
612696,1716600
103875,71056
428481,1716600
