tw_id,tw_title,tmdb_id,imdb_id,production_country,tw_first_release_date,budget,global_revenue,movie_runtime,data_created_time,data_updated_time
16356,恐怖份子,78450,tt0091355,中華民國,2020-06-24 00:00:00,0,0,109,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19957,高山上的熱氣球,893252,tt15096446,中華民國,2021-12-22 00:00:00,0,0,109,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25818,撼山河 撼向世界,1168336,tt29236840,中華民國,2023-11-01 00:00:00,0,0,109,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27873,刺心切骨,940247,tt15424716,中華民國,2024-12-29 00:00:00,0,0,109,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25104,粽邪3 :鬼門開,1033667,tt27941077,中華民國,2023-08-25 00:00:00,0,0,109,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27017,雪水消融的季節,1255586,tt29494975,中華民國,2024-09-27 00:00:00,0,0,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20921,少年吔，安啦！,205464,tt0105382,中華民國,1992-07-03 00:00:00,0,0,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20646,咒,864370,tt18968540,中華民國,2022-03-18 00:00:00,0,5700000,111,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26872,以愛之茗,662402,tt21994228,中華民國,2024-05-24 00:00:00,0,0,111,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22531,流麻溝十五號,1005555,tt22498834,中華民國,2022-10-28 00:00:00,0,0,111,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21785,哈勇家,975812,tt22370990,中華民國,2022-08-12 00:00:00,0,0,111,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25424,鬼們之蝴蝶大廈,1102857,tt29608585,中華民國,2024-11-01 00:00:00,0,0,111,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28090,夏日的檸檬草,1261250,tt32991372,中華民國,2024-08-02 00:00:00,0,0,112,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
12489,五月天 人生無限公司,601434,tt10346206,中華民國,2019-05-24 00:00:00,0,0,112,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25063,老狐狸,1006012,tt29452517,中華民國,2023-11-24 00:00:00,0,0,112,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23409,我的婆婆怎麼把ＯＯ搞丟了,1027867,tt24354288,中華民國,2023-01-13 00:00:00,0,0,113,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18190,聽見歌 再唱,793392,tt15448352,中華民國,2021-04-16 00:00:00,0,0,113,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19729,一杯熱奶茶的等待,876648,tt21936550,中華民國,2021-12-24 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20531,野夏天,931885,tt17336922,中華民國,2022-03-25 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23961,青春並不溫柔,1006024,tt27928749,中華民國,2023-10-27 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19608,該死的阿修羅,880156,tt15742308,中華民國,2022-03-02 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19987,願未央,816752,tt13298600,中華民國,2022-03-18 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25586,惡女,1047003,tt27766132,中華民國,2023-10-27 00:00:00,0,0,114,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24009,油麻菜籽,272122,tt0337507,中華民國,1984-01-01 00:00:00,0,0,115,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27462,愛情城事,996871,tt28813819,中華民國,2024-08-30 00:00:00,0,0,115,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24718,破浪男女,1029244,tt32079904,中華民國,2024-06-28 00:00:00,0,0,115,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25222,他馬克老闆,1022108,tt28265358,中華民國,2023-09-28 00:00:00,0,0,116,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24014,疫起,1040284,tt26686436,中華民國,2023-04-07 00:00:00,0,0,118,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20521,藏匿處,936286,tt18317338,中華民國,2022-09-08 00:00:00,0,0,118,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20670,少年吔,943737,,中華民國,2022-03-18 00:00:00,0,0,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27644,千禧曼波,11553,tt0283283,中華民國,2001-11-17 00:00:00,0,0,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22759,我這樣過了一生,256133,tt0092231,中華民國,2022-10-22 00:00:00,0,0,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20477,我吃了那男孩一整年的早餐,839294,tt17292614,中華民國,2022-01-28 00:00:00,0,0,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22671,罪後真相,1007962,tt22463402,中華民國,2022-10-28 00:00:00,0,0,120,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24239,我的天堂城市,1007976,tt21116954,中華民國,2023-09-15 00:00:00,0,0,120,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24818,請問，還有哪裡需要加強,1016392,tt27671269,中華民國,2023-07-28 00:00:00,0,0,121,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21233,台灣男子葉石濤,987422,tt15677210,中華民國,2022-06-17 00:00:00,0,0,122,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
10375,一家之主,769802,tt13298522,中華民國,2020-10-07 00:00:00,0,0,124,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26751,青春18×2 通往有你的旅程,1188258,tt31039829,中華民國,2024-03-14 00:00:00,0,0,124,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26788,看到靈魂的那隻眼 師公,1248407,tt31807711,中華民國,2024-03-22 00:00:00,0,0,124,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25335,成功補習班,1036397,tt27671363,中華民國,2023-09-22 00:00:00,0,0,124,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
15447,日子,662400,tt11697820,中華民國,2023-10-27 00:00:00,0,0,126,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27100,女兒的女兒,1006732,tt29271889,中華民國,2024-11-22 00:00:00,0,0,126,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28363,默視錄,948184,tt28419037,中華民國,2024-11-15 00:00:00,400000,0,126,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
502,風中家族,356701,tt4814380,中華民國,2015-07-24 00:00:00,0,0,126,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28097,優雅的相遇,1239035,tt32058431,中華民國,2024-12-13 00:00:00,0,0,127,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19269,月老,783740,tt15456878,中華民國,2021-11-24 00:00:00,0,0,128,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19319,青春弒戀,796155,tt15138308,中華民國,2021-11-19 00:00:00,0,0,128,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19183,瀑布,852355,tt15119668,中華民國,2021-10-29 00:00:00,0,0,129,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23926,車頂上的玄天上帝,996108,tt27811012,中華民國,2023-11-11 00:00:00,0,0,130,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23535,關於我和鬼變成家人的那件事,983883,tt22742964,中華民國,2023-02-10 00:00:00,1874400,15410325,130,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29502,非想非非想,1341782,,中華民國,2024-12-27 00:00:00,0,0,130,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28114,角頭-大橋頭,1303236,tt32915791,中華民國,2024-08-16 00:00:00,0,0,131,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23408,山中森林,991898,tt22754786,中華民國,2023-01-13 00:00:00,0,0,132,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25590,周處除三害,1046090,tt29319990,中華民國,2023-10-06 00:00:00,0,91608950,134,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21119,一家子兒咕咕叫,899460,tt22335454,中華民國,2022-11-18 00:00:00,0,0,135,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20817,我心我行,1006694,tt22398358,中華民國,2022-11-11 00:00:00,0,0,136,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27340,環南時候,1085574,tt29115978,中華民國,2024-05-31 00:00:00,0,0,139,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25728,少男少女,1088428,tt29115028,中華民國,2023-11-17 00:00:00,0,14294,140,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21915,他還年輕,1005979,tt29060486,中華民國,2022-09-02 00:00:00,0,0,142,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28405,種土,1088709,,中華民國,2024-09-20 00:00:00,0,0,143,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21825,舞徑,1017006,,中華民國,2022-07-27 00:00:00,0,0,143,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
5511,香蕉天堂,262831,tt0490518,中華民國,2022-10-23 00:00:00,0,0,148,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18424,徘徊年代,829584,tt15446628,中華民國,2021-10-15 00:00:00,0,0,148,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25587,鑽石水族世界,1016255,tt27936806,中華民國,2023-10-21 00:00:00,0,0,155,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
14895,悲情城市,49982,tt0096908,中華民國,1989-10-21 00:00:00,0,0,158,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25994,BIG,1054087,tt29195650,中華民國,2023-12-01 00:00:00,0,0,159,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28748,餘燼,1162931,tt33372518,中華民國,2024-11-15 00:00:00,0,0,162,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22215,紅柿子,262828,tt0116558,中華民國,2022-10-22 00:00:00,0,0,168,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22894,一一,25538,tt0244316,中華民國,2024-01-01 00:00:00,0,0,174,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21087,北將七,939939,tt21228760,中華民國,2022-07-16 00:00:00,0,0,181,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29573,KANO,256930,tt2247566,中華民國,2014-02-27 00:00:00,0,0,185,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28736,由島至島（上）,1247973,tt32341501,中華民國,2024-11-30 00:00:00,0,0,290,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29328,藥頭悲歌,,,丹麥,2024-12-15 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29622,藥頭悲歌III：死神上門,,,丹麥,2024-12-15 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29621,藥頭悲歌II：血染雙手,,,丹麥,2024-12-15 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18749,《爆裂戰警》,,,丹麥,2021-12-03 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27109,蘇維埃巴士站,1031050,tt22697846,丹麥,2024-05-24 00:00:00,0,0,56,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27436,托芙的房間,1108450,tt19623314,丹麥,2024-06-14 00:00:00,0,0,74,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20729,漂浪人生,680813,tt8430054,丹麥,2022-03-19 00:00:00,3400000,712229,89,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27180,短句之國,1079202,tt17493724,丹麥,2024-05-10 00:00:00,0,0,107,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26884,自由協議,1085218,tt20204996,丹麥,2024-03-22 00:00:00,0,0,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18107,醉好的時光,580175,tt10288566,丹麥,2021-03-05 00:00:00,5150000,21700000,117,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27913,荒蕪之地．應許之心,980026,tt20561198,丹麥,2024-07-05 00:00:00,8500000,2119043,127,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26121,壞教慾女孩,958234,tt15387506,丹麥,2023-12-22 00:00:00,0,0,135,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20728,何處是我朋友的家？,49964,tt0093342,伊朗,2022-04-15 00:00:00,0,0,83,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20758,生生長流,83761,tt0105888,伊朗,2022-04-15 00:00:00,0,0,95,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29238,我最喜歡的蛋糕,1234591,tt31015278,伊朗,2024-11-29 00:00:00,0,0,97,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21021,櫻桃的滋味 數位修復版,30020,tt0120265,伊朗,2022-05-20 00:00:00,0,0,99,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24515,三張面孔,517731,tt8269552,伊朗,2023-06-03 00:00:00,0,0,100,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20804,橄欖樹下的情人,47104,tt0111845,伊朗,2022-04-22 00:00:00,0,0,103,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22196,贖罪風暴,669401,tt11773484,伊朗,2022-10-07 00:00:00,0,0,105,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24497,這裡沒有熊,974521,tt20205236,伊朗,2023-06-03 00:00:00,0,1067495,107,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23354,片場風暴,1005299,tt21378744,伊朗,2023-01-27 00:00:00,0,0,108,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25177,德黑蘭雙面疑雲,1008043,tt13920920,伊朗,2023-09-15 00:00:00,0,0,108,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21032,風帶著我來 數位修復版,43423,tt0209463,伊朗,2022-05-20 00:00:00,0,0,118,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20632,我不是英雄,672208,tt11777738,伊朗,2022-05-13 00:00:00,0,0,127,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24045,萊拉兄弟,962558,tt19653180,伊朗,2023-05-05 00:00:00,0,785361,170,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26403,海豚男孩-國語版,,,俄羅斯,2023-12-08 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28177,狗狗歌劇院(中配版),1112357,tt26448350,俄羅斯,2024-08-09 00:00:00,0,0,75,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25344,德古拉的新娘 ,586352,tt19811466,俄羅斯,2023-10-06 00:00:00,0,3535910,76,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25040,雪后奇緣,898230,tt17164334,俄羅斯,2023-08-18 00:00:00,1900000,3400000,76,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20692,絕命第19排,659384,tt12036270,俄羅斯,2022-03-11 00:00:00,0,0,77,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24880,喵喵博物館(英文版),923579,tt24069962,俄羅斯,2023-08-11 00:00:00,0,8093685,80,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23704,胡桃鉗與魔笛公主的奇幻冒險(英文版),589759,tt11006950,俄羅斯,2023-02-24 00:00:00,3800000,3562423,84,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18792,心悸效應,575072,tt10933000,俄羅斯,2021-09-10 00:00:00,0,0,90,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18745,鬼保母,575088,tt8006374,俄羅斯,2022-01-07 00:00:00,0,1398488,96,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23838,公主與野獸,576925,tt9572006,俄羅斯,2023-03-31 00:00:00,0,0,98,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21173,逃出封鎖線,597859,tt14303882,俄羅斯,2022-05-20 00:00:00,0,0,105,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
5643,鏡子,1396,tt0072443,俄羅斯,2017-06-19 00:00:00,825000,124367,106,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27932,末日倒數12小時,864101,tt15296186,俄羅斯,2024-08-23 00:00:00,6042800,0,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22524,獵空計畫,818415,tt15815090,俄羅斯,2022-11-04 00:00:00,0,0,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22404,大尉叛逃記,818621,tt13322726,俄羅斯,2022-10-21 00:00:00,0,0,125,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19136,致命最前線,579831,tt12216986,俄羅斯,2022-01-14 00:00:00,0,0,130,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20568,核爆車諾比,589761,tt10648714,俄羅斯,2022-04-22 00:00:00,9100000,6459306,136,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23462,柴可夫斯基的妻子,901358,tt17538510,俄羅斯,2023-04-14 00:00:00,0,1300000,144,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
5666,潛行者,1398,tt0079944,俄羅斯,2017-06-26 00:00:00,120000,0,162,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23213,演員夢,,,加拿大,2023-05-12 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24474,沙特與波娃,,,加拿大,2023-06-03 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27633,國有器官,,,加拿大,2024-08-30 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23566,長春事件,949000,tt20199286,加拿大,2023-03-26 00:00:00,0,0,86,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23963,絕命控制,986088,tt14036276,加拿大,2023-04-28 00:00:00,0,0,89,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20386,他奶奶的變裝皇后,740963,tt9204898,加拿大,2022-01-21 00:00:00,0,0,90,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26763,親愛的愛莉絲,850028,tt11687104,加拿大,2024-03-29 00:00:00,4000000,121067,90,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27647,人道主義吸血鬼徵求自願獻身者,988402,tt24216998,加拿大,2024-07-19 00:00:00,3000000,97578,91,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
25168,生命之舞,1128001,tt11790268,加拿大,2023-09-08 00:00:00,0,0,96,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20683,藥命回憶,522406,tt8372094,加拿大,2022-04-29 00:00:00,0,26747,97,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26377,童魘,9613,tt0278731,加拿大,2023-12-08 00:00:00,10000000,5809240,98,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21838,未來犯罪,819876,tt14549466,加拿大,2022-08-05 00:00:00,27000000,4551565,107,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20740,沉默呼聲,888602,tt10514056,加拿大,2022-08-12 00:00:00,0,0,108,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27485,愛情本性論,912520,tt22487338,加拿大,2024-05-24 00:00:00,0,2349665,110,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
19092,親情解鎖,554761,tt9143112,加拿大,2021-09-17 00:00:00,0,9828,112,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24349,飯捲男孩乖乖睡 ,1008038,tt13456340,加拿大,2023-07-21 00:00:00,0,0,117,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27735,紅色房間,912480,tt22207786,加拿大,2024-06-21 00:00:00,0,88902,118,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20201,麥特與麥斯,519141,tt8767908,加拿大,2021-12-30 00:00:00,0,0,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24138,烈火焚身,46738,tt1255953,加拿大,2023-05-19 00:00:00,6800000,6788659,130,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26150,屍禁,1121962,,印尼,2023-12-01 00:00:00,0,0,12,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27997,血繼,1264429,tt30833435,印尼,2024-07-14 00:00:00,0,0,86,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29881,黑海惡咒,1269108,tt32495411,印尼,2025-02-07 00:00:00,0,0,94,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28653,薇娜：死後七日,1148817,tt28857853,印尼,2024-09-27 00:00:00,0,0,100,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27495,鬼咧號,1128936,tt29545351,印尼,2024-06-07 00:00:00,0,28741,103,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21307,娜娜：逝水年華,859933,tt15215918,印尼,2022-07-08 00:00:00,0,0,103,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
24260,鬼噤聲,1018518,tt21154728,印尼,2023-05-05 00:00:00,0,0,106,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26431,網紅教慾,987419,tt21047870,印尼,2024-01-12 00:00:00,0,0,112,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23338,鬼搖靈2：陰語陣陣,925786,tt16915972,印尼,2022-12-23 00:00:00,900000,5909528,119,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27547,鬼舞村：詛咒起源,1176166,tt28763074,印尼,2024-05-24 00:00:00,1259208,3710622,122,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
29757,鬼診所,1164355,tt29899715,印尼,2025-01-10 00:00:00,0,0,123,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27235,全境炸裂,1126128,tt27490380,印尼,2024-04-26 00:00:00,4722030,953672,143,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20103,騎趣環世界,,,德國,2021-12-30 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21214,自然就樹美,,,德國,2022-06-02 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22432,逃出風暴,,,德國,2022-10-28 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26345,水上迴光,,,德國,2023-12-12 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28000,200%小狼人,,,德國,2024-09-07 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
26389,666號房,,,德國,2023-12-14 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20589,再見列寧！,,,德國,2022-03-11 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
27833,怪奇家族,,,德國,2024-08-07 00:00:00,,,,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21265,PINA,789910,tt10712178,德國,2022-06-02 00:00:00,0,0,15,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23290,蘿拉快跑,104,tt0130827,德國,2022-12-17 00:00:00,1530000,7660911,81,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
22172,米婭的精靈王國,955644,tt5790684,德國,2022-08-26 00:00:00,0,0,82,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
21746,泳漾水男孩,739323,tt15041866,德國,2022-08-19 00:00:00,0,0,84,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
28526,飛鳥總動員,1061855,tt14514964,德國,2024-10-04 00:00:00,0,6500000,84,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
20134,指考風暴,852457,tt14463426,德國,2022-04-01 00:00:00,0,0,87,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
18924,瑪雅蜜蜂大冒險：守護小金蛋,681260,tt11792512,德國,2022-02-25 00:00:00,0,4345221,88,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
23489,沒有你的旅程,586813,tt9256012,德國,2023-01-13 00:00:00,0,0,91,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
17414,未來的我們,623184,tt8892064,德國,2020-11-27 00:00:00,0,0,93,2025-03-02 01:08:54.339400+00:00,2025-03-02 16:42:24.139881+00:00
