Year,MovieId,Name,id,imdb_id,runtime,budget,revenue,production_country,tw_first_release_date
2022,21155,月影歸途,987424,,102,0,0,阿根廷,2022-05-20
2022,21221,鬼雙胞,477462,tt12390572,109,2620000,492000,芬蘭,2022-05-20
2022,20414,反恐行動：獨立日,655302,tt11636880,115,8476000,0,芬蘭,2022-02-18
2022,21380,當女孩戀愛時,683363,tt13328800,100,1800000,0,芬蘭,2022-07-22
2022,21163,孵魔,517302,tt12519030,91,3896000,508000,芬蘭,2022-05-20
2022,21706,朵貝的愛情繪本,608232,tt11007444,116,4243000,0,芬蘭,2022-07-15
2022,21536,不看鐵達尼號的男人,716855,tt13328824,82,400000,0,芬蘭,2022-06-24
2022,21528,拜金女王的性愛派對,881764,tt11871074,136,0,0,波蘭,2022-06-24
2022,21888,大獲拳勝,845875,tt11369540,91,0,43663,波蘭,2022-08-26
2022,21365,永遠的一天,24858,tt0156794,133,0,0,法國,2022-06-02
2022,15103,燃燒女子的畫像,531428,tt8613070,121,5740000,9923127,法國,2019-12-20
2022,21920,蝙狐俠：英雄覺醒,746333,tt13774454,82,0,7375119,法國,2022-08-26
2022,19696,天才貓奴畫家,617762,tt10687506,111,0,0,法國,2021-12-03
2022,20184,黑盒線索,663260,tt10341034,130,10722240,9738741,法國,2022-02-18
2022,19894,鈦,630240,tt10944760,108,6600000,4982335,法國,2021-12-24
2022,21995,正發生,793998,tt13880104,100,0,171765,法國,2022-09-30
2022,2813,藍色情挑 經典數位修復,108,tt0108394,98,0,1527572,法國,2016-07-22
2022,2813,藍色情挑 經典數位修復,108,tt0108394,98,0,1527572,法國,2016-07-22
2022,22349,死噬,955569,tt19783626,87,2400000,0,法國,2022-09-23
2022,2815,紅色情深 經典數位修復,110,tt0111495,100,0,4127033,法國,2016-07-22
2022,2815,紅色情深 經典數位修復,110,tt0111495,100,0,4127033,法國,2016-07-22
2022,2814,白色情迷 經典數位修復,109,tt0111507,92,0,1273525,法國,2016-07-22
2022,2814,白色情迷 經典數位修復,109,tt0111507,92,0,1273525,法國,2016-07-22
2022,20489,今敏：造夢魔術師,809488,tt12998510,81,0,0,法國,2022-03-18
2022,22243,小獅子王,892527,tt14073780,105,0,2551835,法國,2022-09-30
2022,20943,親愛的童伴,749004,tt13204490,72,3100000,1024575,法國,2022-05-13
2022,20873,友你才精彩,757999,tt13553662,92,0,3358402,法國,2022-04-15
2022,22183,拆彈倒數30分鐘,827887,tt11906086,90,0,0,法國,2022-09-23
2022,20530,艾菲爾情緣,655082,tt10366514,108,26000000,13000000,法國,2022-02-11
2022,21717,失業風暴,601188,tt10088984,107,0,0,法國,2022-07-15
2022,21514,一屍到底：法屍浪漫,852438,tt14317880,110,4300000,2046233,法國,2022-06-17
2022,20454,最後一件晚禮服的秘密,719463,tt11610804,96,0,0,法國,2022-02-04
2022,21863,就在今夜,895659,tt13846402,111,4300000,1512938,法國,2022-07-29
2022,3350,玩命光頭,826218,tt13241688,110,0,0,法國,2016-11-04
2022,20300,柏格曼的島,477044,tt6910282,113,0,589895,法國,2021-12-25
2022,20485,巴黎夢想家,660000,tt10505316,149,20800000,8600000,法國,2022-03-04
2022,20364,天堂計劃,735726,tt12847812,113,0,0,法國,2022-01-07
2022,21046,失速母親,833417,tt13269580,87,3000000,42566,法國,2022-06-02
2022,19858,密室譯戰,477018,tt6270534,105,0,0,法國,2022-02-25
2022,19952,尋子風暴,750253,tt13234058,95,0,962689,法國,2022-04-15
2022,20399,我的神秘狼朋友,754067,tt10945274,84,6500000,4181043,法國,2022-01-21
2022,21866,春日小戀曲,712134,tt12444426,73,0,0,法國,2022-08-12
2022,21810,降臨節日曆,762079,tt12496706,104,0,456555,法國,2022-08-12
2022,2224,雙面薇若妮卡 經典數位修復,1600,tt0101765,98,0,1999955,法國,2016-07-16
2022,2224,雙面薇若妮卡 經典數位修復,1600,tt0101765,98,0,1999955,法國,2016-07-16
2022,21796,烈火少女（英文版）,778810,tt8354218,92,0,0,法國,2022-07-23
2022,21311,來自巴黎的情書,833428,tt14039392,90,0,0,法國,2022-05-27
2022,10963,全面開戰,485162,tt7555774,105,0,0,法國,2018-12-02
2022,4575,四百擊,147,tt0053198,99,0,0,法國,2016-12-23
2022,4575,四百擊,147,tt0053198,99,0,0,法國,2016-12-23
2022,21824,一萬個叢林夜,695089,tt9844938,167,4700000,0,法國,2022-08-12
2022,21862,瑪歌皇后 數位修復版,10452,tt0110963,138,0,1318578,法國,2022-10-14
2022,22741,書情話慾,774343,tt13613056,105,0,0,法國,2022-11-18
2022,23265,有你就是家,914203,tt18317064,88,0,575385,法國,2022-12-16
2022,6630,斷了氣,269,tt0053472,90,0,0,法國,2017-10-23
2022,21440,越界分身,659988,tt11310670,102,0,0,法國,2022-06-24
2022,20395,情慾告白,526811,tt10023172,99,0,75167,法國,2022-01-21
2022,19093,破碎的琴鍵,712128,tt11105790,106,0,0,法國,2021-11-26
2022,20136,夏日之戀,1628,tt0055032,106,0,0,法國,2021-12-12
2022,19731,仰望星空的少年,712178,tt12444424,97,0,0,法國,2021-12-03
2022,20406,豪門媳婦日記,660955,tt11006570,86,0,0,法國,2022-01-14
2022,20963,藍色是最溫暖的顏色,152584,tt2278871,180,4300000,19465835,法國,2022-05-27
2022,20169,最後地下鐵,1716,tt0080610,131,0,0,法國,2016-12-23
2022,20124,喀布爾之燕,582881,tt7534102,81,0,0,法國,2022-08-05
2022,20862,屠女養成記,757341,tt13353386,91,5000000,1085112,法國,2022-04-15
2022,20177,幸福知音,809733,tt14371818,93,0,0,法國,2022-02-11
2022,23375,美好的早晨,747779,tt13482828,113,0,1380392,法國,2022-12-30
2022,20712,安妮詩快跑,781453,tt13142240,98,0,41356,法國,2022-05-20
2022,22650,真實世界,664506,tt15115102,96,4900000,0,法國,2022-10-14
2022,4469,阿爾發城,8072,tt0058898,99,220000,46585,法國,2016-12-05
2022,22740,抓狂養老院,736500,tt12847680,97,0,0,法國,2022-11-11
2022,22173,她和她的小主廚們,845140,tt14280366,97,0,3285760,法國,2022-09-16
2022,22756,賴活,1626,tt0056663,84,64000,24517,法國,2022-10-26
2022,23386,男性，女性,4710,tt0060675,105,0,0,法國,2022-12-16
2022,20451,執愛不悔,594691,tt9800670,102,0,0,法國,2022-02-18
2022,21993,夜色中的她,810677,tt14429000,95,0,0,法國,2022-08-26
2022,20803,破膽三次,11298,tt0082533,91,1000000,17985893,法國,2022-04-15
2022,22901,索蘭琪的少女心事,749107,tt10376800,86,0,0,法國,2022-11-04
2022,21660,一路上有妳,589985,tt10533078,100,0,0,法國,2022-07-01
2022,20928,築愛巴黎,582886,tt9431080,89,4360174,0,法國,2022-04-15
2022,21360,塞瑟島之旅,47792,tt0088241,139,0,0,希臘,2022-05-29
2022,21366,希臘二部曲：時光灰燼,51735,tt0765442,128,0,0,希臘,2022-05-28
2022,21359,獵人,179890,tt0445528,96,0,0,希臘,2022-05-28
2022,21362,霧中風景,47795,tt0096288,125,0,0,希臘,2022-06-03
2022,19922,夢想裁縫師,764810,tt13317230,100,0,0,希臘,2021-12-17
2022,20579,平行母親,766798,tt12618926,123,0,23099858,西班牙,2022-03-04
2022,20596,丟包大作戰,755437,tt12443220,103,0,0,西班牙,2022-03-18
2022,20289,瘋狂競賽片,668640,tt11700260,114,0,0,西班牙,2022-02-25
2022,19857,雙子謀殺案：白城之寂,542917,tt8393332,110,0,0,西班牙,2022-04-01
2022,23122,放牛班足球隊,954748,tt15341168,109,0,0,西班牙,2022-11-25
2022,23198,湯恩與劍客汪汪隊,768726,tt11777920,89,0,0,西班牙,2022-12-23
2022,22893,遺屍物,946706,tt11797376,100,0,0,西班牙,2022-11-04
2022,19205,蝸牛之家,772148,tt12500804,104,0,0,西班牙,2021-09-03
2022,18538,瀕臨崩潰邊緣的女人 經典數位修復,4203,tt0095675,88,700000,14979298,西班牙,2022-02-04
2022,18469,慾望法則 經典數位修復,4043,tt0093412,102,600000,1400000,西班牙,2022-02-04
2022,23188,梵天神器：滅世開端,496331,tt6277462,168,22000000,0,印度,2022-12-02
2022,21709,偉大的印度廚房,786064,tt13299890,100,888514,0,印度,2022-07-08
2022,20903,天堂電影院,821494,tt9681686,110,2000000,0,印度,2022-04-15
2022,23338,鬼搖靈2：陰語陣陣,925786,tt16915972,119,900000,5909528,印尼,2022-12-23
2022,21307,娜娜：逝水年華,859933,tt15215918,103,0,0,印尼,2022-07-08
2022,20652,懾影屍,655363,tt9834506,115,0,0,匈牙利,2022-06-02
2022,20962,忌妒的藍圖,574078,tt8205028,170,10000000,0,匈牙利,2022-06-24
2022,20191,天菜特警,792775,tt13882736,100,0,0,冰島,2021-12-10
2022,20728,何處是我朋友的家？,49964,tt0093342,83,0,0,伊朗,2022-04-15
2022,21021,櫻桃的滋味 數位修復版,30020,tt0120265,99,0,0,伊朗,2022-05-20
2022,20804,橄欖樹下的情人,47104,tt0111845,103,0,0,伊朗,2022-04-22
2022,20758,生生長流,83761,tt0105888,95,0,0,伊朗,2022-04-15
2022,20632,我不是英雄,672208,tt11777738,127,0,0,伊朗,2022-05-13
2022,21032,風帶著我來 數位修復版,43423,tt0209463,118,0,0,伊朗,2022-05-20
2022,22196,贖罪風暴,669401,tt11773484,105,0,0,伊朗,2022-10-07
2022,20740,沉默呼聲,888602,tt10514056,108,0,0,加拿大,2022-08-12
2022,20201,麥特與麥斯,519141,tt8767908,119,0,0,加拿大,2021-12-30
2022,21838,未來犯罪,819876,tt14549466,107,27000000,4551565,加拿大,2022-08-05
2022,19092,親情解鎖,554761,tt9143112,112,0,9828,加拿大,2021-09-17
2022,20386,他奶奶的變裝皇后,740963,tt9204898,90,0,0,加拿大,2022-01-21
2022,20683,藥命回憶,522406,tt8372094,97,0,26747,加拿大,2022-04-29
2022,22307,怪胎英雄：奇克探險記,778855,tt12532368,91,20000000,0,比利時,2022-09-23
2022,17368,鬼滅之刃劇場版 無限列車篇,635302,tt11032374,117,15700000,507119058,日本,2020-10-30
2022,20591,劇場版 咒術迴戰 0,810693,tt14331144,104,0,195870885,日本,2022-02-24
2022,21864,蠟筆小新：幽靈忍者珍風傳,955666,tt16410438,100,0,20617005,日本,2022-08-04
2022,13730,普羅米亞,553600,tt9116358,111,0,9869306,日本,2019-08-16
2022,19157,蠟筆小新：謎案！天下春日部學院的怪奇事件,795564,tt13642590,104,2550000,0,日本,2021-09-24
2022,23197,關於我轉生變成史萊姆這檔事劇場版 紅蓮之絆篇,876792,tt15467380,108,0,11426555,日本,2022-12-06
2022,21385,餘命10年,876797,tt16444750,124,0,22500000,日本,2022-06-10
2022,20610,神隱少女(日文版),129,tt0245429,125,19000000,274925095,日本,2022-09-08
2022,21718,角落小夥伴電影版：藍色月夜的魔法之子(日語版),877840,tt15409816,65,0,0,日本,2022-07-22
2022,9977,龍貓,8392,tt0096283,86,3700000,41000000,日本,2021-01-29
2022,23148,通往夏天的隧道，再見的出口,916192,tt17382524,83,0,872000,日本,2022-12-02
2022,22194,七龍珠超：超級英雄(日文版),610150,tt14614892,99,0,86600000,日本,2022-09-03
2022,21625,電影哆啦A夢：大雄的宇宙小戰爭 2021(日語版),782054,tt13740078,108,0,22044058,日本,2022-07-15
2022,20279,在車上,758866,tt14039582,179,1300000,15356046,日本,2021-12-24
2022,22878,天空之城(日文版),10515,tt0092067,125,3000000,5228752,日本,2022-11-25
2022,22020,電影版 搖曳露營△ ,566466,tt14364238,121,0,7283918,日本,2022-09-16
2022,21973,劇場版 五等分的新娘,820067,tt15721650,136,0,17288993,日本,2022-08-26
2022,22962,即使，這份戀情今晚會從世上消失,977871,tt21115444,121,0,0,日本,2022-11-11
2022,22380,破案天才伽利略：沉默的遊行,956564,tt21608894,130,0,0,日本,2022-09-23
2022,20057,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,829920,tt12007484,94,0,0,日本,2021-11-26
2022,20264,名偵探柯南：大怪獸哥梅拉VS假面超人,925492,,81,0,0,日本,2022-01-07
2022,19895,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,820530,tt14489118,78,0,0,日本,2021-11-23
2022,19687,偶然與想像,795811,tt14034966,121,0,1548033,日本,2021-11-26
2022,19766,假面飯店2：假面之夜 ,824202,tt13582738,129,0,0,日本,2021-10-28
2022,23463,灌籃高手 THE FIRST SLAM DUNK,783675,tt15242330,125,0,258000000,日本,2022-12-31
2022,22230,犬王,642538,tt10540510,99,0,897000,日本,2022-10-21
2022,20535,電影版 昨日的美食,824362,tt14865506,120,0,0,日本,2022-02-18
2022,20355,讓我聽見愛的歌聲,741335,tt13064272,108,0,0,日本,2022-02-11
2022,20186,魔仿犯,808667,tt14118266,125,0,12571501,日本,2021-12-10
2022,22512,極速甩尾,983866,tt15327548,121,0,0,日本,2022-10-14
2022,20669,魔法水果籃 -前奏曲-,896499,tt15799550,88,0,434280,日本,2022-03-18
2022,21237,牛首村,854006,tt15458866,115,0,2782770,日本,2022-05-20
2022,21941,北齋：浮世繪傳奇,698215,tt10787472,129,0,0,日本,2022-08-26
2022,21790,特『刀劍亂舞-花丸-』～雪之卷～,978039,,73,0,0,日本,2022-07-29
2022,18774,花束般的戀愛,695932,tt11219254,124,0,0,日本,2021-07-16
2022,23249,天使降臨到我身邊！珍貴的朋友,966709,tt15715792,67,0,0,日本,2022-12-16
2022,22408,特『刀劍亂舞-花丸-』～華之卷～(第一周),1081641,,0,0,0,日本,2022-09-23
2022,22167,特『刀劍亂舞-花丸-』～月之卷～,1081640,,0,0,0,日本,2022-08-26
2022,20744,急急復雞雞,899743,tt13167612,96,0,0,日本,2022-04-22
2022,20684,尋人啟弒,874476,tt15482370,124,0,0,日本,2022-06-17
2022,19852,詛咒,264718,tt0488103,91,0,0,日本,2022-02-04
2022,20715,接棒家族,853731,tt14605210,137,0,0,日本,2022-03-11
2022,20631,燃燒的劍,726894,tt11487698,148,0,0,日本,2022-04-29
2022,22511,信用詐欺師JP：英雄篇,930432,tt17008472,127,0,0,日本,2022-10-10
2022,20229,電影 K-ON！輕音部,120811,tt1909796,110,0,21434003,日本,2021-12-17
2022,21058,輪到你了 劇場版 ,915295,tt15034594,142,0,0,日本,2022-05-13
2022,20541,那些得不到保護的人,794719,tt14423692,134,0,0,日本,2022-04-08
2022,22005,如月車站,959439,tt21235352,82,0,0,日本,2022-08-19
2022,21537,螢火蟲之墓,76826,tt0491652,148,0,0,日本,2022-07-08
2022,19264,鹿王,633844,tt11417856,113,0,0,日本,2022-05-13
2022,19896,超慄方殺陣,792678,tt13975458,108,0,0,日本,2021-11-19
2022,20993,漁港的肉子,781816,tt13758684,97,0,0,日本,2022-05-13
2022,14034,今天也要用便當出擊,514880,tt9810090,106,0,0,日本,2019-09-12
2022,21441,再見了，橡果兄弟！－奇蹟的暑假－,846993,tt14967958,95,0,0,日本,2022-07-25
2022,22197,萌男友是柑橘色,996499,tt19850394,97,0,0,日本,2022-09-16
2022,20520,夏日幽靈,798544,tt15052770,40,0,0,日本,2022-01-28
2022,21627,xxxHOLiC 次元魔女,901410,tt16233104,110,0,0,日本,2022-08-19
2022,20047,青春特調蜂蜜檸檬蘇打,853821,tt14311250,111,0,0,日本,2021-12-03
2022,21933,末日救世主,996666,tt15469504,118,0,1770794,日本,2022-09-02
2022,21710,婚顧女王,912632,tt15400628,117,0,0,日本,2022-07-15
2022,21929,七五計劃,958487,tt19719904,113,0,0,日本,2022-09-08
2022,9952,睡著也好醒來也罷,487850,tt7112154,119,0,0,日本,2018-09-21
2022,21589,怪獸死了怎麼辦,831920,tt16245968,115,0,0,日本,2022-06-24
2022,21707,太陽與波麗露,1037696,,133,0,0,日本,2022-07-08
2022,20301,鳩的擊退法,844225,tt14153324,118,0,0,日本,2022-01-07
2022,22350,Ｎ号棟鬧鬼,938133,tt17510216,103,0,0,日本,2022-09-21
2022,22801,大逃殺 4K數位修復版,3176,tt0266308,113,4500000,30600000,日本,2022-11-04
2022,22431,春心萌動的老屋緣廊,963131,tt20413256,118,0,0,日本,2022-11-11
2022,23040,葬禮,42095,tt0089746,124,0,0,日本,2022-11-25
2022,23041,蒲公英,11830,tt0092048,115,1500000,0,日本,2022-12-02
2022,22228,河畔小日子,749927,tt15181216,120,0,0,日本,2022-10-03
2022,20918,決戰星期天,863857,tt15102828,107,0,0,日本,2022-04-29
2022,22474,流浪之月,849786,tt15150608,150,0,0,日本,2022-10-28
2022,18228,歡樂時光（上）,354759,tt4780662,317,0,0,日本,2021-02-26
2022,18228,歡樂時光（上）,354759,tt4780662,317,0,0,日本,2021-02-26
2022,20529,垃圾頭,464768,tt6848928,101,0,0,日本,2022-02-18
2022,22961,天才狂歡派對：最終章,77248,tt1305678,81,0,0,日本,2022-11-28
2022,20552,魔神英雄傳 七魂的龍神丸 -再會-,1015361,,120,0,0,日本,2022-04-22
2022,23384,TANG,804593,tt14215690,5,0,0,日本,2022-12-30
2022,22508,救救旱鴨子,956450,tt18750342,113,0,0,日本,2022-10-21
2022,18231,歡樂時光（下）,354759,tt4780662,317,0,0,日本,2021-02-26
2022,18231,歡樂時光（下）,354759,tt4780662,317,0,0,日本,2021-02-26
2022,20125,電影版 狂賭之淵2：絕體絕命俄羅斯輪盤,742396,tt13017168,119,0,1084503,日本,2021-12-17
2022,23401,邪惡的孩子,958017,tt21649884,100,0,0,日本,2022-12-30
2022,20101,沒說出口的殺人告白,735409,tt11252688,119,0,0,日本,2021-11-26
2022,23187,還有愛的日子,927594,tt18235306,123,0,1782,日本,2022-12-02
2022,23107,性徒,987573,tt21627390,118,0,0,日本,2022-11-18
2022,20983,鳶,794721,tt19632774,139,0,0,日本,2022-04-29
2022,23192,線，畫出的我,961266,tt21816922,107,0,0,日本,2022-12-23
2022,20919,第一人夫,756198,tt13345102,121,0,0,日本,2022-05-20
2022,20653,輝耀姬物語(日文版),149871,tt2576852,137,49300000,24366656,日本,2014-06-13
2022,21315,偷情連載中,810587,tt14786640,119,0,0,日本,2022-07-22
2022,20936,兒時的點點滴滴(日文版),15080,tt0102587,118,0,473110,日本,2022-07-08
2022,21393,噪音,848298,tt15215468,128,0,0,日本,2022-06-02
2022,22503,調職令是警察樂隊！,961381,tt19845370,119,0,0,日本,2022-10-28
2022,20865,海岬的迷途之家,760758,tt13404868,105,0,0,日本,2022-04-22
2022,21020,平成狸合戰 (日文版),15283,tt0110008,119,0,0,日本,2022-07-08
2022,20295,月影,847335,tt15442580,92,0,0,日本,2022-01-21
2022,23264,魔幻時刻,46361,tt1077089,136,0,0,日本,2008-12-31
2022,20193,四季拉麵物語,809695,tt11773748,81,0,0,日本,2021-12-24
2022,22532,魚之子,952438,tt18952724,139,0,0,日本,2022-12-09
2022,20951,露草,954094,tt18096416,95,0,0,日本,2022-06-10
2022,19061,總編的復仇,744714,tt11679950,113,0,0,日本,2021-11-05
2022,22882,好想傳達你的聲音,461078,tt7283052,94,0,3891,日本,2022-12-09
2022,22244,我想被高中女生殺死,960312,tt21439866,110,0,0,日本,2022-09-23
2022,18685,告白,54186,tt1590089,107,0,45203103,日本,2022-04-29
2022,22421,戀之光 ,993782,tt27811244,111,0,0,日本,2022-10-14
2022,22902,錯位的青春,810674,tt14820290,108,0,0,日本,2022-11-18
2022,22802,幽靜的山荷葉,859798,tt18566518,105,0,0,日本,2022-11-11
2022,22533,每天上班總是累得要死,890326,,114,0,0,日本,2022-10-21
2022,20759,對某飛行員的追憶,93013,tt2113091,99,0,0,日本,2022-04-15
2022,20823,隔壁的山田君 (日文版),16198,tt0206013,104,0,0,日本,2022-07-08
2022,23262,鬼壓床了沒,130023,tt1677603,142,0,0,日本,2022-12-23
2022,20824,臥底型警FINAL,845611,tt14941348,129,0,0,日本,2022-04-22
2022,22881,通往異世界的便利店,995387,tt22775702,97,0,0,日本,2022-11-25
2022,20533,夢境診斷與恐怖體驗,1011873,,85,0,0,日本,2022-03-19
2022,23222,有頂天大飯店,112903,tt0498587,137,0,0,日本,2009-01-16
2022,6711,東京物語,18148,tt0046438,137,0,0,日本,2016-11-12
2022,23218,愛情在車上,1003706,tt23555720,82,0,0,日本,2022-12-09
2022,20707,國士無雙,146126,tt0788086,122,0,0,日本,2022-04-16
2022,22738,天堂髮廊,782648,tt11897340,91,0,0,巴勒斯坦,2022-10-21
2022,23193,無法無天,598,tt0317248,135,3300000,30641770,巴西,2022-12-10
2022,20729,漂浪人生,680813,tt8430054,89,3400000,712229,丹麥,2022-03-19
2022,19269,月老,783740,tt15456878,128,0,0,中華民國,2021-11-24
2022,20646,咒,864370,tt18968540,111,0,5700000,中華民國,2022-03-18
2022,18190,聽見歌 再唱,793392,tt15448352,113,0,0,中華民國,2021-04-16
2022,20477,我吃了那男孩一整年的早餐,839294,tt17292614,119,0,0,中華民國,2022-01-28
2022,12489,五月天 人生無限公司,601434,tt10346206,112,0,0,中華民國,2019-05-24
2022,22531,流麻溝十五號,1005555,tt22498834,111,0,0,中華民國,2022-10-28
2022,19183,瀑布,852355,tt15119668,129,0,0,中華民國,2021-10-29
2022,20670,少年吔,943737,,119,0,0,中華民國,2022-03-18
2022,21822,民雄鬼屋,931894,tt21618732,79,0,0,中華民國,2022-07-29
2022,20725,頭七,918035,tt21404042,103,0,0,中華民國,2022-04-01
2022,23355,想見你,804725,tt24786154,107,0,62655572,中華民國,2022-12-30
2022,20175,素還真,925725,tt16077426,103,0,0,中華民國,2022-01-28
2022,19357,美國女孩,878987,tt15620158,101,0,0,中華民國,2021-12-03
2022,22671,罪後真相,1007962,tt22463402,120,0,0,中華民國,2022-10-28
2022,20312,噩兆,917717,tt16738372,89,0,0,中華民國,2021-12-24
2022,22659,你在我心上,1025086,tt22757470,0,0,0,中華民國,2022-10-21
2022,21785,哈勇家,975812,tt22370990,111,0,0,中華民國,2022-08-12
2022,20921,少年吔，安啦！,205464,tt0105382,110,0,0,中華民國,1992-07-03
2022,19729,一杯熱奶茶的等待,876648,tt21936550,114,0,0,中華民國,2021-12-24
2022,22082,科學少女,957112,tt22497950,108,0,0,中華民國,2022-09-16
2022,20354,初戀慢半拍,933785,tt14401290,98,0,0,中華民國,2022-08-24
2022,19630,再說一次我願意,846517,tt15677260,94,0,0,中華民國,2022-01-19
2022,15629,男人與他的海,764425,tt12194516,108,0,0,中華民國,2021-04-01
2022,20817,我心我行,1006694,tt22398358,136,0,0,中華民國,2022-11-11
2022,21165,神人之家,937356,tt19609954,90,0,0,中華民國,2022-11-25
2022,21119,一家子兒咕咕叫,899460,tt22335454,135,0,0,中華民國,2022-11-18
2022,19319,青春弒戀,796155,tt15138308,128,0,0,中華民國,2021-11-19
2022,19608,該死的阿修羅,880156,tt15742308,114,0,0,中華民國,2022-03-02
2022,19065,魔法阿媽 4K數位修復版,232468,tt0223391,80,0,0,中華民國,2021-11-26
2022,19662,售命,942953,,106,0,0,中華民國,2022-04-29
2022,10375,一家之主,769802,tt13298522,124,0,0,中華民國,2020-10-07
2022,22660,小藍,975575,tt21881700,97,0,0,中華民國,2022-11-04
2022,19402,鱷魚,860887,tt15445340,103,0,0,中華民國,2021-10-08
2022,20005,尋找神話之鳥,984997,,91,0,0,中華民國,2021-12-17
2022,21915,他還年輕,1005979,tt29060486,142,0,0,中華民國,2022-09-02
2022,21233,台灣男子葉石濤,987422,tt15677210,122,0,0,中華民國,2022-06-17
2022,20531,野夏天,931885,tt17336922,114,0,0,中華民國,2022-03-25
2022,14496,不想一個人,890538,tt15743140,98,0,0,中華民國,2021-12-24
2022,17116,嗨！神獸,740823,tt13217182,95,0,0,中華民國,2022-02-01
2022,17799,愛別離苦,946267,tt13370724,77,0,0,中華民國,2022-02-18
2022,20643,青春換日線,939287,,0,0,0,中華民國,2022-03-11
2022,19064,廢棄之城,767246,tt13236576,91,0,0,中華民國,2021-10-29
2022,18755,老鷹之手,891566,,100,0,0,中華民國,2021-10-29
2022,20521,藏匿處,936286,tt18317338,118,0,0,中華民國,2022-09-08
2022,21174,孫行者傳,1026182,,95,0,0,中華民國,2022-08-25
2022,21174,孫行者傳,1026182,,95,0,0,中華民國,2022-08-25
2022,21825,舞徑,1017006,,143,0,0,中華民國,2022-07-27
2022,19320,沒有人該成為孤島,927480,,75,0,0,中華民國,2022-01-07
2022,14720,期末考,810020,tt11319188,103,0,0,中華民國,2021-08-20
2022,20051,兜兜風,899387,tt15743072,93,0,0,中華民國,2022-09-16
2022,18424,徘徊年代,829584,tt15446628,148,0,0,中華民國,2021-10-15
2022,16508,逆者,868682,tt12205628,107,0,0,中華民國,2020-08-07
2022,19957,高山上的熱氣球,893252,tt15096446,109,0,0,中華民國,2021-12-22
2022,20805,再會啦  白宮,985569,,93,0,0,中華民國,2022-05-20
2022,21080,教練,960450,,88,0,0,中華民國,2022-05-27
2022,18306,詭祭,660001,tt10639214,98,0,0,中華民國,2021-12-03
2022,19987,願未央,816752,tt13298600,114,0,0,中華民國,2022-03-18
2022,19122,影子背後,1003994,tt13878178,0,0,0,中華民國,2021-09-17
2022,20920,給阿媽的一封信,874781,,105,0,0,中華民國,2022-05-20
2022,20053,我記得,302528,tt3704050,94,0,1986615,中華民國,2021-12-24
2022,17487,修行,877246,tt15488160,85,0,0,中華民國,2022-01-14
2022,18796,文林銀行,900843,,84,0,0,中華民國,2021-11-12
2022,22011,孫行者傳(國語版),1026182,,95,0,0,中華民國,2022-10-14
2022,22011,孫行者傳(國語版),1026182,,95,0,0,中華民國,2022-10-14
2022,21748,KULO,1009987,,21,0,0,中華民國,2022-07-08
2022,21200,夏日天空的那匹紅馬,814174,tt14071634,98,0,0,中華民國,2022-12-23
2022,21239,還孩子做自己,1153451,,20,0,0,中華民國,2022-05-27
2022,21921,我永遠永遠永遠愛你,1009977,,21,0,0,中華民國,2022-08-05
2022,22327,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,1025309,,17,0,0,中華民國,2022-09-16
2022,20922,有時 Mama，有時 Mimi,1009995,,20,0,0,中華民國,2022-04-15
2022,23139,一起一起,1050665,,98,0,0,中華民國,2022-12-16
2022,22475,稻浪上的夢想家,1200506,,1,0,0,中華民國,2022-11-20
2022,21731,聖石傳說,24614,tt0347996,90,0,0,中華民國,2000-01-22
2022,19624,17歲的天空 4K數位修復版,27101,tt0420627,93,0,0,中華民國,2021-10-02
2022,21690,家家,975681,,30,0,0,中華民國,2022-06-30
2022,22673,無邊,1032330,,60,0,0,中華民國,2023-01-06
2022,22710,失序正義,1039769,tt19876798,76,0,0,中華民國,2022-11-25
2022,22448,不老騎士-歐兜邁環台日記,137686,tt2567390,90,0,0,中華民國,2012-10-12
2022,21171,勸世三姊妹：大銀幕特別版,1035872,,92,0,0,中華民國,2022-05-14
2022,20375,格瑞特真相,798092,tt12867672,80,0,0,中華民國,2022-05-13
2022,23394,黑的教育,741329,tt22476934,77,0,0,中華民國,2023-03-10
2022,20867,幻日手記 ,900062,tt15740800,79,0,0,中華民國,2022-10-21
2022,21087,北將七,939939,tt21228760,181,0,0,中華民國,2022-07-16
2022,1585,奼紫嫣紅開遍,375281,,106,0,0,中華民國,2015-12-18
2022,1394,西部來的人,316569,tt0176331,90,0,0,中華民國,2022-03-20
2022,1593,1918,74107,tt0088645,94,0,0,中華民國,2015-12-18
2022,20262,寶島大夢,484574,tt0243132,82,0,0,中華民國,2022-03-20
2022,18618,破輪胎,278445,tt0243494,73,0,0,中華民國,2022-03-20
2022,22759,我這樣過了一生,256133,tt0092231,119,0,0,中華民國,2022-10-22
2022,5511,香蕉天堂,262831,tt0490518,148,0,0,中華民國,2022-10-23
2022,502,風中家族,356701,tt4814380,126,0,0,中華民國,2015-07-24
2022,22215,紅柿子,262828,tt0116558,168,0,0,中華民國,2022-10-22
2022,20319,第一爐香,660002,tt10415576,144,0,0,中國,2022-01-14
2022,20054,藍宇,27062,tt0292066,86,0,0,中國,2021-12-10
