Date,Amount,Tickets,TotalAmount,TotalTickets,Rate,TheaterCount,MovieId
2022-04-18~2022-04-24,31370.0,144.0,31370,144,0.0,7,20801
2022-04-25~2022-05-01,17105.0,84.0,48475,228,-0.4547338221,8,20801
2022-05-02~2022-05-08,3480.0,14.0,51955,242,-0.7965507162000001,3,20801
2022-05-09~2022-05-15,660.0,3.0,52615,245,-0.8103448276,1,20801
2023-12-11~2023-12-17,38218.0,170.0,68852,307,0.2475680616,6,24842
2023-12-18~2023-12-24,10420.0,48.0,79272,355,-0.7273536030000001,3,24842
2023-12-25~2023-12-31,7575.0,35.0,86847,390,-0.2730326296,2,24842
2022-04-18~2022-04-24,153493.0,634.0,153493,634,0.0,11,20552
2022-04-25~2022-05-01,131653.0,558.0,285146,1192,-0.1422866189,10,20552
2022-05-02~2022-05-08,28626.0,122.0,313772,1314,-0.7825647725,10,20552
2022-05-09~2022-05-15,7492.0,33.0,321264,1347,-0.7382798854,4,20552
2024-10-28~2024-11-03,31884.0,139.0,55964,240,0.3240863787,12,28532
2024-11-04~2024-11-10,48885.0,175.0,104849,415,0.5332141513,6,28532
2021-11-29~2021-12-05,271497.0,1119.0,271497,1119,0.0,15,20047
2021-12-06~2021-12-12,228611.0,946.0,500108,2065,-0.15796122980000002,15,20047
2021-12-13~2021-12-19,34395.0,141.0,534503,2206,-0.8495479220000001,12,20047
2021-12-20~2021-12-26,11750.0,51.0,546253,2257,-0.6583805786,3,20047
2021-12-27~2022-01-02,,,546253,2257,-1.0,0,20047
2022-01-03~2022-01-09,,,546253,2257,0.0,0,20047
2022-01-10~2022-01-16,,,546253,2257,0.0,0,20047
2022-01-17~2022-01-23,,,546253,2257,0.0,0,20047
2022-01-24~2022-01-30,,,546253,2257,0.0,0,20047
2022-01-31~2022-02-06,,,546253,2257,0.0,0,20047
2022-02-07~2022-02-13,,,546253,2257,0.0,0,20047
2022-02-14~2022-02-20,,,546253,2257,0.0,0,20047
2022-02-21~2022-02-27,,,546253,2257,0.0,0,20047
2022-02-28~2022-03-06,,,546253,2257,0.0,0,20047
2022-03-07~2022-03-13,,,546253,2257,0.0,0,20047
2022-03-14~2022-03-20,,,546253,2257,0.0,0,20047
2022-03-21~2022-03-27,,,546253,2257,0.0,0,20047
2022-03-28~2022-04-03,,,546253,2257,0.0,0,20047
2022-04-04~2022-04-10,,,546253,2257,0.0,0,20047
2022-04-11~2022-04-17,,,546253,2257,0.0,0,20047
2022-04-18~2022-04-24,,,546253,2257,0.0,0,20047
2022-04-25~2022-05-01,,,546253,2257,0.0,0,20047
2022-05-02~2022-05-08,,,546253,2257,0.0,0,20047
2022-05-09~2022-05-15,,,546253,2257,0.0,0,20047
2022-05-16~2022-05-22,,,546253,2257,0.0,0,20047
2022-05-23~2022-05-29,,,546253,2257,0.0,0,20047
2022-05-30~2022-06-05,,,546253,2257,0.0,0,20047
2022-06-06~2022-06-12,,,546253,2257,0.0,0,20047
2022-06-13~2022-06-19,,,546253,2257,0.0,0,20047
2022-06-20~2022-06-26,,,546253,2257,0.0,0,20047
2022-06-27~2022-07-03,,,546253,2257,0.0,0,20047
2022-07-04~2022-07-10,,,546253,2257,0.0,0,20047
2022-07-11~2022-07-17,,,546253,2257,0.0,0,20047
2022-07-18~2022-07-24,,,546253,2257,0.0,0,20047
2022-07-25~2022-07-31,,,546253,2257,0.0,0,20047
2022-08-01~2022-08-07,,,546253,2257,0.0,0,20047
2022-08-08~2022-08-14,,,546253,2257,0.0,0,20047
2022-08-15~2022-08-21,,,546253,2257,0.0,0,20047
2022-08-22~2022-08-28,,,546253,2257,0.0,0,20047
2022-08-29~2022-09-04,,,546253,2257,0.0,0,20047
2022-09-05~2022-09-11,,,546253,2257,0.0,0,20047
2022-09-12~2022-09-18,,,546253,2257,0.0,0,20047
2022-09-19~2022-09-25,27500.0,125.0,573753,2382,0.0,1,20047
2022-09-26~2022-10-02,,,573753,2382,-1.0,0,20047
2022-10-03~2022-10-09,,,573753,2382,0.0,0,20047
2022-10-10~2022-10-16,,,573753,2382,0.0,0,20047
2022-10-17~2022-10-23,,,573753,2382,0.0,0,20047
2022-10-24~2022-10-30,,,573753,2382,0.0,0,20047
2022-10-31~2022-11-06,,,573753,2382,0.0,0,20047
2022-11-07~2022-11-13,,,573753,2382,0.0,0,20047
2022-11-14~2022-11-20,,,573753,2382,0.0,0,20047
2022-11-21~2022-11-27,,,573753,2382,0.0,0,20047
2022-11-28~2022-12-04,,,573753,2382,0.0,0,20047
2022-12-05~2022-12-11,,,573753,2382,0.0,0,20047
2022-12-12~2022-12-18,,,573753,2382,0.0,0,20047
2022-12-19~2022-12-25,,,573753,2382,0.0,0,20047
2022-12-26~2023-01-01,,,573753,2382,0.0,0,20047
2023-01-02~2023-01-08,,,573753,2382,0.0,0,20047
2023-01-09~2023-01-15,,,573753,2382,0.0,0,20047
2023-01-16~2023-01-22,,,573753,2382,0.0,0,20047
2023-01-23~2023-01-29,,,573753,2382,0.0,0,20047
2023-01-30~2023-02-05,,,573753,2382,0.0,0,20047
2023-02-06~2023-02-12,9600.0,48.0,583353,2430,0.0,1,20047
2023-02-13~2023-02-19,,,583353,2430,-1.0,0,20047
2023-02-20~2023-02-26,,,583353,2430,0.0,0,20047
2023-02-27~2023-03-05,,,583353,2430,0.0,0,20047
2023-03-06~2023-03-12,,,583353,2430,0.0,0,20047
2023-03-13~2023-03-19,,,583353,2430,0.0,0,20047
2023-03-20~2023-03-26,,,583353,2430,0.0,0,20047
2023-03-27~2023-04-02,,,583353,2430,0.0,0,20047
2023-04-03~2023-04-09,,,583353,2430,0.0,0,20047
2023-04-10~2023-04-16,,,583353,2430,0.0,0,20047
2023-04-17~2023-04-23,,,583353,2430,0.0,0,20047
2023-04-24~2023-04-30,,,583353,2430,0.0,0,20047
2023-05-01~2023-05-07,,,583353,2430,0.0,0,20047
2023-05-08~2023-05-14,,,583353,2430,0.0,0,20047
2023-05-15~2023-05-21,,,583353,2430,0.0,0,20047
2023-05-22~2023-05-28,,,583353,2430,0.0,0,20047
2023-05-29~2023-06-04,,,583353,2430,0.0,0,20047
2023-06-05~2023-06-11,,,583353,2430,0.0,0,20047
2023-06-12~2023-06-18,,,583353,2430,0.0,0,20047
2023-06-19~2023-06-25,,,583353,2430,0.0,0,20047
2023-06-26~2023-07-02,,,583353,2430,0.0,0,20047
2023-07-03~2023-07-09,,,583353,2430,0.0,0,20047
2023-07-10~2023-07-16,,,583353,2430,0.0,0,20047
2023-07-17~2023-07-23,,,583353,2430,0.0,0,20047
2023-07-24~2023-07-30,,,583353,2430,0.0,0,20047
2023-07-31~2023-08-06,,,583353,2430,0.0,0,20047
2023-08-07~2023-08-13,,,583353,2430,0.0,0,20047
2023-08-14~2023-08-20,,,583353,2430,0.0,0,20047
2023-08-21~2023-08-27,,,583353,2430,0.0,0,20047
2023-08-28~2023-09-03,,,583353,2430,0.0,0,20047
2023-09-04~2023-09-10,,,583353,2430,0.0,0,20047
2023-09-11~2023-09-17,,,583353,2430,0.0,0,20047
2023-09-18~2023-09-24,,,583353,2430,0.0,0,20047
2023-09-25~2023-10-01,,,583353,2430,0.0,0,20047
2023-10-02~2023-10-08,,,583353,2430,0.0,0,20047
2023-10-09~2023-10-15,,,583353,2430,0.0,0,20047
2023-10-16~2023-10-22,,,583353,2430,0.0,0,20047
2023-10-23~2023-10-29,,,583353,2430,0.0,0,20047
2023-10-30~2023-11-05,,,583353,2430,0.0,0,20047
2023-11-06~2023-11-12,,,583353,2430,0.0,0,20047
2023-11-13~2023-11-19,,,583353,2430,0.0,0,20047
2023-11-20~2023-11-26,,,583353,2430,0.0,0,20047
2023-11-27~2023-12-03,,,583353,2430,0.0,0,20047
2023-12-04~2023-12-10,,,583353,2430,0.0,0,20047
2023-12-11~2023-12-17,,,583353,2430,0.0,0,20047
2023-12-18~2023-12-24,,,583353,2430,0.0,0,20047
2023-12-25~2023-12-31,,,583353,2430,0.0,0,20047
2024-01-01~2024-01-07,,,583353,2430,0.0,0,20047
2024-01-08~2024-01-14,,,583353,2430,0.0,0,20047
2024-01-15~2024-01-21,,,583353,2430,0.0,0,20047
2024-01-22~2024-01-28,,,583353,2430,0.0,0,20047
2024-01-29~2024-02-04,,,583353,2430,0.0,0,20047
2024-02-05~2024-02-11,,,583353,2430,0.0,0,20047
2024-02-12~2024-02-18,,,583353,2430,0.0,0,20047
2024-02-19~2024-02-25,,,583353,2430,0.0,0,20047
2024-02-26~2024-03-03,,,583353,2430,0.0,0,20047
2024-03-04~2024-03-10,,,583353,2430,0.0,0,20047
2024-03-11~2024-03-17,,,583353,2430,0.0,0,20047
2024-03-18~2024-03-24,,,583353,2430,0.0,0,20047
2024-03-25~2024-03-31,,,583353,2430,0.0,0,20047
2024-04-01~2024-04-07,,,583353,2430,0.0,0,20047
2024-04-08~2024-04-14,,,583353,2430,0.0,0,20047
2024-04-15~2024-04-21,,,583353,2430,0.0,0,20047
2024-04-22~2024-04-28,,,583353,2430,0.0,0,20047
2024-04-29~2024-05-05,,,583353,2430,0.0,0,20047
2024-05-06~2024-05-12,,,583353,2430,0.0,0,20047
2024-05-13~2024-05-19,,,583353,2430,0.0,0,20047
2024-05-20~2024-05-26,,,583353,2430,0.0,0,20047
2024-05-27~2024-06-02,,,583353,2430,0.0,0,20047
2024-06-03~2024-06-09,,,583353,2430,0.0,0,20047
2024-06-10~2024-06-16,,,583353,2430,0.0,0,20047
2024-06-17~2024-06-23,,,583353,2430,0.0,0,20047
2024-06-24~2024-06-30,,,583353,2430,0.0,0,20047
2024-07-01~2024-07-07,,,583353,2430,0.0,0,20047
2024-07-08~2024-07-14,,,583353,2430,0.0,0,20047
2024-07-15~2024-07-21,,,583353,2430,0.0,0,20047
2024-07-22~2024-07-28,,,583353,2430,0.0,0,20047
2024-07-29~2024-08-04,,,583353,2430,0.0,0,20047
2024-08-05~2024-08-11,,,583353,2430,0.0,0,20047
2024-08-12~2024-08-18,,,583353,2430,0.0,0,20047
2024-08-19~2024-08-25,,,583353,2430,0.0,0,20047
2024-08-26~2024-09-01,,,583353,2430,0.0,0,20047
2024-09-02~2024-09-08,,,583353,2430,0.0,0,20047
2024-09-09~2024-09-15,,,583353,2430,0.0,0,20047
2024-09-16~2024-09-22,,,583353,2430,0.0,0,20047
2024-09-23~2024-09-29,,,583353,2430,0.0,0,20047
2024-09-30~2024-10-06,,,583353,2430,0.0,0,20047
2024-10-07~2024-10-13,,,583353,2430,0.0,0,20047
2024-10-14~2024-10-20,,,583353,2430,0.0,0,20047
2024-10-21~2024-10-27,,,583353,2430,0.0,0,20047
2024-10-28~2024-11-03,,,583353,2430,0.0,0,20047
2024-11-04~2024-11-10,,,583353,2430,0.0,0,20047
2024-11-11~2024-11-17,,,583353,2430,0.0,0,20047
2024-11-18~2024-11-24,,,583353,2430,0.0,0,20047
2024-11-25~2024-12-01,,,583353,2430,0.0,0,20047
2024-12-02~2024-12-08,,,583353,2430,0.0,0,20047
2024-12-09~2024-12-15,,,583353,2430,0.0,0,20047
2024-12-16~2024-12-22,,,583353,2430,0.0,0,20047
2024-12-23~2024-12-29,5970.0,27.0,589323,2457,0.0,1,20047
2024-09-09~2024-09-15,2414037.0,5200.0,6987548,14919,-0.4721698494,74,28477
2024-09-16~2024-09-22,788050.0,1670.0,7775598,16589,-0.6735551278,73,28477
2024-09-23~2024-09-29,602465.0,1297.0,8378063,17886,-0.2354990166,53,28477
2024-09-30~2024-10-06,35270.0,81.0,8413333,17967,-0.9414571801,13,28477
2023-09-04~2023-09-10,272635.0,1093.0,664402,2639,-0.30408891,41,25245
2023-09-11~2023-09-17,67255.0,272.0,731657,2911,-0.7533148715,18,25245
2023-09-18~2023-09-24,14183.0,58.0,745840,2969,-0.7891160509,5,25245
2023-09-25~2023-10-01,2738.0,9.0,748578,2978,-0.8069519848000001,4,25245
2023-10-02~2023-10-08,290.0,1.0,748868,2979,-0.8940832725000001,1,25245
2023-10-09~2023-10-15,40320.0,192.0,789188,3171,138.0344827586,1,25245
2023-10-16~2023-10-22,,,789188,3171,-1.0,0,25245
2023-10-23~2023-10-29,,,789188,3171,0.0,0,25245
2023-10-30~2023-11-05,,,789188,3171,0.0,0,25245
2023-11-06~2023-11-12,,,789188,3171,0.0,0,25245
2023-11-13~2023-11-19,,,789188,3171,0.0,0,25245
2023-11-20~2023-11-26,,,789188,3171,0.0,0,25245
2023-11-27~2023-12-03,,,789188,3171,0.0,0,25245
2023-12-04~2023-12-10,,,789188,3171,0.0,0,25245
2023-12-11~2023-12-17,,,789188,3171,0.0,0,25245
2023-12-18~2023-12-24,,,789188,3171,0.0,0,25245
2023-12-25~2023-12-31,,,789188,3171,0.0,0,25245
2024-01-01~2024-01-07,,,789188,3171,0.0,0,25245
2024-01-08~2024-01-14,,,789188,3171,0.0,0,25245
2024-01-15~2024-01-21,,,789188,3171,0.0,0,25245
2024-01-22~2024-01-28,74980.0,326.0,864168,3497,0.0,1,25245
2023-11-20~2023-11-26,23137.0,94.0,51472,207,-0.1834480325,8,26193
2023-11-27~2023-12-03,2820.0,13.0,54292,220,-0.8781173013,2,26193
2022-12-19~2022-12-25,33000.0,150.0,33000,150,0.0,1,23391
2022-12-26~2023-01-01,196905.0,792.0,229905,942,4.9668181818,15,23391
2023-01-02~2023-01-08,262186.0,1061.0,492091,2003,0.33153551200000003,15,23391
2023-01-09~2023-01-15,70800.0,288.0,562891,2291,-0.7299626982,15,23391
2023-01-16~2023-01-22,19530.0,75.0,582421,2366,-0.7241525424,4,23391
2023-01-23~2023-01-29,14020.0,49.0,596441,2415,-0.2821300563,1,23391
2023-01-30~2023-02-05,4930.0,19.0,601371,2434,-0.6483594864000001,1,23391
2024-04-15~2024-04-21,2710.0,13.0,5985,29,-0.17251908400000002,3,27151
2024-04-22~2024-04-28,2360.0,9.0,8345,38,-0.12915129150000002,1,27151
2024-04-29~2024-05-05,220.0,1.0,8565,39,-0.9067796610000001,1,27151
2024-05-20~2024-05-26,268492.0,1093.0,501902,1731,0.15030204360000002,18,27501
2024-05-27~2024-06-02,369982.0,1397.0,871884,3128,0.3780000894,18,27501
2024-06-03~2024-06-09,90530.0,358.0,962414,3486,-0.7553124206,18,27501
2024-06-10~2024-06-16,46308.0,181.0,1008722,3667,-0.4884789573,16,27501
2024-06-17~2024-06-23,6020.0,26.0,1014742,3693,-0.8700008638000001,2,27501
2024-06-24~2024-06-30,1340.0,6.0,1016082,3699,-0.7774086379,1,27501
2024-07-01~2024-07-07,,,1016082,3699,-1.0,0,27501
2024-07-08~2024-07-14,,,1016082,3699,0.0,0,27501
2024-07-15~2024-07-21,,,1016082,3699,0.0,0,27501
2024-07-22~2024-07-28,,,1016082,3699,0.0,0,27501
2024-07-29~2024-08-04,,,1016082,3699,0.0,0,27501
2024-08-05~2024-08-11,,,1016082,3699,0.0,0,27501
2024-08-12~2024-08-18,,,1016082,3699,0.0,0,27501
2024-08-19~2024-08-25,,,1016082,3699,0.0,0,27501
2024-08-26~2024-09-01,0.0,0.0,1016082,3699,0.0,1,27501
2024-09-02~2024-09-08,0.0,0.0,1016082,3699,0.0,1,27501
2024-09-09~2024-09-15,0.0,0.0,1016082,3699,0.0,1,27501
2023-07-17~2023-07-23,,,7840,49,-1.0,0,24638
2023-07-24~2023-07-30,184701.0,850.0,192541,899,0.0,16,24638
2023-07-31~2023-08-06,196397.0,932.0,388938,1831,0.0633239668,16,24638
2023-08-07~2023-08-13,89130.0,422.0,478068,2253,-0.5461743306,11,24638
2023-08-14~2023-08-20,46110.0,222.0,524178,2475,-0.48266576910000003,6,24638
2023-08-21~2023-08-27,8340.0,39.0,532518,2514,-0.8191281718000001,1,24638
2023-08-28~2023-09-03,,,532518,2514,-1.0,0,24638
2023-09-04~2023-09-10,,,532518,2514,0.0,0,24638
2023-09-11~2023-09-17,,,532518,2514,0.0,0,24638
2023-09-18~2023-09-24,,,532518,2514,0.0,0,24638
2023-09-25~2023-10-01,,,532518,2514,0.0,0,24638
2023-10-02~2023-10-08,,,532518,2514,0.0,0,24638
2023-10-09~2023-10-15,,,532518,2514,0.0,0,24638
2023-10-16~2023-10-22,,,532518,2514,0.0,0,24638
2023-10-23~2023-10-29,,,532518,2514,0.0,0,24638
2023-10-30~2023-11-05,,,532518,2514,0.0,0,24638
2023-11-06~2023-11-12,,,532518,2514,0.0,0,24638
2023-11-13~2023-11-19,,,532518,2514,0.0,0,24638
2023-11-20~2023-11-26,,,532518,2514,0.0,0,24638
2023-11-27~2023-12-03,,,532518,2514,0.0,0,24638
2023-12-04~2023-12-10,,,532518,2514,0.0,0,24638
2023-12-11~2023-12-17,,,532518,2514,0.0,0,24638
2023-12-18~2023-12-24,,,532518,2514,0.0,0,24638
2023-12-25~2023-12-31,,,532518,2514,0.0,0,24638
2024-01-01~2024-01-07,,,532518,2514,0.0,0,24638
2024-01-08~2024-01-14,,,532518,2514,0.0,0,24638
2024-01-15~2024-01-21,,,532518,2514,0.0,0,24638
2024-01-22~2024-01-28,,,532518,2514,0.0,0,24638
2024-01-29~2024-02-04,,,532518,2514,0.0,0,24638
2024-02-05~2024-02-11,,,532518,2514,0.0,0,24638
2024-02-12~2024-02-18,,,532518,2514,0.0,0,24638
2024-02-19~2024-02-25,,,532518,2514,0.0,0,24638
2024-02-26~2024-03-03,,,532518,2514,0.0,0,24638
2024-03-04~2024-03-10,,,532518,2514,0.0,0,24638
2024-03-11~2024-03-17,,,532518,2514,0.0,0,24638
2024-03-18~2024-03-24,,,532518,2514,0.0,0,24638
2024-03-25~2024-03-31,,,532518,2514,0.0,0,24638
2024-04-01~2024-04-07,,,532518,2514,0.0,0,24638
2024-04-08~2024-04-14,,,532518,2514,0.0,0,24638
2024-04-15~2024-04-21,,,532518,2514,0.0,0,24638
2024-04-22~2024-04-28,,,532518,2514,0.0,0,24638
2024-04-29~2024-05-05,,,532518,2514,0.0,0,24638
2024-05-06~2024-05-12,,,532518,2514,0.0,0,24638
2024-05-13~2024-05-19,,,532518,2514,0.0,0,24638
2024-05-20~2024-05-26,,,532518,2514,0.0,0,24638
2024-05-27~2024-06-02,,,532518,2514,0.0,0,24638
2024-06-03~2024-06-09,,,532518,2514,0.0,0,24638
2024-06-10~2024-06-16,,,532518,2514,0.0,0,24638
2024-06-17~2024-06-23,,,532518,2514,0.0,0,24638
2024-06-24~2024-06-30,,,532518,2514,0.0,0,24638
2024-07-01~2024-07-07,,,532518,2514,0.0,0,24638
2024-07-08~2024-07-14,,,532518,2514,0.0,0,24638
2024-07-15~2024-07-21,,,532518,2514,0.0,0,24638
2024-07-22~2024-07-28,,,532518,2514,0.0,0,24638
2024-07-29~2024-08-04,570.0,3.0,533088,2517,0.0,1,24638
2023-07-31~2023-08-06,561151.0,2315.0,1396866,5684,-0.3285378389,40,25029
2023-08-07~2023-08-13,125904.0,514.0,1522770,6198,-0.7756325837,25,25029
2023-08-14~2023-08-20,54080.0,211.0,1576850,6409,-0.5704663871,7,25029
2023-08-21~2023-08-27,21630.0,90.0,1598480,6499,-0.6000369822,3,25029
2023-08-28~2023-09-03,8920.0,37.0,1607400,6536,-0.5876098012000001,3,25029
2023-09-04~2023-09-10,820.0,4.0,1608220,6540,-0.9080717489000001,1,25029
2024-04-15~2024-04-21,148627.0,674.0,287609,1310,0.0693974759,17,27014
2024-04-22~2024-04-28,93535.0,427.0,381144,1737,-0.3706728925,11,27014
2024-04-29~2024-05-05,48560.0,212.0,429704,1949,-0.4808360507,8,27014
2024-05-06~2024-05-12,45360.0,206.0,475064,2155,-0.0658978583,6,27014
2024-05-13~2024-05-19,25170.0,109.0,500234,2264,-0.4451058201,4,27014
2024-05-20~2024-05-26,28270.0,123.0,528504,2387,0.12316249500000001,4,27014
2024-05-27~2024-06-02,24425.0,101.0,552929,2488,-0.1360099045,2,27014
2024-06-03~2024-06-09,8970.0,38.0,561899,2526,-0.6327533265,2,27014
2024-06-10~2024-06-16,,,561899,2526,-1.0,0,27014
2024-06-17~2024-06-23,0.0,0.0,561899,2526,0.0,1,27014
2024-06-24~2024-06-30,290.0,1.0,562189,2527,0.0,1,27014
2024-07-01~2024-07-07,,,562189,2527,-1.0,0,27014
2024-07-08~2024-07-14,,,562189,2527,0.0,0,27014
2024-07-15~2024-07-21,,,562189,2527,0.0,0,27014
2024-07-22~2024-07-28,,,562189,2527,0.0,0,27014
2024-07-29~2024-08-04,,,562189,2527,0.0,0,27014
2024-08-05~2024-08-11,0.0,0.0,562189,2527,0.0,1,27014
2024-08-12~2024-08-18,400.0,2.0,562589,2529,0.0,1,27014
2024-10-07~2024-10-13,21031542.0,74143.0,64897142,225611,-0.5205458947,101,28565
2024-10-14~2024-10-20,8362972.0,29279.0,73260114,254890,-0.6023604926,101,28565
2024-10-21~2024-10-27,3365674.0,12216.0,76625788,267106,-0.597550488,99,28565
2024-10-28~2024-11-03,1212533.0,4437.0,77838321,271543,-0.6397354586,89,28565
2024-11-04~2024-11-10,465163.0,1682.0,78303484,273225,-0.6163708534,73,28565
2024-11-11~2024-11-17,106273.0,394.0,78409757,273619,-0.7715359992,35,28565
2024-11-18~2024-11-24,81688.0,325.0,78491445,273944,-0.23133815740000002,4,28565
2024-11-25~2024-12-01,1870.0,8.0,78493315,273952,-0.9771080208,2,28565
2024-12-02~2024-12-08,,,78493315,273952,-1.0,0,28565
2024-12-09~2024-12-15,16220.0,229.0,78509535,274181,0.0,2,28565
2024-12-16~2024-12-22,20200.0,292.0,78529735,274473,0.24537607890000002,2,28565
2024-12-23~2024-12-29,37015.0,369.0,78566750,274842,0.8324257426,4,28565
2024-12-30~2025-01-05,62265.0,529.0,78629015,275371,0.6821558828000001,4,28565
2025-01-06~2025-01-12,31405.0,269.0,78660420,275640,-0.4956235445,3,28565
2025-01-13~2025-01-19,10710.0,113.0,78671130,275753,-0.6589715014,3,28565
2025-01-20~2025-01-26,1200.0,16.0,78672330,275769,-0.8879551821,1,28565
2021-11-08~2021-11-14,2830.0,14.0,2830,14,0.0,1,19687
2021-11-15~2021-11-21,,,2830,14,-1.0,0,19687
2021-11-22~2021-11-28,242451.0,1050.0,245281,1064,0.0,12,19687
2021-11-29~2021-12-05,846686.0,3580.0,1091967,4644,2.4921942991,13,19687
2021-12-06~2021-12-12,771191.0,3257.0,1863158,7901,-0.08916528680000001,13,19687
2021-12-13~2021-12-19,509115.0,2176.0,2372273,10077,-0.3398328041,13,19687
2021-12-20~2021-12-26,281115.0,1239.0,2653388,11316,-0.44783595060000003,10,19687
2021-12-27~2022-01-02,239115.0,1035.0,2892503,12351,-0.1494050478,7,19687
2022-01-03~2022-01-09,169575.0,739.0,3062078,13090,-0.2908224076,7,19687
2022-01-10~2022-01-16,134331.0,556.0,3196409,13646,-0.2078372402,8,19687
2022-01-17~2022-01-23,90305.0,360.0,3286714,14006,-0.32774266550000003,5,19687
2022-01-24~2022-01-30,72340.0,305.0,3359054,14311,-0.1989369359,5,19687
2022-01-31~2022-02-06,70340.0,287.0,3429394,14598,-0.0276472215,5,19687
2022-02-07~2022-02-13,61845.0,257.0,3491239,14855,-0.1207705431,4,19687
2022-02-14~2022-02-20,44760.0,182.0,3535999,15037,-0.276255154,2,19687
2022-02-21~2022-02-27,29340.0,120.0,3565339,15157,-0.3445040214,1,19687
2022-02-28~2022-03-06,25020.0,98.0,3590359,15255,-0.1472392638,1,19687
2022-03-07~2022-03-13,23706.0,92.0,3614065,15347,-0.052517985600000004,3,19687
2022-03-14~2022-03-20,30965.0,121.0,3645030,15468,0.3062093985,3,19687
2022-03-21~2022-03-27,23918.0,86.0,3668948,15554,-0.2275795253,3,19687
2022-03-28~2022-04-03,8430.0,38.0,3677378,15592,-0.6475457814000001,2,19687
2022-04-04~2022-04-10,1870.0,9.0,3679248,15601,-0.778173191,1,19687
2022-04-11~2022-04-17,,,3679248,15601,-1.0,0,19687
2022-04-18~2022-04-24,,,3679248,15601,0.0,0,19687
2022-04-25~2022-05-01,5220.0,32.0,3684468,15633,0.0,2,19687
2022-05-02~2022-05-08,8880.0,56.0,3693348,15689,0.7011494253,2,19687
2022-05-09~2022-05-15,4390.0,28.0,3697738,15717,-0.5056306306,2,19687
2022-05-16~2022-05-22,,,3697738,15717,-1.0,0,19687
2022-05-23~2022-05-29,,,3697738,15717,0.0,0,19687
2022-05-30~2022-06-05,,,3697738,15717,0.0,0,19687
2022-06-06~2022-06-12,,,3697738,15717,0.0,0,19687
2022-06-13~2022-06-19,,,3697738,15717,0.0,0,19687
2022-06-20~2022-06-26,,,3697738,15717,0.0,0,19687
2022-06-27~2022-07-03,,,3697738,15717,0.0,0,19687
2022-07-04~2022-07-10,,,3697738,15717,0.0,0,19687
2022-07-11~2022-07-17,,,3697738,15717,0.0,0,19687
2022-07-18~2022-07-24,,,3697738,15717,0.0,0,19687
2022-07-25~2022-07-31,,,3697738,15717,0.0,0,19687
2022-08-01~2022-08-07,,,3697738,15717,0.0,0,19687
2022-08-08~2022-08-14,,,3697738,15717,0.0,0,19687
2022-08-15~2022-08-21,,,3697738,15717,0.0,0,19687
2022-08-22~2022-08-28,,,3697738,15717,0.0,0,19687
2022-08-29~2022-09-04,,,3697738,15717,0.0,0,19687
2022-09-05~2022-09-11,,,3697738,15717,0.0,0,19687
2022-09-12~2022-09-18,,,3697738,15717,0.0,0,19687
2022-09-19~2022-09-25,,,3697738,15717,0.0,0,19687
2022-09-26~2022-10-02,,,3697738,15717,0.0,0,19687
2022-10-03~2022-10-09,,,3697738,15717,0.0,0,19687
2022-10-10~2022-10-16,,,3697738,15717,0.0,0,19687
2022-10-17~2022-10-23,,,3697738,15717,0.0,0,19687
2022-10-24~2022-10-30,,,3697738,15717,0.0,0,19687
2022-10-31~2022-11-06,,,3697738,15717,0.0,0,19687
2022-11-07~2022-11-13,,,3697738,15717,0.0,0,19687
2022-11-14~2022-11-20,,,3697738,15717,0.0,0,19687
2022-11-21~2022-11-27,,,3697738,15717,0.0,0,19687
2022-11-28~2022-12-04,,,3697738,15717,0.0,0,19687
2022-12-05~2022-12-11,,,3697738,15717,0.0,0,19687
2022-12-12~2022-12-18,,,3697738,15717,0.0,0,19687
2022-12-19~2022-12-25,,,3697738,15717,0.0,0,19687
2022-12-26~2023-01-01,,,3697738,15717,0.0,0,19687
2023-01-02~2023-01-08,,,3697738,15717,0.0,0,19687
2023-01-09~2023-01-15,,,3697738,15717,0.0,0,19687
2023-01-16~2023-01-22,,,3697738,15717,0.0,0,19687
2023-01-23~2023-01-29,,,3697738,15717,0.0,0,19687
2023-01-30~2023-02-05,,,3697738,15717,0.0,0,19687
2023-02-06~2023-02-12,,,3697738,15717,0.0,0,19687
2023-02-13~2023-02-19,,,3697738,15717,0.0,0,19687
2023-02-20~2023-02-26,,,3697738,15717,0.0,0,19687
2023-02-27~2023-03-05,,,3697738,15717,0.0,0,19687
2023-03-06~2023-03-12,,,3697738,15717,0.0,0,19687
2023-03-13~2023-03-19,,,3697738,15717,0.0,0,19687
2023-03-20~2023-03-26,,,3697738,15717,0.0,0,19687
2023-03-27~2023-04-02,,,3697738,15717,0.0,0,19687
2023-04-03~2023-04-09,,,3697738,15717,0.0,0,19687
2023-04-10~2023-04-16,,,3697738,15717,0.0,0,19687
2023-04-17~2023-04-23,,,3697738,15717,0.0,0,19687
2023-04-24~2023-04-30,,,3697738,15717,0.0,0,19687
2023-05-01~2023-05-07,,,3697738,15717,0.0,0,19687
2023-05-08~2023-05-14,,,3697738,15717,0.0,0,19687
2023-05-15~2023-05-21,,,3697738,15717,0.0,0,19687
2023-05-22~2023-05-28,,,3697738,15717,0.0,0,19687
2023-05-29~2023-06-04,,,3697738,15717,0.0,0,19687
2023-06-05~2023-06-11,,,3697738,15717,0.0,0,19687
2023-06-12~2023-06-18,,,3697738,15717,0.0,0,19687
