,MovieId,Rank,Region,Name,ReleaseDate,Publisher,DayCount,TheaterCount,Amount,AmountRate,Tickets,TicketRate,MarketShare,TotalDayCount,TotalAmount,TotalTickets,FirstWeekAmount,TotalWeekendAmount,Year
689,18704,690,日本,相撲道,2022-03-25,株式会社プリュネ,18.0,8,61463,0,263,0,1.1748001175872181e-05,18,61463,263,50403,38413,2022
690,20609,691,日本,我的夏日大戀習,2022-06-10,NIKKATSU CORPORATION,11.0,6,61246,0,273,0,1.219469323579127e-05,11,61246,273,58626,39226,2022
691,22881,692,日本,通往異世界的便利店,2022-11-25,Free Stone Productions Co.  Ltd.,15.0,11,61243,0,284,0,1.2686054501702271e-05,15,61243,284,54923,36847,2022
692,21994,693,日本,美國女孩的日本日記,2022-08-26,Essen.Communications Inc.,17.0,8,56520,0,298,0,1.3311423385589002e-05,17,56520,298,42660,27920,2022
693,23416,694,日本,心情直播不NG,2022-12-28,PONY CANYON INC.,3.0,8,54354,0,276,0,1.2328700853767001e-05,34,54354,276,128666,108687,2022
694,19908,695,日本,說不出口的愛,2022-01-21,Good Move Media,15.0,11,51243,0,223,0,9.961232936195802e-06,15,51243,223,48083,24388,2022
695,21381,696,日本,神隱少年狼,2022-07-08,Masakazu Kaneko,14.0,9,46884,0,232,0,1.0363255790122982e-05,14,46884,232,38134,22594,2022
696,20533,697,日本,夢境診斷與恐怖體驗,2022-03-19,ARI Production株式會社,1.0,1,38940,0,177,0,7.906449460567968e-06,1,38940,177,38940,38940,2022
697,23222,698,日本,有頂天大飯店,2009-01-16,PONY CANYON INC.,2.0,8,32967,0,144,0,6.432365662834957e-06,24,32967,144,94309,70484,2022
698,6711,699,日本,東京物語,2016-11-12,SHOCHIKU CO.  LTD.,2.0,1,21280,0,104,0,4.6455974231585795e-06,6,24265,120,24265,13985,2022
699,20675,700,日本,晚春,2022-03-05,SHOCHIKU CO. LTD,2.0,1,16550,0,85,0,3.7968825093123006e-06,2,16550,85,16550,9790,2022
700,23186,701,日本,戀上笨拙的你,2022-11-25,RELAY MOTION KFT.,14.0,3,15630,0,69,0,3.08217521344175e-06,14,15630,69,8490,8205,2022
701,23218,702,日本,愛情在車上,2022-12-09,RELAY MOTION KFT.,7.0,3,5625,0,27,0,1.206068561781554e-06,7,5625,27,5625,3200,2022
702,20707,703,日本,國士無雙,2022-04-16,日活株式會社公司,3.0,1,2595,0,15,0,6.700380898786414e-07,3,2595,15,2595,1740,2022
703,22738,704,巴勒斯坦,天堂髮廊,2022-10-21,Memento International,26.0,13,92051,0,447,0,1.9967135078383514e-05,26,92051,447,70911,52725,2022
704,23193,705,巴西,無法無天,2022-12-10,WILD BUNCH,1.0,1,11115,0,55,0,2.4568063295550182e-06,27,11115,55,139331,124196,2022
705,20729,706,丹麥,漂浪人生,2022-03-19,Cinephil,56.0,22,1013756,0,4377,0,0.00019551711462600002,58,1013756,4377,549547,572586,2022
706,18749,707,丹麥,《爆裂戰警》,2021-12-03,CHARADES,27.0,3,47560,0,374,0,1.670628304097412e-05,48,320561,1634,230419,200141,2022
707,3401,708,中華民國##中華民國,河北臺北+講話沒有在聽,2016-11-11,李念修,4.0,1,9740,0,66,0,2.9481675954660217e-06,10,146575,673,138935,78575,2022
708,19269,709,中華民國,月老,2021-11-24,麻吉砥加電影有限公司##禾豐九路娛樂有限公司##良人行影業有限公司##居爾一拳有限公司##樂到家國際娛樂股份有限公司##聚星文創娛樂事業股份有限公司##國賓影城股份有限公司##能率影業股份有限公司##HIVE FILMWORKS INC.,125.0,102,28991006,0,121830,0,0.005442049365994001,170,264306579,1091230,859650,170443098,2022
709,20646,710,中華民國,咒,2022-03-18,空殼影像股份有限公司    ##精漢堂影像有限公司##川琇數位娛樂有限公司##地球防衛隊娛樂有限公司##艾德國際投資股份有限公司##奇亨創意影像有限公司##語謙行銷有限公司##高雄人（高雄市電影館）##世界投資顧問股份有限公司##夢想創造股份有限公司,120.0,93,171754843,0,721528,0,0.03223008286093,120,171754843,721528,38357546,103644365,2022
710,18190,711,中華民國,聽見歌 再唱,2021-04-16,美商華納兄弟(遠東)股份有限公司台灣分公司##香港商福斯傳媒有限公司台灣分公司##海樂影業股份有限公司##有得電影有限公司 高雄人##十三月股份有限公司,47.0,6,132440,0,1159,0,5.177160974462302e-05,205,84398474,365350,2938629,61515113,2022
711,20477,712,中華民國,我吃了那男孩一整年的早餐,2022-01-28,華映娛樂股份有限公司##天際娛樂股份有限公司##星空飛騰國際娛樂有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##三皇生物科技股份有限公司##樂到家國際娛樂股份有限公司##得藝文創國際股份有限公司##艾迪昇傳播事業有限公司,167.0,100,73937829,0,309340,0,0.013817972181537,167,73937829,309340,12694344,44459058,2022
712,12489,713,中華民國,五月天 人生無限公司,2019-05-24,相信音樂國際股份有限公司##安樂電影公司(聯合出品) ,1.0,1,70200,0,260,0,1.161399355789645e-05,80,54237549,160061,19865419,38997550,2022
713,22531,714,中華民國,流麻溝十五號,2022-10-28,湠臺灣電影股份有限公司,72.0,91,37701451,0,166401,0,0.007433000546259,132,37701451,166401,1092260,25831253,2022
714,19183,715,中華民國,瀑布,2021-10-29,本地風光電影股份有限公司##氧氣電影有限公司##鏡文學股份有限公司##三皇生物科技股份有限公司##百聿數碼創意股份有限公司##華映娛樂股份有限公司,70.0,16,506424,0,3244,0,0.000144906904237,141,36452168,154762,2313961,22261548,2022
715,20670,716,中華民國,少年吔,2022-03-18,原典國際影視製作有限公司,141.0,73,32553195,0,139178,0,0.006216970751541,141,32553195,139178,15699406,21218148,2022
716,21822,717,中華民國,民雄鬼屋,2022-07-29,后花園數位影像製作有限公司##馬棋朵數位影像製作有限公司##采昌國際多媒體股份有限公司##皮諾丘電影事業有限公司##煉金術電影事業有限公司##罡風創意映像有限公司##有樂股份有限公司,95.0,82,29706996,0,121139,0,0.005411182944653,95,29706996,121139,13510772,18791168,2022
717,20725,718,中華民國,頭七,2022-04-01,皮諾丘電影事業有限公司##台灣大哥大股份有限公司##馬棋朵數位影像製作有限公司##杰瑞音樂有限公司##天馬傳播事業有限公司,98.0,86,27732078,0,121166,0,0.005412389013215,98,27732078,121166,16198225,17411566,2022
718,23355,719,中華民國,想見你,2022-12-30,車庫影業股份有限公司##三鳳有限公司,6.0,75,26462686,0,106226,0,0.004745031075696,101,26462686,106226,38164406,79357483,2022
719,20175,720,中華民國,素還真,2022-01-28,品蓮觀真電影股份有限公司##霹靂國際多媒體股份有限公司,136.0,98,22614491,0,95158,0,0.004250632303778,137,22654941,95329,678500,14195869,2022
720,19357,721,中華民國,美國女孩,2021-12-03,水花電影股份有限公司##寰亞電影製作有限公司##杰威爾音樂有限公司##G.H.Y. Culture ## Media (Singapore),87.0,23,2069031,0,9750,0,0.00043552475842100006,122,19621851,83512,2161336,12798846,2022
721,22671,722,中華民國,罪後真相,2022-10-28,伯樂影業股份有限公司##中環國際娛樂事業股份有限公司 ##良人行影業有限公司 ##宏將影業有限公司 ##東森電視事業股份有限公司 ##滿滿額娛樂股份有限公司 ##聚星文創娛樂事業股份有限公司 ##打字人創意有限公司 ##得利影視股份有限公司 ##有戲娛樂股份有限公司 ,61.0,94,16397288,0,69700,0,0.0031134436576360004,90,16397288,69700,1692577,11062639,2022
722,20312,723,中華民國,噩兆,2021-12-24,車庫娛樂股份有限公司##映象工廠有限公司##Arthur Film  아더필름(주),54.0,44,5469485,0,22388,0,0.001000054183746,62,16158081,65523,8873021,11897576,2022
723,22659,724,中華民國,你在我心上,2022-10-21,麻吉砥加電影有限公司##星勢力娛樂股份有限公司##艾婷投資股份有限公司,79.0,91,15707206,0,67828,0,0.0030298229040190004,125,15707206,67828,1172485,11901024,2022
724,21785,725,中華民國,哈勇家,2022-08-12,華映娛樂股份有限公司##氧氣電影有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##得藝文創國際股份有限公司##凡宇興業有限公司##樂到家國際娛樂股份有限公司##鏡文學股份有限公司,82.0,84,13377446,0,60483,0,0.002701727586008,117,13377446,60483,214650,8563874,2022
725,20921,726,中華民國,少年吔，安啦！,1992-07-03,城市國際電影有限公司,73.0,48,9163289,0,37726,0,0.00168519046525,74,9163289,37726,181080,5419108,2022
726,19729,727,中華民國,一杯熱奶茶的等待,2021-12-24,一杯熱奶茶影視有限公司##華文創股份有限公司##金贊實業有限公司##滾動力股份有限公司##中環國際娛樂事業股份有限公司##天立揚製片有限公司##愷聯資本有限公司##益康顧問有限公司##大瀚國際開發股份有限公司##盛青陽娛樂製作股份有限公司,76.0,63,3042926,0,13030,0,0.0005820397540740001,86,9122775,37814,4593781,6738729,2022
727,22082,728,中華民國,科學少女,2022-09-16,東海大學##東吳大學##國立台灣師範大學##社團法人中華民國大渡山學會,91.0,55,7857368,0,34115,0,0.001523889962413,110,7857368,34115,660420,4868582,2022
728,20354,729,中華民國,初戀慢半拍,2022-08-24,台灣大哥大股份有限公司 ##台北真好電影股份有限公司 ##良人行影業有限公司 ##宏將影業有限公司 ##時創影業股份有限公司##得利影視股份有限公司 ##聚星文創娛樂事業股份有限公司##喜滿客京華影城股份有限公司 ##威威巖娛樂製作有限公司 ##奇幻娛樂國際股份有限公司 ,79.0,94,7591904,0,31799,0,0.0014204360813360002,79,7591904,31799,4150707,4745077,2022
729,19630,730,中華民國,再說一次我願意,2022-01-19,皮諾丘電影事業有限公司##白色影像製作股份有限公司##主雅映象有限公司##沅珅科技有限公司,81.0,91,5507315,0,23664,0,0.001057052090592,82,5539685,23830,2390116,2561032,2022
730,15629,731,中華民國,男人與他的海,2021-04-01,黑糖媒體創意有限公司,1.0,1,22950,0,85,0,3.7968825093123006e-06,49,5353606,23762,751664,2668683,2022
731,20817,732,中華民國,我心我行,2022-11-11,三乘影像股份有限公司##藝碩文創股份有限公司##許芳宜＆藝術家,66.0,30,4834434,0,22026,0,0.0009838839311770002,71,4834434,22026,199050,2809002,2022
732,21165,733,中華民國,神人之家,2022-11-25,飛望影像有限公司##文化內容策進院##Films de Force Majeure,47.0,38,4536398,0,19490,0,0.000870602824782,81,4536398,19490,255430,2808706,2022
733,22268,734,中華民國,童話·世界,2022-10-13,主磐叙社有限公司,60.0,41,3999736,0,16782,0,0.000749638614956,74,3999736,16782,470510,2311528,2022
734,21119,735,中華民國,一家子兒咕咕叫,2022-11-18,六六喜喜股份有限公司##原子映象有限公司##高雄人##臺中拍,44.0,56,3878689,0,17849,0,0.000797300657749,78,3878689,17849,1756797,2424583,2022
735,19319,736,中華民國,青春弒戀,2021-11-19,風度國際有限公司##中環國際娛樂事業股份有限公司##長龢有限公司##阿榮影業股份有限公司##台北市電影委員會##星泰國際娛樂股份有限公司##菊地健興業有限公司##天使放大股份有限公司##齊石傳播有限公司,29.0,2,33280,0,215,0,9.603879288260527e-06,74,3878296,16112,1918127,2479306,2022
736,19608,737,中華民國,該死的阿修羅,2022-03-02,內容物數位電影製作有限公司##岸上影像有限公司##數位奇蹟科技股份有限公司,96.0,49,3723457,0,17163,0,0.000766657582439,97,3723457,17163,1151090,2569339,2022
737,19065,738,中華民國,魔法阿媽 4K數位修復版,2021-11-26,稻田電影工作室有限公司,8.0,4,185140,0,827,0,3.694143335530909e-05,44,3582738,15109,1759879,2721057,2022
738,19662,739,中華民國,售命,2022-04-29,老頑童娛樂有限公司##太極影音科技股份有限公司##鹿橋文化事業股份有限公司,70.0,57,3234992,0,17644,0,0.000788143470521,70,3234992,17644,1884644,2509258,2022
739,10375,740,中華民國,一家之主,2020-10-07,融觀電影有限公司,95.0,56,3065886,0,15266,0,0.0006819200986720001,98,3165191,15701,434955,2388706,2022
740,22660,741,中華民國,小藍,2022-11-04,奇葩娛樂事業有限公司,43.0,29,2913660,0,12792,0,0.0005714084830480001,43,2913660,12792,1226073,1844524,2022
741,19402,742,中華民國,鱷魚,2021-10-08,滿滿額娛樂股份有限公司##鹿路電影有限公司##台灣大哥大myVideo##中環國際娛樂事業股份有限公司##華映娛樂股份有限公司##台北真好電影股份有限公司##中台興化學工業股份有限公司##崴森管理顧問股份有限公司##高雄市電影館,46.0,3,35253,0,327,0,1.4606830359354383e-05,99,2762617,11941,1623097,1694202,2022
742,20005,743,中華民國,尋找神話之鳥,2021-12-17,鴻奇文化事業有限公司,35.0,16,998975,0,4751,0,0.00021222339766700001,63,2725559,12680,231110,1758151,2022
743,21915,744,中華民國,他還年輕,2022-09-02,目宿媒體股份有限公司,63.0,23,2505612,0,11429,0,0.0005105243552810001,63,2505612,11429,300810,1408982,2022
744,21233,745,中華民國,台灣男子葉石濤,2022-06-17,茂樹電影有限公司 高雄人,48.0,22,2244623,0,10149,0,0.000453347771611,48,2244623,10149,553220,1033791,2022
745,20711,746,中華民國,女優 摔吧！,2022-11-25,滿滿額娛樂股份有限公司##上作娛樂有限公司,22.0,47,1917168,0,9020,0,0.00040291623804700004,22,1917168,9020,1596215,1573132,2022
746,20531,747,中華民國,野夏天,2022-03-25,群石國際有限公司,38.0,22,1913309,0,8047,0,0.00035945310061600004,38,1913309,8047,1094914,1149331,2022
747,20176,748,中華民國,諸葛四郎─英雄的英雄,2021-11-12,童年漫畫股份有限公司,49.0,54,1695750,0,7284,0,0.00032537049644500003,52,1734750,7484,511855,1156752,2022
748,14496,749,中華民國,不想一個人,2021-12-24,波谷影片有限公司##一條龍虎豹國際娛樂有限公司##上海啟李廣告有限公司##捌捌玖電影股份有限公司,34.0,17,318574,0,1323,0,5.909735952729616e-05,44,1674662,6680,1134161,867419,2022
749,17116,750,中華民國,嗨！神獸,2022-02-01,滿滿額娛樂股份有限公司##華納集團##凱擘影藝股份有限公司##百聿數碼創意股份有限公司##硯石(廈門)文化傳媒有限公司##神州娛樂股份有限公司,31.0,53,1666470,0,7139,0,0.000318893461576,31,1666470,7139,1072621,644291,2022
750,20052,751,中華民國,有你相伴的旅程,2021-12-10,財團法人天主教失智老人社會福利基金會,1.0,1,67100,0,305,0,1.3624107827532371e-05,31,1545319,7073,476540,817274,2022
751,17799,752,中華民國,愛別離苦,2022-02-18,後場音像紀錄工作室有限公司,49.0,22,1358697,0,6137,0,0.000274134917172,54,1518697,6884,213325,1073363,2022
752,20643,753,中華民國,青春換日線,2022-03-11,峰起云湧影業股份有限公司##班迪國際有限公司,29.0,27,1473791,0,6528,0,0.000291600576715,29,1473791,6528,955752,1144051,2022
753,19064,754,中華民國,廢棄之城,2021-10-29,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##財團法人臺中市影視發展基金會,1.0,1,0,0,0,0,0.0,38,1456730,6268,663676,868435,2022
754,18755,755,中華民國,老鷹之手,2021-10-29,海之眼影像工作室,1.0,1,12600,0,60,0,2.680152359514565e-06,49,1445010,6397,326908,703213,2022
755,20521,756,中華民國,藏匿處,2022-09-08,影格電影有限公司,34.0,30,1437067,0,6212,0,0.000277485107621,34,1437067,6212,559716,968792,2022
756,21174,757,中華民國,孫行者傳,2022-08-25,數位領域電影文化股份有限公司,45.0,47,1351685,0,6716,0,0.000299998387441,46,1351685,6716,398272,1140788,2022
757,19400,758,中華民國,回眸,2021-10-22,大悲學苑  台灣大悲佛學會##財團法人國際佛教法林基金會 ##新加坡甘露關懷協會 ,1.0,1,38940,0,177,0,7.906449460567968e-06,39,1351424,6025,572580,788264,2022
758,22108,759,中華民國,大俠胡金銓 第一部曲—先知曾經來過,2022-10-21,華映娛樂股份有限公司##七霞電影有限公司,49.0,27,1338652,0,6321,0,0.000282354051074,49,1338652,6321,406160,863892,2022
759,21825,760,中華民國,舞徑,2022-07-27,楊偉新,43.0,19,1328119,0,5765,0,0.00025751797254300004,57,1328119,5765,488790,863414,2022
760,19320,761,中華民國,沒有人該成為孤島,2022-01-07,財團法人彩晶文教基金會,32.0,14,1285544,0,5604,0,0.00025032623037800003,33,1323824,5778,894194,988194,2022
761,20203,762,中華民國,妖果小學─水果奶奶的大秘密,2022-01-21,財團法人公共電視文化事業基金會,77.0,45,1266220,0,5449,0,0.00024340250344900003,77,1266220,5449,563831,797015,2022
762,14720,763,中華民國,期末考,2021-08-20,花千樹電影有限公司(A THOUSAND TREE FILMS) 高雄人##海鵬影業有限公司,1.0,1,23940,0,133,0,5.941004396923953e-06,55,1133482,5337,204498,674772,2022
763,22084,764,中華民國,大俠胡金銓 第二部曲—斷腸人在天涯,2022-10-28,華映娛樂股份有限公司##七霞電影有限公司,40.0,26,1062636,0,5253,0,0.00023464733907500003,40,1062636,5253,406160,774607,2022
764,20051,765,中華民國,兜兜風,2022-09-16,月晴映像有限公司##寒山拾得有限公司 高雄人,35.0,23,1013475,0,4510,0,0.00020145811902300001,35,1013475,4510,647209,784905,2022
765,18424,766,中華民國,徘徊年代,2021-10-15,光元體影藝有限公司##傳影互動股份有限公司,39.0,18,946200,0,4172,0,0.000186359927398,55,946200,4172,303479,627159,2022
766,16508,767,中華民國,逆者,2020-08-07,藝英國際有限公司,34.0,11,459063,0,2481,0,0.00011082430006500001,54,827798,4234,146990,502954,2022
767,19957,768,中華民國,高山上的熱氣球,2021-12-22,飛爾創意有限公司##菲博瑞思文創娛樂有限公司,30.0,17,785267,0,3881,0,0.00017336118845400001,32,809047,3991,150940,547012,2022
768,20805,769,中華民國,再會啦  白宮,2022-05-20,我希望影像製作有限公司,36.0,13,763901,0,3348,0,0.00014955250166,36,763901,3348,468470,276019,2022
769,21080,770,中華民國,教練,2022-05-27,想映電影有限公司##佳映娛樂國際股份有限公司,44.0,10,720016,0,3310,0,0.000147855071833,44,720016,3310,264895,540306,2022
770,18306,771,中華民國,詭祭,2021-12-03,臺北市政府##Lemming Film##THE NETHERLANDS FILM FUND (THE NETHERLANDS FILM PRODUCTION INCENTIVE)##台北市電影委員會##財團法人台北市文化基金會##臺北市政府文化局 高雄人,6.0,3,2345,0,10,0,4.466920599190942e-07,35,704581,2898,554254,464276,2022
771,19987,772,中華民國,願未央,2022-03-18,目宿媒體股份有限公司,61.0,15,629323,0,2950,0,0.000131774157676,61,629323,2950,363683,354293,2022
772,19122,773,中華民國,影子背後,2021-09-17,飛行圓國際有限公司,11.0,4,30245,0,138,0,6.1643504268835e-06,42,585905,2551,389233,342540,2022
773,20920,774,中華民國,給阿媽的一封信,2022-05-20,鹿一電影製作有限公司,52.0,16,558070,0,2650,0,0.000118373395878,52,558070,2650,223835,314752,2022
774,21179,775,中華民國,費爾的旅程,2022-05-27,陳勇瑞,40.0,10,518556,0,2272,0,0.00010148843601300001,40,518556,2272,270336,245266,2022
775,17831,776,中華民國,削瘦的靈魂,2021-03-19,目宿媒體股份有限公司,6.0,1,410,0,2,0,8.933841198381884e-08,43,490214,2182,198679,293609,2022
776,20053,777,中華民國,我記得,2021-12-24,目宿媒體股份有限公司,55.0,15,473663,0,2211,0,9.876361444811175e-05,55,473663,2211,210878,266438,2022
777,17487,778,中華民國,修行,2022-01-14,老灰狼影片製作有限公司,20.0,17,453169,0,2043,0,9.125918784147095e-05,20,453169,2043,298941,258414,2022
778,18796,779,中華民國,文林銀行,2021-11-12,視納華仁文化傳播股份有限公司,3.0,2,38870,0,169,0,7.549095812632693e-06,43,442845,1928,94600,224425,2022
779,22372,780,中華民國,臥虎藏龍,2000-07-07,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,40.0,23,392656,0,1548,0,6.91479308754758e-05,41,404116,1609,227632,210353,2022
780,22011,781,中華民國,孫行者傳(國語版),2022-10-14,數位領域電影文化股份有限公司,11.0,7,389100,0,1359,0,6.0705450943004904e-05,11,389100,1359,230490,97530,2022
781,21748,782,中華民國,KULO,2022-07-08,後場音像紀錄工作室有限公司,28.0,8,362030,0,2268,0,0.00010130975918900001,28,362030,2268,164270,253950,2022
782,21200,783,中華民國,夏日天空的那匹紅馬,2022-12-23,簡單主張影音製作有限公司,10.0,12,360309,0,1618,0,7.227477529490944e-05,18,360309,1618,273319,122339,2022
783,21239,784,中華民國,還孩子做自己,2022-05-27,後場音像紀錄工作室有限公司,29.0,6,337310,0,2110,0,9.425202464292888e-05,29,337310,2110,40570,199390,2022
784,21921,785,中華民國,我永遠永遠永遠愛你,2022-08-05,後場音像紀錄工作室有限公司,28.0,6,335120,0,2116,0,9.452003987888036e-05,28,335120,2116,80920,233040,2022
785,18531,786,中華民國,綠色牢籠,2021-05-14,木林電影有限公司##株式会社ムーリンプロダクション,2.0,2,16580,0,64,0,2.858829183482203e-06,32,311782,1399,90829,186231,2022
786,22327,787,中華民國,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022-09-16,後場音像紀錄工作室有限公司,28.0,6,303680,0,1900,0,8.487149138462791e-05,28,303680,1900,46160,219920,2022
787,20922,788,中華民國,有時 Mama，有時 Mimi,2022-04-15,後場音像紀錄工作室有限公司,35.0,6,302620,0,1893,0,8.455880694268453e-05,35,302620,1893,70800,187120,2022
788,23139,789,中華民國,一起一起,2022-12-16,萊思捷有限公司##日商富地滋股份有限公司台灣分公司##久和投資控股有限公司##新轉機國際股份有限公司##杰瑞音樂有限公司,4.0,2,288800,0,1169,0,5.2218301804542126e-05,43,288800,1169,382000,677101,2022
789,22475,790,中華民國,稻浪上的夢想家,2022-11-20,池上多力米股份有限公司,9.0,8,268790,0,1263,0,5.64172071677816e-05,13,268790,1263,215080,200250,2022
790,21731,791,中華民國,聖石傳說,2000-01-22,霹靂國際多媒體股分有限公司,14.0,26,217993,0,895,0,3.9978939362758934e-05,14,217993,895,177803,145026,2022
791,19624,792,中華民國,17歲的天空 4K數位修復版,2021-10-02,三和娛樂國際有限公司,1.0,1,300,0,1,0,4.466920599190942e-08,23,210498,926,153726,137353,2022
792,21690,793,中華民國,家家,2022-06-30,姚國禎,16.0,9,209355,0,1321,0,5.9008021115312354e-05,97,209355,1321,180505,131895,2022
793,22908,794,中華民國,全明星星光音樂會,2022-10-29,必應創造股份有限公司,2.0,1,202500,0,915,0,4.0872323482597125e-05,2,202500,915,202500,202500,2022
794,22673,795,中華民國,無邊,2023-01-06,那時此刻股份有限公司##後場音像紀錄工作室有限公司,3.0,3,181490,0,665,0,2.9705021984619763e-05,41,181490,665,367656,416919,2022
795,22710,796,中華民國,失序正義,2022-11-25,傑恩西影像工作室,28.0,7,175962,0,848,0,3.787948668113919e-05,29,175962,848,133205,134723,2022
796,22448,797,中華民國,不老騎士-歐兜邁環台日記,2012-10-12,財團法人弘道老人福利基金會 ##旋轉牧馬工作室##視納華仁文化傳播股份有限公司,2.0,2,149210,0,503,0,2.246861061393044e-05,2,149210,503,149210,0,2022
797,21171,798,中華民國,勸世三姊妹：大銀幕特別版,2022-05-14,國家表演藝術中心衛武營國家藝術文化中心,5.0,5,112879,0,401,0,1.7912351602755683e-05,7,112879,401,123099,61309,2022
798,20375,799,中華民國,格瑞特真相,2022-05-13,法務部調查局,64.0,10,60417,0,271,0,1.2105354823807451e-05,64,60417,271,49272,20682,2022
799,23394,800,中華民國,黑的教育,2023-03-10,禾豐九路娛樂有限公司##麻吉砥加電影有限公司##岸上影像有限公司,1.0,1,43500,0,174,0,7.772441842592239e-06,48,43500,174,3699462,5095477,2022
800,20867,801,中華民國,幻日手記 ,2022-10-21,飛望影像有限公司##財團法人公共電視文化事業基金會##駕絲齋影像美術設計##登月人影業有限公司##Exocorpus Productions,14.0,4,39280,0,177,0,7.906449460567968e-06,14,39280,177,28520,13050,2022
801,21087,802,中華民國,北將七,2022-07-16,鯤鯓影像有限公司,1.0,1,32140,0,119,0,5.315635513037221e-06,1,32140,119,32140,32140,2022
802,21949,803,中華民國,如霧起時,2011-04-09,目宿媒體股份有限公司,3.0,3,31930,0,122,0,5.44964313101295e-06,3,31930,122,31930,8435,2022
803,1585,804,中華民國,奼紫嫣紅開遍,2015-12-18,目宿媒體股份有限公司,2.0,3,20875,0,87,0,3.8862209212961195e-06,2,20875,87,20875,2965,2022
804,20674,805,中華民國,如夢,2011-04-15,Distribution Workshop (BVI) Limited##Taiwan Branch,2.0,1,20400,0,106,0,4.734935835142399e-06,2,20400,106,20400,11710,2022
805,21943,806,中華民國,如歌的行板,2022-11-05,目宿媒體股份有限公司,2.0,3,12615,0,55,0,2.4568063295550182e-06,6,12615,55,26095,13625,2022
806,21914,807,中華民國,兩地,2011-04-09,目宿媒體股份有限公司,2.0,3,11840,0,52,0,2.3227987115792898e-06,2,11840,52,11840,7780,2022
807,1394,808,中華民國,西部來的人,2022-03-20,黃明川電影視訊有限公司,2.0,1,11590,0,62,0,2.769490771498384e-06,2,11590,62,11590,3705,2022
808,1593,809,中華民國,1918,2015-12-18,目宿媒體股份有限公司,2.0,3,11070,0,44,0,1.965445063644014e-06,2,11070,44,11070,7560,2022
809,22080,810,中華民國,化城再來人,2011-04-09,目宿媒體股份有限公司,2.0,3,10931,0,43,0,1.920775857652105e-06,2,10931,43,10931,7661,2022
810,20262,811,中華民國,寶島大夢,2022-03-20,黃明川,2.0,1,10450,0,55,0,2.4568063295550182e-06,2,10450,55,10450,2660,2022
811,21887,812,中華民國,朝向一首詩的完成,2011-04-09,目宿媒體股份有限公司,2.0,3,10261,0,41,0,1.8314374456682859e-06,2,10261,41,10261,3851,2022
812,21932,813,中華民國,尋找背海的人,2011-04-09,目宿媒體股份有限公司,10.0,5,9760,0,40,0,1.786768239676377e-06,10,9760,40,9290,3030,2022
813,20853,814,中華民國,獨自寂寞+少年阿堯+午後+看海,2022-04-23,林柏瑜,4.0,1,9000,0,60,0,2.680152359514565e-06,4,9000,60,9000,9000,2022
814,22179,815,中華民國,逍遙遊,2011-04-06,目宿媒體股份有限公司,2.0,3,8640,0,37,0,1.652760621700648e-06,2,8640,37,8640,6865,2022
815,21908,816,中華民國,無岸之河,2015-12-18,目宿媒體股份有限公司,2.0,3,8445,0,36,0,1.608091415708739e-06,2,8445,36,8445,6225,2022
816,1586,817,中華民國,讀中文系的人,2015-12-18,目宿媒體股份有限公司,2.0,3,7730,0,29,0,1.295406973765373e-06,2,7730,29,7730,1690,2022
817,18618,818,中華民國,破輪胎,2022-03-20,黃明川電影視訊有限公司,2.0,1,7535,0,42,0,1.876106651660196e-06,2,7535,42,7535,1520,2022
818,1626,819,中華民國,東西,2015-12-18,目宿媒體股份有限公司,2.0,3,5140,0,22,0,9.827225318220074e-07,2,5140,22,5140,0,2022
819,22759,820,中華民國,我這樣過了一生,2022-10-22,國家電影及視聽文化中心,2.0,1,4830,0,38,0,1.697429827692558e-06,2,4830,38,4830,4830,2022
820,5511,821,中華民國,香蕉天堂,2022-10-23,Goethe-Institut Korea,1.0,1,4530,0,32,0,1.4294145917411008e-06,1,4530,32,4530,4530,2022
821,502,822,中華民國,風中家族,2015-07-24,興揚電影有限公司##中環國際娛樂事業股份有限公司##威視股份有限公司##阿榮影業股份有限公司##財團法人高雄市文化基金會,1.0,1,3020,0,30,0,1.340076179757282e-06,1,3020,30,3020,3020,2022
822,1608,823,中華民國,我城,2015-12-18,目宿媒體股份有限公司,2.0,3,2945,0,11,0,4.913612659110037e-07,2,2945,11,2945,365,2022
823,22215,824,中華民國,紅柿子,2022-10-22,中影股份有限公司,1.0,1,2790,0,23,0,1.027391737813916e-06,1,2790,23,2790,2790,2022
824,20270,825,中華民國,送報伕/不屈的魂靈—楊逵,2022-03-11,文化部##財團法人何春木文教基金會,3.0,1,1725,0,10,0,4.466920599190942e-07,3,1725,10,1725,1155,2022
825,20263,826,中華民國,台灣新文學之父—賴和/安安靜靜林雙不,2022-03-11,財團法人何春木文教基金會,3.0,1,1710,0,10,0,4.466920599190942e-07,3,1710,10,1710,1140,2022
